id,months,offer,phone,multiple,internet_type,gb_mon,security,backup,protection,support,unlimited,contract,paperless,payment,monthly,total_revenue,satisfaction,churn_value,churn_score,cltv
4010-YLMVT,56,Offer B,Yes,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,106.6,7281.07,4,0,80,5056
1379-FRVEB,15,Offer D,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,1883.35,4,0,48,4602
8612-GXIDD,12,Offer D,Yes,Yes,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.4,842.4399999999999,3,0,71,2219
6288-CHQJB,54,Offer B,Yes,No,DSL,76,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.95,5393.03,4,0,57,5077
8160-HOWOX,7,None,Yes,No,DSL,85,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.85,795.22,4,0,43,4858
6648-INWPS,16,Offer D,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,958.15,4,0,58,5271
4223-BKEOR,21,Offer D,Yes,No,DSL,15,Yes,No,Yes,No,Yes,One Year,No,Mailed Check,64.85,1985.28,3,0,51,3302
1763-WQFUK,3,None,Yes,No,DSL,25,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,50.5,226.89,4,0,43,5258
1391-UBDAR,11,Offer D,Yes,No,Fiber Optic,76,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,1020.08,3,0,71,3042
8894-JVDCV,62,Offer B,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,9417.53,4,0,43,6494
2023-VQFDL,18,Offer D,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.0,945.6799999999998,5,0,39,5379
1345-GKDZZ,6,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,233.78,4,0,69,2309
2014-MKGMH,46,Offer B,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.1,5961.0199999999995,4,0,54,4883
5628-FCGYG,21,None,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,2767.5,4,0,69,4649
2560-WBWXF,68,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,4068.5699999999997,4,0,70,5987
0248-IPDFW,1,None,Yes,Yes,Cable,51,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,79.23,4,0,57,5617
7978-DKUQH,25,None,Yes,No,Fiber Optic,82,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,2725.25,5,0,35,4591
4335-UPJSI,24,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1319.8600000000001,3,0,43,2639
1784-EZDKJ,51,Offer B,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.8,7138.2,3,0,33,4640
9297-FVVDH,57,Offer B,Yes,Yes,DSL,16,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.5,5418.25,3,0,41,5928
8007-YYPWD,15,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,983.65,5,0,43,5218
7101-HRBLJ,72,None,Yes,No,Cable,46,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,7252.5,3,0,36,4592
6635-CPNUN,28,None,Yes,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,96.6,3624.31,5,0,43,5530
5453-YBTWV,70,None,Yes,No,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,101.1,10471.7,3,0,62,4226
5039-LZRQT,13,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Mailed Check,20.2,618.6600000000001,5,0,34,2953
6418-PIQSP,62,Offer B,Yes,No,Cable,22,Yes,No,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,5811.74,4,0,31,4684
8220-OCUFY,21,None,Yes,No,DSL,51,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.25,1413.96,4,0,25,4870
3995-WFCSM,2,None,Yes,No,DSL,82,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,60.85,141.9,5,0,54,3796
1895-QTKDO,1,None,Yes,No,DSL,5,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,89.54,5,0,20,5684
2038-OEQZH,4,None,Yes,No,Fiber Optic,20,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,86.05,485.54,5,0,55,3653
1178-PZGAB,19,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.25,736.48,4,0,78,5586
2626-VEEWG,67,None,Yes,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1651.3600000000001,5,0,70,4890
1657-DYMBM,53,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.9,2936.4300000000003,3,0,61,4157
7311-MQJCH,5,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,289.45,4,0,47,2575
1136-XGEQU,50,Offer B,Yes,Yes,DSL,11,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,6488.9,3,0,43,4625
2530-FMFXO,56,Offer B,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,8234.71,3,0,55,4478
6844-DZKRF,2,None,Yes,No,Cable,28,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,50.2,131.93,4,0,59,4697
5970-GHJAW,46,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.95,2063.92,5,0,75,3574
8879-XUAHX,71,None,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,9004.24,3,0,47,6124
3689-MOZGR,29,None,No,No,Cable,59,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,5,0,39,4761
4195-PNGZS,69,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,4001.41,5,0,39,5295
5003-XZWWO,71,None,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,7030.370000000001,4,0,33,4753
6922-NCEDI,56,Offer B,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,3961.9300000000003,4,0,23,6473
9891-NQDBD,28,None,Yes,Yes,None,0,No,No,No,No,No,One Year,No,Mailed Check,25.55,1886.28,3,0,39,3493
6131-IUNXN,19,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,1273.49,4,0,64,3636
8548-AWOFC,66,None,Yes,Yes,DSL,69,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4770.820000000001,3,0,72,5956
9798-DRYDS,17,None,Yes,Yes,DSL,25,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,61.95,1879.73,5,0,27,4759
8532-UEFWH,52,Offer B,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Mailed Check,25.75,3920.37,3,0,21,4676
6296-DDOOR,19,None,Yes,No,Cable,69,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,58.2,1507.9,4,0,73,4033
7951-VRDVK,36,None,Yes,No,Cable,73,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,3503.9500000000003,4,0,64,4898
4815-YOSUK,72,None,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.9,10502.46,3,0,35,4927
4365-MSDYN,8,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,339.87,5,0,31,4909
7036-TYDEC,69,None,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.0,7156.15,5,0,63,5902
5802-ADBRC,50,Offer B,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,One Year,Yes,Mailed Check,104.4,6272.4,3,0,26,6100
8076-FEZKJ,10,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.5,382.95000000000005,3,0,80,5039
5197-YPYBZ,12,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.25,749.78,3,0,49,2646
4312-GVYNH,70,None,No,No,Cable,26,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,3370.2,3,0,26,5460
0839-JTCUD,66,None,Yes,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,8358.61,3,0,20,4082
5494-WOZRZ,71,None,Yes,No,DSL,23,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.0,8713.470000000001,3,0,72,5770
2234-EOFPT,72,None,Yes,No,DSL,14,Yes,Yes,No,Yes,No,Two Year,Yes,Bank Withdrawal,79.35,7938.85,3,0,55,4278
8619-IJNDK,71,None,Yes,No,DSL,29,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,64.05,4827.3099999999995,4,0,71,4374
8378-LKJAF,38,None,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.15,4877.0599999999995,3,0,34,3738
1153-GNOLC,33,None,No,No,DSL,30,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,39.1,1309.0,4,0,40,2855
3298-QEICA,23,None,No,No,DSL,42,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,34.6,813.45,4,0,73,4445
0788-DXBFY,58,Offer B,Yes,No,None,0,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.55,2728.74,3,0,72,4801
3496-LFSZU,4,None,Yes,No,Fiber Optic,5,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,418.08,5,0,68,2896
5242-UOWHD,45,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.35,2685.55,3,0,62,4210
6479-SZPLM,36,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.45,1917.3,5,0,39,5745
8097-VBQTZ,54,Offer B,Yes,No,Cable,24,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.9,5374.780000000001,4,0,65,6092
4500-HKANN,23,None,Yes,Yes,Cable,17,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,59.7,1731.37,5,0,49,3464
9917-KWRBE,41,Offer B,Yes,Yes,Cable,26,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,78.35,3983.64,3,0,44,2894
2212-LYASK,27,None,No,No,DSL,27,No,Yes,Yes,No,No,One Year,Yes,Credit Card,45.85,1276.4,4,0,49,2068
1393-IMKZG,1,None,Yes,No,Fiber Optic,14,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,98.55,4,0,23,3270
8069-RHUXK,67,None,No,No,Cable,30,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,35.7,2545.7,3,0,25,5655
2908-WGAXL,56,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,3096.26,5,0,76,5243
3378-AJRAO,44,None,Yes,Yes,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,24.85,2431.2799999999997,3,0,58,5331
6050-FFXES,69,None,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,8304.26,5,0,34,5268
0362-RAOQO,40,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.65,1871.45,4,0,75,3878
9554-DFKIC,30,None,Yes,Yes,DSL,19,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1963.4,4,0,38,2613
5527-ACHSO,11,None,Yes,No,DSL,12,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,70.5,1353.01,3,0,75,5541
0829-DDVLK,15,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.1,448.54999999999995,5,0,71,4359
1399-UBQIU,11,None,Yes,No,DSL,8,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,889.79,3,0,47,2288
1813-JLKWR,64,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,2824.65,5,0,31,5384
9537-VHDTA,1,None,Yes,No,Cable,26,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,51.2,54.18,3,0,51,3699
4957-TIALW,15,Offer D,Yes,No,Cable,73,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,65.6,1311.65,3,0,28,2976
2054-PJOCK,60,None,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,One Year,No,Credit Card,80.55,5813.65,5,0,52,4159
9150-HEPMB,56,None,Yes,No,Cable,27,Yes,No,Yes,No,Yes,One Year,No,Credit Card,52.7,4229.86,3,0,63,4753
9030-QGZNL,8,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.85,253.33,5,0,23,4249
3126-WQMGH,49,None,Yes,Yes,DSL,41,No,No,No,No,No,Month-to-Month,Yes,Credit Card,52.15,4026.33,4,0,40,5224
7176-WRTNX,70,Offer A,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,8735.35,3,0,26,4511
9239-GZHZE,72,Offer A,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,9913.4,3,0,79,6469
7205-BAIAD,40,None,Yes,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.6,1742.9,3,0,27,3091
8064-RAVOH,1,Offer E,Yes,No,DSL,25,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,92.4,4,0,49,5323
0219-QAERP,30,None,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.8,870.95,5,0,74,4006
8963-JLGJT,3,Offer E,Yes,No,Cable,69,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,55.9,257.39,4,0,36,4648
2135-DQWAQ,5,Offer E,Yes,No,Fiber Optic,30,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3,659.15,4,0,67,2689
4056-QHXHZ,72,Offer A,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7771.82,4,0,28,5246
7401-JIXNM,54,None,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.3,6566.64,3,0,27,5907
9339-FIIJL,72,Offer A,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.95,6941.74,4,0,62,6450
6670-MFRPK,69,Offer A,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,79.2,6908.289999999999,4,0,63,4072
6177-PEVRA,48,None,Yes,No,DSL,5,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,55.5,3252.79,4,0,48,4975
4813-HQMGZ,8,Offer E,Yes,Yes,Fiber Optic,4,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,822.79,3,0,76,4969
7579-KKLOE,71,Offer A,Yes,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,9893.23,3,0,30,5529
8402-EIVQS,67,Offer A,Yes,No,Fiber Optic,23,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,100.9,8837.619999999999,3,0,31,4078
4947-DSMXK,34,None,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,4863.16,3,0,39,5789
7245-NIIWQ,3,Offer E,Yes,No,Fiber Optic,21,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,304.13,5,0,40,4764
0002-ORFBO,9,None,Yes,No,Cable,16,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,65.6,974.81,3,0,65,2205
3324-OIRTO,71,Offer A,Yes,No,Fiber Optic,59,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.65,8292.34,4,0,74,6101
5414-OFQCB,57,None,Yes,Yes,Fiber Optic,10,No,No,No,Yes,No,Two Year,Yes,Credit Card,90.45,7053.6900000000005,5,0,24,5076
4967-WPNCF,72,Offer A,No,No,Cable,14,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,3,0,46,4921
8499-BRXTD,18,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.1,1098.99,5,0,57,5586
9154-QDGTH,43,None,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,104.3,5433.54,5,0,60,3927
8197-BFWVU,72,Offer A,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.25,6812.79,3,0,28,5197
2577-GVSIL,35,None,Yes,Yes,DSL,20,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,3129.75,4,0,66,4719
9367-OIUXP,4,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,254.52999999999997,5,0,76,4676
6770-UAYGJ,49,None,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.25,2860.5,3,0,35,5616
6463-HHXJR,71,Offer A,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,100.5,9622.15,4,0,41,4080
7928-VJYAB,11,Offer D,Yes,No,Fiber Optic,19,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.6,1443.48,5,0,65,2004
1187-WILMM,63,None,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,8404.3,3,0,80,5004
1306-RPWXZ,49,None,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.45,2577.95,4,0,20,4784
3097-PYWXL,4,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,197.10000000000002,4,0,26,2951
2266-SJNAT,72,Offer A,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,8642.800000000001,4,0,46,4807
2972-YDYUW,57,None,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,94.7,7688.53,4,0,70,4507
1104-FEJAM,28,None,Yes,Yes,DSL,19,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.4,2062.83,3,0,48,2434
2809-ILCYT,25,None,Yes,Yes,None,0,No,No,No,No,No,One Year,Yes,Credit Card,26.8,823.55,5,0,78,3428
5499-ECUTN,47,None,Yes,No,DSL,11,Yes,No,Yes,No,No,One Year,Yes,Credit Card,66.05,3369.77,4,0,73,3404
4981-FLTMF,57,None,Yes,Yes,DSL,15,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,65.2,3775.63,3,0,76,4491
3113-IWHLC,5,None,Yes,No,DSL,51,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,55.8,480.8,3,0,69,2612
4277-BWBML,72,Offer A,Yes,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1937.0099999999998,3,0,56,5092
0234-TEVTT,48,None,No,No,DSL,22,Yes,No,Yes,No,Yes,One Year,No,Credit Card,45.0,2196.3,3,0,21,5269
4304-TSPVK,68,Offer A,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,9417.07,3,0,77,5782
1552-AAGRX,30,None,Yes,Yes,Fiber Optic,73,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,106.4,4546.6,4,0,35,5503
2637-FKFSY,3,None,Yes,No,DSL,7,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,138.13,4,0,39,4047
7874-ECPQJ,4,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05,194.98000000000002,5,0,57,4462
0020-INWCK,71,Offer A,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,95.75,8784.86,5,0,26,4865
7089-RKVSZ,8,None,Yes,Yes,None,0,No,No,No,No,No,One Year,No,Mailed Check,24.4,389.39,5,0,35,2028
2683-JXWQQ,61,None,No,No,DSL,76,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2227.2,3,0,64,6495
9548-ZMVTX,72,Offer A,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.45,7178.570000000001,3,0,35,4461
8739-XNIKG,5,None,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,667.2,4,0,54,4456
9755-JHNMN,49,None,Yes,No,Cable,23,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,67.4,4308.9,3,0,66,5075
3981-QSVQI,8,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.7,346.1,4,0,22,5498
2789-HQBOU,3,Offer E,Yes,No,Fiber Optic,26,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,402.69000000000005,5,0,51,4203
9424-CMPOG,9,Offer E,Yes,No,None,0,No,No,No,No,No,Two Year,No,Mailed Check,19.6,221.52,3,0,65,4406
5067-WJEUN,67,Offer A,Yes,No,Cable,26,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,4578.5,4,0,57,6005
3450-WXOAT,46,Offer B,Yes,No,Cable,16,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.2,3175.13,5,0,75,3150
9251-WNSOD,67,Offer A,Yes,Yes,DSL,58,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,75.1,5380.0199999999995,4,0,25,4931
6974-DAFLI,55,Offer B,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1320.4499999999998,3,0,28,4888
2616-UUTFK,33,None,Yes,Yes,DSL,21,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,3078.08,3,0,75,4959
7064-JHXCE,62,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.05,2563.42,5,0,63,6444
7989-AWGEH,49,Offer B,No,No,DSL,47,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.2,1838.15,4,0,39,4810
4373-VVHQL,1,Offer E,Yes,No,DSL,26,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,73.32,4,0,59,5479
4559-UWIHT,14,Offer D,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,1822.98,5,0,79,4965
6650-BWFRT,72,Offer A,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.15,10321.58,3,0,41,4743
9570-KYEUA,64,Offer B,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.25,8888.01,4,0,59,5213
6993-YGFJV,69,Offer A,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.55,8041.79,4,0,52,5532
2712-SYWAY,1,Offer E,Yes,Yes,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.7,69.54,3,0,54,5249
0730-BGQGF,71,Offer A,Yes,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,7502.71,3,0,63,6291
5498-IBWPI,66,Offer A,Yes,No,Cable,27,No,No,No,Yes,Yes,One Year,Yes,Credit Card,49.4,6427.11,3,0,59,5232
9101-NTIXF,2,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,80.92,5,0,56,3954
9314-QDMDW,11,Offer D,Yes,No,Cable,59,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,61.25,1036.19,3,0,58,2738
9308-ANMVE,47,Offer B,Yes,No,Cable,17,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,3840.8,3,0,52,5491
3413-DHLPB,60,Offer B,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,6139.75,4,0,53,6237
7649-PHJVR,11,Offer D,Yes,No,None,0,No,No,No,No,No,One Year,No,Mailed Check,19.5,595.0799999999999,4,0,28,5825
6114-TCFID,29,None,No,No,Cable,28,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,39.5,1082.75,3,0,29,5103
3787-TRIAL,21,Offer D,No,No,DSL,59,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.05,565.75,5,0,44,4302
5156-UMKOW,3,None,No,No,DSL,53,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,29.65,90.05,3,0,69,5880
1247-QBVSH,43,Offer B,Yes,No,DSL,19,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,50.2,2798.92,4,0,49,5284
6734-GMPVK,5,Offer E,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,105.3,773.85,3,0,66,4024
9822-OAOVB,1,Offer E,Yes,No,DSL,27,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.45,71.88,4,0,45,5286
6161-ERDGD,71,Offer A,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.45,7962.96,4,0,32,5280
1226-JZNKR,8,Offer E,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,387.01,4,0,51,5698
7318-EIVKO,8,Offer E,Yes,Yes,DSL,22,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.25,822.2,3,0,54,3003
3771-PZOBW,20,Offer D,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.7,2289.5499999999997,4,0,77,2927
8231-BSWXX,71,Offer A,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,One Year,Yes,Credit Card,79.05,8487.64,4,0,38,5466
7389-KBFIT,2,Offer E,No,No,DSL,20,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,3,0,61,4387
7176-WIONM,12,Offer D,No,No,Cable,82,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,617.15,3,0,24,2873
5141-ZUVBH,9,None,Yes,No,Fiber Optic,16,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,1249.15,3,0,40,2267
7623-HKYRK,6,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,278.33000000000004,3,0,44,2276
0310-SUCIN,71,None,Yes,No,Cable,6,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,7683.360000000001,3,0,28,5643
5197-PYEPU,42,Offer B,Yes,Yes,Fiber Optic,69,Yes,Yes,No,No,No,One Year,Yes,Credit Card,94.45,4331.34,3,0,63,5643
