Código,País,1970,,,,1971,,,,1972,,,,1973,,,,1974,,,,1975,,,,1976,,,,1977,,,,1978,,,,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,2024*,,
 710 , Santa Elena ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,"106,555","107,227,542",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,837,"4,665","10,253,540",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 715 , Santa Lucia ,353,963,0,,908,"5,996",0,,289,"1,098",0,,803,"6,085",0,,223,"1,423",0,,"1,765","12,720",0,,"1,551,134","123,925",0,,"9,389,615","340,282",0,,"11,477,471","523,729",0,,"4,752,086","202,286",0,,"15,689,955","839,631","39,691,958",,"19,809,730","867,457","46,826,424",,"15,129,865","850,607","53,904,371",,"8,324,794","415,703","32,916,131",,"14,929,983","650,403","65,248,514",,"12,962,058","544,782","74,333,260",,"20,845,191","1,053,081","206,166,876",,"19,900,275","1,030,969","250,322,513",,"22,393,170","1,346,699","409,685,888",,"16,665,644","1,028,748","392,999,747",,"20,966,080","1,298,983","657,717,680",,"25,649,207","2,071,499","1,332,978,557",,"28,209,449","2,143,463","1,466,966,119",,"23,648,853","1,435,928","1,130,281,203",,"16,254,960","1,300,198","1,073,918,747",,"13,030,170","1,351,234","1,226,974,639",,"16,688,727","1,755,933","1,817,400,457",,"18,243,612","2,617,375","2,997,965,591",,"13,085,405","1,789,295","2,533,459,460",,"15,912,536","1,549,149","2,743,374,088",,"26,130,323","1,812,161","3,827,916,771",,"22,238,881","1,938,013","4,458,325,917",,"14,175,655","1,147,944","2,926,308,633",,"17,070,602","1,418,272","4,063,444,893",,"19,543,727","1,682,979","4,365,916,785",,"33,485,716","3,259,722","7,564,298,621",,"37,343,174","3,787,657","8,935,335,519",,"49,847,140","5,168,857","10,871,609,744",,"51,934,122","5,914,403","11,566,649,536",,"42,810,675","5,733,497","12,424,401,300",,"29,169,475","4,195,982","8,032,003,262",,"105,635,747","66,465,942","125,540,382,315",,"14,061,511","7,307,550","13,184,042,594",,"70,653,376","59,598,893","107,732,550,256",,"428,618,694","224,796,797","471,486,282,585",,"644,029,514","173,565,571","504,192,109,978",,"402,247,501","79,233,740","248,594,750,406",,"1,866,285,413","594,714,493","1,750,883,906,765",," 1,905,351,856 "," 799,446,323 "," 2,383,450,751,207 ",," 2,228,014,555 "," 868,413,900 "," 2,845,977,431,739 ",,"1,036,843,995","265,668,018","955,879,660,356",,"542,245,753","246,908,546","921,702,921,344",," 2,636,788 "," 2,518,781 "," 11,065,012,845 ",," 2,258,993 "," 2,371,967 "," 10,074,706,850 "," 1,411,120 "," 1,251,712 "," 4,852,431,797 "
 720 , Santo Tome y Príncipe ,0,0,0,,0,0,0,,0,0,0,,214,"2,639",0,,0,0,0,,0,0,0,,258,"1,435",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"68,000","45,676","32,322,165",,"9,595","20,431","15,302,410",,"20,672","39,739","32,949,173",,"34,187","46,488","41,442,843",,"4,892","9,519","9,669,210",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"6,278","16,506","38,077,691",,"72,000","73,800","167,017,518",,0,0,0,,"29,831","81,398","211,592,032",,"2,000,000","84,500","193,567,530",,55,"2,400","5,604,384",,0,0,0,,"22,899","156,530","338,991,238",,"1,940","5,821","11,627,498",,"9,608","35,923","68,249,349",,0,0,0,,"25,895","665,379","1,213,245,391",,0,0,0,,0,0,0,,0,0,0,,"4,747","22,505","65,616,628",,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,"5,046","11,439","37,315,112",,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 728 , Senegal ,0,0,0,,130,236,0,,0,0,0,,90,988,0,,"139,114","83,025",0,,130,288,0,,"18,065","21,024",0,,0,0,0,,0,0,0,,0,0,0,,"9,069","54,018","2,623,114",,0,0,0,,0,0,0,,"185,600","285,421","24,577,602",,0,0,0,,110,"4,279","685,753",,0,0,0,,0,0,0,,468,"2,397","739,235",,0,0,0,,0,0,0,,"93,156","106,736","64,928,625",,"625,749","454,570","318,258,604",,"322,459","355,854","275,631,544",,"87,722","117,539","96,761,453",,"150,689","238,698","214,134,406",,"119,374","203,478","213,190,747",,"229,905","339,710","389,343,014",,"468,792","575,695","820,310,112",,"510,034","655,988","1,165,018,883",,"451,361","545,346","1,154,112,125",,"978,456","1,062,772","2,444,485,524",,"754,823","772,398","1,953,223,325",,"9,097,522","2,337,902","6,806,505,180",,"3,024,381","969,910","2,520,456,688",,"1,606,529","855,638","1,985,427,684",,"1,439,457","843,799","1,988,112,002",,"252,216","470,897","974,777,702",,"382,733","929,220","1,900,926,690",,"766,131","1,146,519","2,686,231,726",,"1,194,951","1,294,003","2,482,129,677",,"514,580","951,435","1,734,156,098",,"33,332,307","27,730,523","49,668,053,820",,"12,404,226","5,920,089","11,347,106,771",,"539,422","861,430","1,714,776,757",,"149,249","274,606","746,750,851",,"57,156","130,215","404,612,197",,"71,968","322,888","953,154,864",," 73,915 "," 191,096 "," 535,561,568 ",," 6,133,483 "," 2,086,054 "," 6,601,686,873 ",,"241,921","330,652","1,231,648,957",,"115,690","375,687","1,399,123,335",," 40,490,204 "," 6,535,529 "," 24,840,699,847 ",," 591,673 "," 1,470,801 "," 6,226,565,616 "," 88,948 "," 186,843 "," 720,871,414 "
 729 , Serbia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"27,853","35,907","85,208,775",,"22,105","88,219","271,450,951",,"16,237","99,683","295,322,500",," 67,173 "," 153,523 "," 444,075,825 ",," 21,044 "," 97,437 "," 315,718,424 ",,"2,658","65,395","239,311,080",,"1,681","43,313","163,847,704",," 2,397 "," 32,808 "," 133,508,843 ",," 1,611 "," 57,512 "," 263,688,984 "," 6,501 "," 41,958 "," 164,023,952 "
 731 , Seychelles ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,926","6,866","17,718,906",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,503,"89,294","170,700,690",,228,"50,160","90,219,613",,157,"44,590","78,951,057",,"2,100","104,130","216,624,621",,"1,356","61,144","186,739,147",,912,"33,646","102,642,947",,"1,527","42,544","125,326,182",, 674 ," 33,417 "," 101,593,975 ",, 411 ," 35,749 "," 112,939,223 ",,0,0,0,,0,0,0,, 298 ," 50,445 "," 240,482,282 ",, -   , -   , -   , -   , -   , -   
 735 , Sierra Leona ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,642,"35,090",0,,517,"16,895",0,,785,"6,229",0,,370,"16,642",0,,"1,937","24,668",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,325,"1,150","107,479",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"3,900","8,991","6,058,495",,0,0,0,,0,0,0,,0,0,0,,"21,517","112,771","101,100,943",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"48,565","41,253","83,604,660",,"116,079","188,173","333,860,178",,0,0,0,,0,0,0,,"44,956","72,344","129,336,013",,"28,284","29,384","52,081,723",,0,0,0,,"638,418","473,888","939,766,480",,"129,073","307,237","871,658,730",,"275,234","453,739","1,364,972,883",,"551,639","822,186","2,417,811,203",," 724,424 "," 1,104,138 "," 3,247,943,813 ",," 597,138 "," 963,705 "," 3,125,959,893 ",,"793,892","1,201,123","4,397,755,336",,"1,305,760","2,024,435","7,664,236,997",," 974,223 "," 1,612,384 "," 6,630,373,129 ",," 475,902 "," 743,408 "," 3,252,767,859 ", -   , -   , -   
 741 , Singapur ,9,20,0,,0,0,0,,"2,489","24,625",0,,"102,831","214,526",0,,"523,040","74,020",0,,"127,077","215,393",0,,"226,174","350,512",0,,"185,223","386,899",0,,"75,364","299,818",0,,"521,974","1,546,731",0,,"489,648","1,070,007","52,335,438",,"90,923","223,495","11,920,014",,"3,823","47,151","3,127,098",,"20,032","107,409","8,255,715",,"2,156","95,065","9,890,055",,"2,412","57,252","8,194,857",,"20,415","318,095","65,936,725",,"63,397","782,714","191,844,263",,"68,529","414,040","122,492,027",,"1,451,330","1,584,189","611,050,687",,"3,945,678","2,560,386","1,356,493,780",,"2,083,981","1,666,199","1,062,521,775",,"1,114,484","1,635,906","1,120,930,709",,"28,582,741","4,988,444","3,946,566,093",,"1,065,079","8,130,798","6,693,184,447",,"398,762","6,540,387","5,989,993,825",,"2,696,577","10,693,122","11,063,275,774",,"1,606,795","5,816,122","6,554,774,564",,"620,720","6,476,967","9,266,659,106",,"525,954","8,025,084","14,025,643,661",,"706,471","8,480,787","17,840,034,136",,"688,969","9,243,083","21,325,011,126",,"1,366,278","7,205,300","18,241,020,163",,"9,673,832","10,881,606","31,278,319,690",,"131,213,462","27,296,010","69,659,290,518",,"68,587,940","23,292,543","54,455,732,308",,"1,184,959","15,076,279","35,503,200,851",,"131,089,905","70,765,690","144,255,713,483",,"909,425,867","433,013,017","817,886,106,046",,"377,868,076","104,525,100","245,392,799,092",,"907,804,117","440,385,192","860,887,125,823",,"417,767,378","281,394,475","522,168,584,374",,"663,988,706","427,089,081","764,539,751,732",,"93,517,511","61,386,991","117,032,870,980",,"357,844,582","231,852,053","466,069,894,039",,"1,282,149,173","367,848,314","995,255,466,746",,"324,147,926","66,127,578","200,660,194,209",,"1,355,626,301","461,921,093","1,370,189,303,154",," 969,865,158 "," 412,200,223 "," 1,239,598,087,226 ",," 775,701,311 "," 229,746,479 "," 754,679,185,724 ",,"99,978,442","18,284,355","69,766,294,964",,"292,438,665","111,693,319","427,949,631,074",," 228,725,671 "," 122,707,899 "," 483,057,996,223 ",," 140,121,718 "," 187,893,285 "," 798,415,985,220 "," 453,890 "," 2,885,076 "," 11,240,262,967 "
 744 ," Siria, República Árabe ",0,0,0,,"8,501","4,496",0,,250,700,0,,0,0,0,,171,"2,425",0,,72,"2,080",0,,108,"3,600",0,,"6,122,746","696,016",0,,"23,365,289","3,463,031",0,,"23,710,617","3,784,667",0,,"14,925,917","2,521,090","118,515,470",,"6,551,600","1,332,664","72,976,460",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,143,"6,800","1,331,440",,"40,248","10,001","2,621,056",,"29,977","180,000","55,512,000",,"15,000","90,000","34,012,800",,0,0,0,,0,0,0,,384,"14,104","9,037,878",,"59,917","109,618","88,434,551",,"78,678","151,500","125,506,188",,"5,162,443","965,120","856,326,493",,"269,180","466,484","483,824,344",,"209,751","407,892","497,206,058",,"3,973,216","2,059,045","3,161,993,828",,"43,181,841","11,041,738","18,983,003,574",,"15,586,799","4,395,734","8,849,352,266",,"8,383,128","2,339,509","5,350,336,553",,"30,453,092","6,147,936","14,832,409,934",,"37,484,144","6,647,948","19,040,549,478",,"26,726,080","5,750,128","15,196,912,585",,"801,227","1,910,268","4,410,252,376",,"32,282,355","12,814,992","30,517,889,784",,"23,056,040","10,318,066","22,741,317,656",,"1,173,097","4,637,549","9,425,298,647",,"22,828,214","15,465,118","32,106,019,153",,"33,939,587","20,484,475","39,801,879,874",,"7,216,420","11,752,521","21,800,325,183",,"364,745","2,611,980","4,696,126,655",,"426,757","1,784,484","3,337,869,306",,"389,660","1,335,760","2,676,819,141",,"618,049","2,404,309","6,231,304,064",,"444,084","1,850,365","5,621,703,841",,"551,970","2,461,146","7,259,464,645",," 454,820 "," 1,495,242 "," 4,378,525,132 ",," 365,428 "," 1,224,375 "," 3,966,495,216 ",,"113,766","338,816","1,239,624,030",,"184,280","1,040,591","3,854,051,361",," 41,150 "," 696,897 "," 2,993,325,429 ",," 24,400 "," 307,997 "," 1,384,641,818 "," 90,000 "," 19,200 "," 75,180,372 "
 748 , Somalia ,0,0,0,,0,0,0,,195,390,0,,0,0,0,,0,0,0,,195,432,0,,0,0,0,,0,0,0,,0,0,0,,11,550,0,,325,975,"47,999",,0,0,0,,0,0,0,,503,"4,166","336,946",,"11,022","215,398","21,584,047",,"4,233","93,881","10,812,275",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"13,000,000","4,315,985","4,035,877,574",,0,0,0,,0,0,0,,0,0,0,,"10,500,000","2,134,593","3,361,279,559",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"23,159","35,750","104,820,788",," 115,423 "," 173,075 "," 526,996,155 ",," 104,974 "," 214,202 "," 711,168,338 ",,"33,430","139,354","514,132,483",,0,0,0,," 5,500 "," 99,900 "," 454,434,111 ",, -   , -   , -   , -   , -   , -   
 750 , Sri Lanka ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"22,728","23,410",0,,"619,206","61,909",0,,"60,000","53,615",0,,0,0,0,,"126,000","128,358",0,,390,"1,170",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"2,743","15,902","1,499,970",,0,0,0,,"15,000","31,500","6,273,855",,0,0,0,,6,25,"6,646",,750,"2,041","734,919",,"21,512","23,976","12,958,069",,"14,175","35,006","23,027,062",,24,162,"114,638",,"134,013","382,918","299,516,457",,"52,650,824","14,291,054","11,790,824,148",,"239,813","782,951","726,812,696",,"39,927,865","12,221,035","12,306,990,412",,"56,135,514","16,216,433","18,969,040,997",,"26,427,014","7,257,550","10,352,820,416",,"28,256,245","6,477,343","10,294,199,436",,"75,938,922","14,290,386","30,411,551,222",,"325,160","673,426","1,548,102,898",,"14,264,809","3,051,987","7,090,089,078",,"2,249,367","1,724,920","4,959,039,047",,"68,317,503","12,287,551","31,524,627,223",,"72,680,369","16,216,646","37,649,345,528",,"25,404,087","9,944,855","23,196,373,874",,"452,533","1,256,125","2,610,200,769",,"44,407","1,040,989","2,023,956,564",,"71,199,188","27,990,032","59,381,332,181",,"45,520,236","24,238,976","46,877,647,662",,"1,045,459","1,050,586","1,893,610,389",,"31,989","385,205","690,162,424",,"55,363","644,973","1,192,375,526",,"12,561,366","6,756,345","12,908,694,979",,"23,777","383,698","1,063,245,147",,"67,555","366,243","1,102,906,612",,"89,009","303,636","892,988,331",," 64,231 "," 606,141 "," 1,768,382,571 ",," 46,858 "," 225,525 "," 718,133,264 ",,"18,267","141,370","510,191,890",,"88,716","913,253","3,416,910,179",," 160,974 "," 959,461 "," 4,197,210,159 ",," 62,137 "," 740,103 "," 3,303,987,049 "," 17,668 "," 175,314 "," 684,136,966 "
 756 , Sudáfrica ,"280,088","200,699",0,,"1,160,204","317,319",0,,"1,505,900","329,801",0,,"3,344,809","990,380",0,,"364,382","465,557",0,,"209,627","279,194",0,,"109,499","288,351",0,,"58,318","237,616",0,,"35,918","148,782",0,,"6,022,847","1,660,532",0,,"162,943","495,695","23,926,591",,"286,840","538,189","28,702,075",,"151,085","462,778","29,377,447",,"160,129","436,625","35,190,319",,"169,395","474,044","48,035,551",,"72,715","232,904","29,763,685",,"413,723","435,804","89,689,399",,"444,483","534,100","128,650,746",,"2,098,053","6,631,756","2,003,373,859",,"63,973","175,031","64,407,720",,"111,257","162,812","81,934,274",,"155,351","307,458","195,107,706",,"147,943","286,629","196,080,433",,"314,993","588,036","464,326,730",,"452,670","963,562","794,793,502",,"602,501","1,096,018","991,692,691",,"513,842","1,556,835","1,627,650,982",,"961,392","3,089,481","3,434,552,459",,"612,742","1,776,176","2,496,852,589",,"333,225","1,420,064","2,471,340,584",,"1,704,939","2,046,528","4,319,303,493",,"2,847,131","6,717,112","15,429,156,699",,"1,587,169","4,260,164","10,942,178,728",,"7,325,652","15,100,552","43,268,162,806",,"16,425,350","33,727,684","87,547,547,166",,"8,350,712","27,118,884","63,316,892,839",,"16,415,277","63,335,227","148,938,244,393",,"90,523,312","118,486,597","240,197,190,964",,"12,230,175","23,260,693","45,794,402,407",,"15,886,279","33,934,981","73,553,414,994",,"94,268,846","80,453,961","156,855,008,262",,"28,749,272","21,145,592","39,264,438,632",,"171,186,706","135,744,247","246,435,019,705",,"14,079,006","45,093,753","84,028,497,627",,"298,252,111","213,600,866","427,784,888,059",,"305,736,958","144,338,015","384,232,569,327",,"87,265,463","41,384,599","123,219,969,915",,"37,101,919","21,346,644","62,857,837,965",," 55,046,287 "," 28,035,938 "," 80,379,295,959 ",," 28,729,084 "," 10,555,136 "," 34,259,635,554 ",,"2,041,373","5,038,431","18,617,858,106",,"142,693,964","42,613,181","160,060,566,980",," 238,173,887 "," 101,939,342 "," 446,143,074,964 ",," 236,114,101 "," 76,970,302 "," 336,356,559,651 "," 98,561,891 "," 30,133,689 "," 117,389,267,733 "
 759 , Sudan ,0,0,0,,0,0,0,,0,0,0,,446,836,0,,0,0,0,,"1,999","49,816",0,,"3,109","73,746",0,,"2,760","72,712",0,,"6,173","35,270",0,,"1,586","59,914",0,,"6,204","137,806","6,599,783",,"2,637","34,092","1,900,017",,"2,750","63,883","3,932,732",,"3,592","86,261","6,792,183",,746,"33,316","3,436,688",,"2,473","75,508","12,225,835",,770,"17,063","3,365,201",,"2,307","38,266","9,044,991",,"1,921","85,111","24,960,801",,"108,440","161,248","61,272,185",,"18,868","235,057","129,183,475",,"20,183","89,583","59,941,204",,"3,082","119,130","75,710,689",,213,"22,135","17,599,096",,105,"9,297","7,582,819",,420,"7,980","6,790,182",,"55,625","347,656","365,362,120",,475,"7,420","7,977,836",,360,"15,655","23,852,584",,360,"15,655","24,532,481",,945,"6,730","14,898,605",,"47,807","77,470","179,489,354",,"15,200","24,776","56,547,008",,0,0,0,,"24,034","23,128","62,893,672",,"31,309","158,318","367,841,427",,0,0,0,,"9,000","16,425","35,035,182",,952,"107,748","194,918,169",,"2,114","369,249","811,728,103",,"8,375","201,178","391,829,001",,24,"11,816","21,981,426",,840,"35,806","64,028,409",,"42,273","171,212","330,711,943",,"125,241","317,035","625,648,978",,"15,942","59,700","158,263,271",,"2,274","84,199","248,500,356",,"12,996","75,734","223,086,033",," 22,709 "," 19,929 "," 58,657,387 ",," 37,765 "," 127,021 "," 399,810,819 ",,"1,094","47,138","169,920,486",,"23,368","51,571","191,766,089",," 1,230 "," 51,927 "," 248,913,666 ",," 1,231 "," 56,100 "," 255,226,445 ", -   , -   , -   
 760 , Sudan del Sur ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 764 , Suecia ,"62,691,465","23,059,393",0,,"55,536,597","20,423,954",0,,"19,556,453","21,358,043",0,,"22,422,440","31,493,116",0,,"26,008,188","32,691,717",0,,"31,044,727","46,357,432",0,,"28,005,170","72,665,832",0,,"22,867,196","88,196,700",0,,"40,432,786","127,344,688",0,,"44,890,496","134,092,918",0,,"36,788,216","118,152,845","5,574,734,500",,"38,935,809","85,659,811","4,670,090,316",,"37,981,840","88,132,119","5,691,022,191",,"31,705,082","75,173,201","5,955,136,050",,"40,619,163","90,931,989","9,189,470,531",,"132,640,626","85,502,793","12,353,610,275",,"41,566,527","152,892,279","29,679,436,578",,"223,707,587","83,098,535","20,156,810,550",,"295,382,468","90,927,269","27,203,149,396",,"162,742,184","74,352,158","27,793,267,661",,"143,787,550","73,639,604","37,038,793,939",,"49,308,007","64,570,099","40,847,757,183",,"35,100,496","51,668,547","34,925,887,825",,"40,770,903","50,493,948","39,669,985,882",,"130,629,269","91,818,159","75,779,412,547",,"40,955,478","89,300,323","81,128,312,782",,"29,000,701","76,903,072","79,845,405,919",,"48,522,108","96,191,063","110,080,342,601",,"59,948,730","86,957,080","122,811,325,285",,"46,244,246","55,067,148","97,053,226,618",,"135,771,426","47,838,857","100,197,167,311",,"99,954,822","32,729,556","75,386,288,692",,"142,811,380","29,721,142","74,610,273,561",,"97,871,540","26,990,905","77,676,228,965",,"39,254,958","30,018,940","78,586,632,417",,"19,926,626","42,638,838","99,004,634,973",,"29,266,618","49,938,319","117,258,524,494",,"36,038,784","51,912,449","107,770,704,909",,"20,666,600","53,568,823","104,177,047,117",,"14,212,184","45,984,269","98,871,892,859",,"9,085,488","39,223,770","74,610,754,255",,"33,541,679","55,986,118","103,878,250,739",,"18,175,653","45,327,358","81,355,880,174",,"33,955,753","41,230,138","77,040,019,667",,"61,622,616","58,216,543","117,470,097,889",,"31,645,065","42,959,622","118,872,887,913",,"49,589,386","44,062,157","134,291,521,757",,"69,408,578","46,927,394","138,603,352,120",," 68,750,104 "," 37,045,062 "," 108,702,808,665 ",," 69,666,459 "," 34,791,173 "," 113,641,652,282 ",,"79,873,892","37,763,799","140,488,676,557",,"80,716,112","43,404,026","164,117,517,888",," 106,831,185 "," 82,755,945 "," 353,159,253,174 ",," 74,552,701 "," 50,190,837 "," 214,863,945,809 "," 49,241,443 "," 28,811,914 "," 112,329,993,552 "
 767 , Suiza ,"3,701,963","2,654,985",0,,"1,631,845","3,995,838",0,,"4,570,429","11,697,850",0,,"3,004,504","22,964,128",0,,"6,930,191","7,996,848",0,,"3,170,263","7,093,000",0,,"3,589,470","9,460,974",0,,"2,881,420","9,135,972",0,,"3,533,008","10,969,907",0,,"3,691,906","14,494,730",0,,"4,144,294","23,080,830","1,093,914,978",,"2,838,300","9,753,350","531,179,254",,"4,440,701","13,250,197","856,906,907",,"3,561,458","11,184,477","855,808,537",,"4,120,351","12,224,382","1,266,045,523",,"6,280,684","18,258,805","2,590,303,043",,"7,712,751","31,203,857","6,072,521,766",,"7,604,725","19,885,993","4,793,665,102",,"5,020,422","17,130,189","5,098,500,183",,"7,040,572","18,355,449","7,052,423,089",,"8,124,780","18,818,809","9,359,097,998",,"87,861,871","64,877,599","42,164,548,249",,"60,891,537","29,723,562","19,953,588,601",,"58,110,100","44,670,268","35,532,872,960",,"43,060,893","64,367,185","53,154,058,738",,"3,368,825","50,408,212","44,462,728,868",,"27,734,530","60,600,513","62,844,203,285",,"15,331,747","64,550,903","70,425,776,181",,"3,348,868","21,165,087","30,043,545,378",,"5,049,715","21,496,770","37,096,343,604",,"2,190,127","12,360,671","25,630,769,937",,"3,258,364","50,471,184","116,483,103,610",,"2,677,888","165,577,196","400,003,151,475",,"64,748,348","129,042,993","369,402,468,393",,"156,884,307","152,146,785","395,243,394,410",,"70,054,740","140,149,674","325,809,262,898",,"178,477,389","566,675,487","1,357,629,449,851",,"776,760,159","885,554,242","1,827,693,747,323",,"643,107,438","941,042,841","1,848,973,076,618",,"802,010,464","1,038,236,165","2,230,158,386,562",,"79,451,065","854,335,045","1,621,824,039,184",,"155,771,826","954,097,672","1,767,445,819,743",,"58,286,382","721,370,223","1,296,049,425,893",,"99,907,372","460,818,624","857,060,856,514",,"182,552,608","501,550,428","1,008,142,808,214",,"48,247,630","419,854,775","1,156,537,343,140",,"17,605,954","376,208,484","1,152,780,439,549",,"26,171,915","354,328,848","1,044,743,441,190",," 27,671,493 "," 330,392,576 "," 981,375,029,738 ",," 26,526,009 "," 172,226,680 "," 560,035,359,707 ",,"77,649,790","135,590,877","499,977,358,718",,"54,586,108","169,337,200","634,393,622,285",," 34,833,968 "," 124,911,818 "," 532,971,815,566 ",," 41,736,477 "," 123,161,865 "," 528,454,311,250 "," 9,784,001 "," 49,455,589 "," 192,419,273,312 "
