DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3053,P3095,P3096,P3097,P3098,P3054,P3055,P469,CLASE_TE,COD_DEPTO,AREA,F_EXP
7472982,1,1,1,2,,,,1,4,2,1,70,"",62.8756576552777
7472991,1,2,5,,,,,1,3,1,1,70,"",43.4158890375904
7472994,1,1,5,,,,,1,1,1,1,70,"",43.9557556515961
7472996,1,1,3,,,1,,,,,1,70,"",35.3520928687868
7472998,1,3,3,,,1,,,,,1,70,"",37.3874415736438
7473002,1,2,3,,,2,,,,,1,70,"",61.5731920121176
7473005,1,1,1,1,,,,1,4,2,1,70,"",56.9028385858773
7473013,1,1,7,,,,,1,3,1,2,70,"",159.406656048672
7473015,1,2,7,,,,,1,3,1,2,70,"",144.90385661803
7473015,1,4,1,2,,,,1,1,2,2,70,"",144.90385661803
7473016,1,1,7,,,,,1,1,2,2,70,"",181.82020251189
7473021,1,1,3,,,1,,,,,1,70,"",56.4549344030304
7473022,1,2,5,,,,,1,3,1,1,70,"",39.8346613934593
7473022,1,4,3,,,1,,,,,1,70,"",39.8346613934593
7473025,1,1,3,,,1,,,,,1,70,"",64.6721050168571
7473028,1,1,2,,1,,,1,4,2,1,70,"",78.9032218028918
7473029,1,1,2,,1,,,1,3,1,1,70,"",77.752926776561
7473031,1,2,3,,,1,,,,,1,70,"",36.5648701271382
7473032,1,2,3,,,1,,,,,1,70,"",51.259249645424
7473034,1,1,1,1,,,,1,1,1,1,25,"",371.003356322298
7473054,1,1,1,2,,,,1,1,1,2,25,"",55.1633960318266
7473056,1,1,3,,,1,,,,,1,25,"",438.129298848127
7473064,1,1,2,,3,,,1,1,1,1,25,"",404.021253166817
7473069,1,2,4,,,,2,1,,1,2,25,"",67.2271113189228
7473087,1,1,2,,1,,,1,3,1,2,25,"",148.629164600913
7473088,1,1,3,,,1,,,,,1,25,"",680.088835659976
7473104,1,2,1,1,,,,1,3,1,2,25,"",178.29115351219
7473196,1,1,1,1,,,,1,4,2,1,76,"",560.619357474224
7473200,1,3,5,,,,,1,1,1,1,76,"",333.683214046238
7473206,1,1,5,,,,,1,1,1,1,76,"",201.221459123676
7473210,1,1,3,,,1,,,,,2,76,"",267.389990125501
7473216,1,1,6,,,,,,,,2,76,"",246.991587107623
7473218,1,2,3,,,1,,,,,2,76,"",102.100281887655
7473218,1,5,6,,,,,,,,2,76,"",102.100281887655
7473220,1,1,2,,2,,,1,1,1,2,76,"",293.234540559084
7473223,1,2,7,,,,,1,2,2,2,76,"",254.833816394599
7473226,1,1,1,2,,,,1,1,1,2,76,"",124.871244531836
7473227,1,1,4,,,,1,,,,2,76,"",226.644681279271
7473230,1,1,3,,,1,,,,,2,76,"",115.362122602441
7473230,1,4,7,,,,,1,4,2,2,76,"",115.362122602441
7473231,1,1,1,1,,,,1,4,1,2,76,"",250.280977375175
7473232,1,1,1,2,,,,1,4,1,2,76,"",182.760524150146
7473233,1,1,1,1,,,,1,4,2,2,76,"",239.870397789441
7473234,1,1,3,,,1,,,,,2,76,"",158.621052168919
7473235,1,1,3,,,2,,,,,2,76,"",172.706686408397
7473239,1,1,1,2,,,,1,1,2,2,76,"",217.433877279882
7473240,1,2,1,1,,,,1,1,2,2,76,"",158.621052168919
7473241,1,1,3,,,1,,,,,2,76,"",131.587577388105
7473243,1,1,1,2,,,,1,3,1,2,76,"",188.495368169772
7473244,1,1,2,,1,,,1,3,1,1,76,"",354.215678631757
7473249,1,1,2,,3,,,1,3,1,1,76,"",338.678906833293
7473251,1,1,3,,,1,,,,,1,76,"",374.165488818997
7473256,1,3,1,1,,,,1,4,2,1,76,"",272.036984663285
7473257,1,4,1,2,,,,1,4,1,2,76,"",212.532596284848
7473258,1,1,1,2,,,,1,1,1,2,76,"",126.996201077314
7473268,1,1,1,2,,,,1,4,1,2,76,"",223.489071391044
7473282,1,1,1,1,,,,1,3,1,2,76,"",42.7227058393205
7473286,1,2,1,2,,,,1,3,1,2,76,"",39.7365064174368
7473287,1,1,3,,,1,,,,,2,76,"",66.294826320972
7473297,1,2,1,2,,,,1,4,1,2,76,"",67.4092630411393
7473298,1,2,2,,2,,,1,3,1,2,76,"",154.117750448802
7473302,1,2,5,,,,,1,3,1,2,76,"",67.8572030283294
7473306,1,1,2,,1,,,1,1,1,2,76,"",161.27349381374
7473309,1,1,7,,,,,1,5,1,1,19,"",101.373189262338
7473310,1,1,7,,,,,1,1,2,2,19,"",209.286276383903
7473310,2,1,7,,,,,2,5,2,2,19,"",209.286276383903
7473312,1,1,7,,,,,2,5,2,2,19,"",354.927246465354
7473312,1,2,1,2,,,,1,4,2,2,19,"",354.927246465354
7473315,1,1,7,,,,,1,1,2,2,19,"",262.906315837005
7473315,1,3,1,2,,,,1,4,2,2,19,"",262.906315837005
7473315,1,6,7,,,,,1,1,2,2,19,"",262.906315837005
7473318,1,1,7,,,,,1,5,2,2,19,"",302.560484956294
7473319,1,1,7,,,,,2,4,2,2,19,"",305.391510840124
7473325,1,1,7,,,,,2,1,2,2,19,"",299.304788473035
7473329,1,1,1,1,,,,1,1,2,2,19,"",216.536889015752
7473332,1,1,7,,,,,1,4,1,2,19,"",402.990323818468
7473337,1,1,7,,,,,1,4,1,2,19,"",295.070692537858
7473338,1,1,1,2,,,,1,4,1,2,19,"",383.575030961453
7473339,1,1,7,,,,,1,4,2,2,19,"",305.421255835232
7473342,1,1,7,,,,,1,2,2,1,19,"",92.8114452932523
7473343,1,1,7,,,,,1,3,2,2,19,"",143.039863238187
7473347,1,1,7,,,,,1,1,2,2,19,"",260.613391158737
7473348,1,3,1,1,,,,1,1,1,1,19,"",96.1650438003978
7473350,1,1,5,,,,,1,1,2,1,19,"",155.571866110856
7473350,1,2,4,,,,2,1,,2,1,19,"",155.571866110856
7473351,1,1,7,,,,,1,1,2,1,19,"",136.521088782218
7473356,1,1,4,,,,2,1,,2,1,19,"",80.1431695146959
7473366,1,1,2,,1,,,1,3,1,1,19,"",77.3654250741527
7473367,1,2,1,2,,,,1,1,2,1,19,"",49.1077354838562
7473368,1,2,2,,1,,,1,3,2,1,19,"",57.6192684065938
7473370,1,1,5,,,,,1,2,1,1,19,"",50.9294249276888
7473372,1,2,8,,,,,,,,1,19,"",75.800884190749
7473376,1,1,1,1,,,,1,1,2,1,19,"",74.7326768337298
7473378,1,2,4,,,,2,1,,1,1,19,"",83.5393646373718
7473379,1,2,1,2,,,,1,1,1,1,19,"",110.143510787535
7473380,1,1,1,1,,,,1,3,1,1,19,"",65.4741228341043
7473385,1,4,5,,,,,1,1,2,1,19,"",94.4447654326132
7473386,1,4,1,1,,,,1,1,1,1,19,"",84.0752806882973
7473391,1,1,4,,,,1,,,,1,19,"",80.8354723462692
7473402,1,2,1,1,,,,1,1,2,1,19,"",67.401490191773
7473411,1,1,2,,1,,,1,3,1,1,19,"",92.2696835691661
7473412,1,1,1,1,,,,1,4,2,2,19,"",48.8972426767787
7473416,1,1,7,,,,,1,5,2,2,19,"",94.2774347712296
7473420,1,1,7,,,,,1,5,2,2,19,"",146.866678866439
7473420,1,2,1,2,,,,1,5,2,2,19,"",146.866678866439
7473421,1,1,7,,,,,1,4,2,2,19,"",141.11591521993
7473423,1,1,7,,,,,1,1,2,2,19,"",146.368717165436
7473424,1,1,7,,,,,2,5,2,2,19,"",170.709257173401
7473424,1,3,7,,,,,1,5,2,2,19,"",170.709257173401
7473425,1,1,5,,,,,1,1,2,1,19,"",135.823032896133
7473426,1,2,1,2,,,,1,4,2,1,19,"",81.8295620490456
7473429,1,2,1,2,,,,1,1,2,1,19,"",65.2012813556639
7473464,1,2,2,,1,,,1,3,1,1,63,"",43.6945309848232
7473478,1,1,1,1,,,,1,3,1,1,63,"",59.0397761953577
7473501,1,1,7,,,,,1,2,1,2,63,"",17.3717463132601
7473505,1,1,5,,,,,1,4,1,2,63,"",11.2993844862217
7473508,1,2,7,,,,,1,4,1,2,63,"",11.2993844862217
7473510,1,1,7,,,,,1,5,2,2,63,"",14.8732433229087
7473512,1,3,7,,,,,1,4,1,2,63,"",17.1681783594672
7473518,1,1,1,1,,,,1,3,2,1,63,"",50.1030825212459
7473528,1,1,1,1,,,,1,3,2,1,63,"",33.0609602985999
7473529,1,1,3,,,1,,,,,1,63,"",97.2539895788031
7473606,1,3,4,,,,1,,,,1,73,"",85.2312211527905
7473637,1,2,3,,,1,,,,,2,73,"",28.4560281799222
7473645,1,3,1,2,,,,1,4,2,2,73,"",92.2218964499884
7473657,1,2,2,,1,,,1,3,1,1,73,"",69.9182809023591
7473658,1,1,5,,,,,1,2,1,1,73,"",39.2364999570152
7473658,1,2,1,2,,,,1,1,2,1,73,"",39.2364999570152
7473669,1,1,7,,,,,1,5,1,2,73,"",46.2402065880489
7473671,1,1,7,,,,,1,5,1,2,73,"",34.7219310251609
7473672,1,2,7,,,,,1,2,1,2,73,"",73.63820644987
7473673,1,1,7,,,,,1,5,1,2,73,"",73.3642051003286
7473673,1,2,1,1,,,,1,5,1,2,73,"",73.3642051003286
7473674,1,1,7,,,,,1,5,1,2,73,"",52.2449882881415
7473675,1,2,7,,,,,1,1,1,2,73,"",102.969128906498
7473677,1,1,7,,,,,1,5,1,2,73,"",45.7040584297487
7473678,1,1,3,,,1,,,,,2,05,"",71.5530265495888
7473685,1,1,2,,1,,,1,3,1,1,05,"",13.759932593276
7473688,1,1,5,,,,,1,2,2,1,05,05,85.0083161237101
7473688,1,3,5,,,,,1,1,2,1,05,05,85.0083161237101
7473690,1,1,5,,,,,1,3,1,1,05,05,65.7964448048479
7473693,1,1,2,,2,,,1,3,1,1,05,05,139.688821147074
7473697,1,1,1,1,,,,1,1,1,1,05,05,91.0269825587903
7473705,1,2,2,,2,,,1,3,1,1,05,05,303.088028760169
7473717,1,1,2,,1,,,1,3,1,1,05,05,424.521998545691
7473719,1,2,2,,1,,,1,1,1,1,05,05,71.6289725554226
7473719,1,3,2,,1,,,1,3,1,1,05,05,71.6289725554226
7473724,1,1,3,,,1,,,,,1,05,05,384.954573245229
7473728,1,2,2,,3,,,1,3,1,1,05,05,328.864376402438
7473736,1,1,3,,,1,,,,,1,05,05,70.4563420071766
7473736,1,2,5,,,,,1,1,2,1,05,05,70.4563420071766
7473752,1,2,1,2,,,,1,4,1,1,05,05,125.42732004357
7473754,1,1,3,,,2,,,,,1,05,05,125.25314773848
7473757,1,1,3,,,1,,,,,1,05,05,98.295016628711
7473760,1,2,3,,,1,,,,,1,05,05,61.9917044321417
7473765,1,1,3,,,2,,,,,1,05,05,134.505751929376
7473768,1,5,2,,1,,,1,3,1,1,05,05,54.445242127385
7473771,1,1,3,,,2,,,,,1,05,05,152.746266615885
7473775,1,1,1,2,,,,1,1,1,1,05,05,84.8754270115706
7473776,1,1,3,,,1,,,,,1,05,05,74.1052087621531
7473788,1,1,2,,1,,,1,3,1,1,05,05,116.421918241906
7473790,1,2,3,,,1,,,,,1,08,08,54.071654431597
7473791,1,1,1,1,,,,1,4,1,1,08,08,56.2198961393873
7473793,1,2,1,1,,,,1,1,1,1,08,08,58.9325897406227
7473795,1,2,3,,,1,,,,,1,08,08,207.146259367939
7473796,1,2,4,,,,2,1,,1,1,08,08,204.672892228407
7473798,1,1,1,1,,,,1,4,1,1,08,08,241.564859159195
7473800,1,1,3,,,1,,,,,1,08,08,59.6070758501033
7473801,1,2,3,,,1,,,,,1,08,08,60.3944606689218
7473802,1,1,3,,,1,,,,,1,08,08,65.1426839692891
7473802,1,2,3,,,1,,,,,1,08,08,65.1426839692891
7473806,1,1,4,,,,1,,,,1,08,08,32.331648187584
7473806,1,6,1,2,,,,1,3,2,1,08,08,32.331648187584
7473809,1,1,5,,,,,1,3,1,1,08,08,40.1838822617614
7473810,1,1,5,,,,,1,4,1,1,08,08,53.4533959259739
7473811,1,2,5,,,,,1,3,1,1,08,08,33.7619932028182
7473812,1,2,4,,,,1,,,,1,08,08,21.3578759706741
7473813,1,2,3,,,1,,,,,1,08,08,29.2289420732688
7473813,1,5,4,,,,1,,,,1,08,08,29.2289420732688
7473817,1,2,1,2,,,,1,1,1,1,08,08,63.8339113124241
7473823,1,7,2,,1,,,1,3,1,1,08,08,47.5915571201841
7473825,1,1,1,2,,,,1,1,1,1,08,08,37.6233838427342
7473827,1,2,1,1,,,,1,4,1,1,08,08,45.2741334147854
7473827,1,3,6,,,,,,,,1,08,08,45.2741334147854
7473827,1,4,3,,,1,,,,,1,08,08,45.2741334147854
7473830,1,1,1,2,,,,1,1,1,1,08,08,54.8871859014598
7473831,1,1,1,1,,,,1,1,2,1,08,08,51.4465957310716
7473831,1,2,2,,1,,,1,3,1,1,08,08,51.4465957310716
7473831,1,4,3,,,1,,,,,1,08,08,51.4465957310716
7473832,1,2,3,,,1,,,,,1,08,08,40.6478802053875
7473833,1,2,3,,,1,,,,,1,08,08,59.4788198747567
7473836,1,1,1,1,,,,1,1,1,1,08,08,52.464596651138
7473838,1,2,1,1,,,,1,4,2,1,08,08,57.8496192914967
7473839,1,1,1,2,,,,1,1,1,1,08,08,59.589859340513
7473839,1,3,3,,,1,,,,,1,08,08,59.589859340513
7473840,1,2,4,,,,1,,,,1,08,08,68.3527336002777
7473841,1,1,1,1,,,,1,4,2,1,08,08,86.5786400546565
7473842,1,1,3,,,2,,,,,1,08,08,80.3298537189993
7473843,1,1,2,,4,,,1,1,1,1,08,08,61.9203142936834
7473843,1,2,3,,,1,,,,,1,08,08,61.9203142936834
7473848,1,1,1,2,,,,1,1,1,1,08,08,48.8233811430555
7473853,1,1,5,,,,,1,2,2,1,08,08,50.4567489585776
7473855,1,2,3,,,1,,,,,1,08,08,32.3216626174705
7473855,1,5,3,,,1,,,,,1,08,08,32.3216626174705
7473855,1,6,3,,,1,,,,,1,08,08,32.3216626174705
7473856,1,2,3,,,1,,,,,1,08,08,59.661006153247
7473859,1,2,3,,,1,,,,,1,08,08,55.2141430473766
7473872,1,6,3,,,2,,,,,1,08,08,28.0935654555847
7473883,1,1,1,1,,,,1,1,2,1,08,08,42.602866470267
7473887,1,1,2,,1,,,1,3,1,1,08,08,31.6329746772292
7473888,1,2,3,,,1,,,,,1,08,08,62.186716636478
7473888,1,3,3,,,1,,,,,1,08,08,62.186716636478
7473890,1,1,7,,,,,1,4,2,1,08,08,50.9057315799048
7473893,1,1,1,2,,,,1,1,2,1,08,08,50.7425668991005
7473894,1,1,4,,,,2,1,,1,1,08,08,46.2387945107728
7473894,1,2,5,,,,,1,3,1,1,08,08,46.2387945107728
7473895,1,1,4,,,,1,,,,1,08,08,56.3341174350559
7473895,1,2,4,,,,1,,,,1,08,08,56.3341174350559
7473896,1,1,1,2,,,,1,1,2,1,08,08,47.9639182112996
7473898,1,1,3,,,2,,,,,1,08,08,46.3256165102225
7473899,1,2,1,2,,,,1,1,2,1,08,08,50.7482777877811
7473901,1,2,1,2,,,,1,3,2,1,08,08,222.803807363039
7473902,1,1,5,,,,,1,2,1,1,08,08,162.147850042135
7473907,1,1,1,1,,,,1,4,1,1,08,08,110.443736768369
7473907,1,4,1,2,,,,1,4,2,1,08,08,110.443736768369
7473912,1,5,2,,1,,,1,1,1,1,08,08,140.410845606806
7473927,1,1,1,1,,,,1,1,2,1,11,11,352.593589426793
7473928,1,1,4,,,,1,,,,1,11,11,277.115182775448
7473930,1,1,2,,1,,,1,3,1,1,11,11,279.032347575332
7473932,1,2,2,,1,,,1,3,1,1,11,11,246.584530835513
7473936,1,1,1,1,,,,1,1,1,1,11,11,232.895340143303
7473942,1,1,3,,,1,,,,,1,11,11,263.491890009554
7473943,1,1,1,2,,,,2,3,2,1,11,11,217.727736037547
7473953,1,3,1,1,,,,1,1,2,1,11,11,240.838462368555
7473973,1,1,1,1,,,,1,1,2,1,11,11,433.178277226591
7473975,1,2,3,,,1,,,,,1,11,11,435.828230887233
7473977,1,1,7,,,,,1,1,2,1,11,11,433.178277226591
7473980,1,1,1,2,,,,1,3,2,1,11,11,243.000929758539
7473980,1,2,5,,,,,1,2,2,1,11,11,243.000929758539
7473983,1,1,3,,,1,,,,,1,11,11,330.35313358439
7473990,1,5,5,,,,,1,3,1,1,11,11,272.976116180391
7473995,1,1,2,,1,,,1,3,2,1,11,11,326.028182867854
7474013,1,2,3,,,2,,,,,1,11,11,579.996720876078
7474017,1,1,5,,,,,1,3,1,1,11,11,485.646070882456
7474027,1,1,4,,,,2,1,,1,1,13,13,42.6404688659366
7474028,1,2,4,,,,2,1,,1,1,13,13,14.9057187737551
7474028,1,4,4,,,,2,1,,1,1,13,13,14.9057187737551
7474030,1,1,4,,,,1,,,,1,13,13,45.3684513546673
7474031,1,1,5,,,,,1,1,1,1,13,13,17.1018007993522
7474032,1,2,5,,,,,1,1,1,1,13,13,39.4235572152764
7474035,1,1,3,,,1,,,,,1,13,13,44.3758276103147
7474038,1,1,3,,,1,,,,,1,13,13,42.3665246006812
7474048,1,1,1,1,,,,1,1,2,1,13,13,28.1427094515181
7474050,1,1,4,,,,1,,,,1,13,13,46.6286256256993
7474054,1,2,1,2,,,,1,1,2,1,13,13,26.739461158219
7474058,1,1,1,2,,,,1,1,2,1,13,13,25.4412300102076
7474058,1,3,1,2,,,,1,1,2,1,13,13,25.4412300102076
7474060,1,2,3,,,2,,,,,1,13,13,45.239479457762
7474061,1,2,4,,,,1,,,,1,13,13,40.5718631065302
7474062,1,1,6,,,,,,,,1,13,13,36.0462619225565
7474064,1,1,4,,,,2,1,,1,1,13,13,25.8782126888052
7474064,1,5,5,,,,,1,2,1,1,13,13,25.8782126888052
7474065,1,5,6,,,,,,,,1,13,13,35.7264626977451
7474067,1,1,5,,,,,1,1,1,1,13,13,66.0666941780275
7474068,1,1,3,,,1,,,,,1,13,13,60.251083256586
7474096,1,1,5,,,,,1,3,1,1,15,15,10.4418719261443
7474098,1,1,2,,1,,,1,3,1,1,15,15,6.80475279254026
7474100,1,1,3,,,1,,,,,1,15,15,7.24091099707754
7474103,1,1,2,,1,,,1,3,1,1,15,15,5.78596640853594
7474113,1,1,4,,,,1,,,,1,15,15,5.57366001224248
7474136,1,1,2,,1,,,1,3,1,1,15,15,6.80475279254026
7474154,1,2,4,,,,2,1,,1,1,17,17,22.0451879206725
7474164,1,4,2,,1,,,1,3,1,1,17,17,15.5830932610261
7474174,1,1,4,,,,1,,,,1,17,17,16.4038819383233
7474174,1,3,4,,,,2,1,,1,1,17,17,16.4038819383233
7474174,1,5,4,,,,1,,,,1,17,17,16.4038819383233
7474177,1,2,4,,,,2,1,,1,1,17,17,15.2510777525027
7474185,1,2,4,,,,2,1,,1,1,17,17,10.3764709063582
7474187,1,1,1,1,,,,1,4,2,1,17,17,10.5727005816028
7474189,1,2,1,2,,,,1,4,2,1,17,17,25.2529890487782
7474215,1,1,3,,,1,,,,,1,17,17,16.8123731469995
7474217,1,1,1,2,,,,1,4,1,1,17,17,16.6995626147503
7474221,1,1,3,,,1,,,,,1,17,17,15.347075258082
7474232,1,2,4,,,,2,1,,1,1,17,17,13.5622408002348
7474232,1,3,4,,,,2,1,,1,1,17,17,13.5622408002348
7474232,1,4,5,,,,,1,3,1,1,17,17,13.5622408002348
7474241,1,2,1,2,,,,1,4,1,1,17,17,13.9754628862387
7474245,1,2,4,,,,2,1,,1,1,17,17,20.113673905755
7474248,1,1,5,,,,,1,3,1,1,17,17,19.0312944287397
7474249,1,1,5,,,,,1,3,1,1,17,17,16.0970439485107
7474250,1,1,5,,,,,1,1,1,1,17,17,23.9654430292709
7474250,1,3,5,,,,,1,3,1,1,17,17,23.9654430292709
7474252,1,1,4,,,,1,,,,1,17,17,21.2286063954251
7474255,1,1,5,,,,,1,1,1,1,17,17,17.2016672945328
7474259,1,1,5,,,,,1,1,1,1,17,17,17.4119892329935
7474260,1,1,2,,1,,,1,3,1,1,17,17,19.9864016211386
7474266,1,1,2,,1,,,1,2,1,1,18,18,15.1253147090434
7474276,1,2,2,,1,,,1,3,1,1,18,18,7.38002295066727
7474278,1,1,3,,,1,,,,,1,18,18,7.49062440701133
7474294,1,1,2,,1,,,1,3,1,1,18,18,13.7906369300057
7474303,1,1,1,2,,,,1,3,1,1,18,18,5.61997532307906
7474303,1,2,2,,2,,,1,4,1,1,18,18,5.61997532307906
7474313,1,1,5,,,,,1,3,1,1,18,18,4.9321340589638
7474335,1,2,3,,,2,,,,,1,18,18,14.0449207631462
7474340,2,1,4,,,,1,,,,1,19,19,16.1360738873885
7474347,1,2,1,2,,,,1,6,2,1,19,19,12.2685609069391
7474347,1,4,2,,2,,,1,4,1,1,19,19,12.2685609069391
7474360,1,2,6,,,,,,,,1,19,19,12.785473499401
7474365,1,2,4,,,,2,1,,1,1,19,19,18.8448022100015
7474367,1,1,1,1,,,,1,3,1,1,19,19,14.4696408218468
7474370,1,2,3,,,2,,,,,1,19,19,12.5156894843482
7474371,1,2,5,,,,,1,1,2,1,19,19,14.2989148419935
7474375,1,1,1,2,,,,1,3,1,1,19,19,20.8850489329665
7474379,1,1,5,,,,,1,1,1,1,19,19,12.5156894843482
7474381,1,1,3,,,1,,,,,1,19,19,19.6290751019847
7474385,1,1,1,2,,,,1,4,1,1,19,19,11.6028049627592
7474391,1,1,8,,,,,,,,1,19,19,21.306471384069
7474395,1,1,6,,,,,,,,1,19,19,12.785473499401
7474401,1,1,3,,,1,,,,,1,20,20,18.6415521309482
7474403,1,2,1,2,,,,1,1,1,1,20,20,19.5471175336666
7474404,1,2,4,,,,2,1,,1,1,20,20,15.1034922743103
7474408,1,1,5,,,,,1,3,1,1,20,20,18.9703758982701
7474409,1,1,2,,1,,,1,3,1,1,20,20,22.6309204910234
7474416,1,1,3,,,1,,,,,1,20,20,13.6797471438801
7474416,1,5,5,,,,,1,4,1,1,20,20,13.6797471438801
7474423,1,1,1,1,,,,1,1,1,1,20,20,53.7614082086154
7474425,1,1,3,,,1,,,,,1,20,20,27.4874200024482
7474425,1,3,3,,,1,,,,,1,20,20,27.4874200024482
7474425,1,4,3,,,1,,,,,1,20,20,27.4874200024482
7474426,1,2,5,,,,,1,3,2,1,20,20,30.0708837644538
7474431,1,1,2,,1,,,1,3,1,1,20,20,20.4190114190827
7474439,1,1,1,1,,,,1,4,1,1,20,20,17.5455443853538
7474443,1,1,2,,1,,,1,3,1,1,20,20,22.3568630108365
7474467,1,1,5,,,,,1,1,2,1,20,20,30.943105284582
7474467,1,2,1,2,,,,1,4,2,1,20,20,30.943105284582
7474475,1,1,2,,1,,,1,3,1,1,20,20,17.7249740226311
7474482,1,5,5,,,,,1,3,1,1,23,23,9.38833397119915
7474485,1,1,4,,,,1,,,,1,23,23,20.2246331250455
7474489,1,1,1,1,,,,1,3,1,1,23,23,15.9606038082634
7474493,1,1,3,,,1,,,,,1,23,23,29.0259146091868
7474493,1,2,2,,1,,,1,3,1,1,23,23,29.0259146091868
7474502,1,2,1,2,,,,1,1,1,1,23,23,25.9549458438084
7474509,1,1,3,,,1,,,,,1,23,23,25.9549458438084
7474509,1,3,1,2,,,,1,1,2,1,23,23,25.9549458438084
7474513,1,1,4,,,,1,,,,1,25,"",167.559518460751
7474514,1,2,3,,,1,,,,,1,25,"",190.841561463057
7474559,1,1,6,,,,,,,,1,27,27,6.86147798321934
7474568,1,3,1,2,,,,1,1,2,1,41,41,21.0606144109931
7474575,1,1,3,,,2,,,,,1,41,41,21.4579696554657
7474578,1,2,1,2,,,,1,1,2,1,41,41,13.0763280506462
7474581,1,1,4,,,,1,,,,1,41,41,23.9452894399906
7474581,1,3,4,,,,1,,,,1,41,41,23.9452894399906
7474581,1,4,4,,,,1,,,,1,41,41,23.9452894399906
7474581,1,5,4,,,,1,,,,1,41,41,23.9452894399906
7474597,1,1,1,2,,,,1,3,2,1,41,41,14.5426565016527
7474612,1,1,4,,,,1,,,,1,41,41,15.5823913965339
7474620,1,1,1,1,,,,1,1,1,1,41,41,10.2631111195941
7474636,1,1,1,2,,,,1,4,2,1,44,44,9.62258927849577
7474636,1,2,4,,,,1,,,,1,44,44,9.62258927849577
7474640,1,1,1,2,,,,1,4,1,1,44,44,9.44569635125643
7474641,1,1,1,2,,,,1,5,1,1,44,44,10.3105621552666
7474642,1,1,1,2,,,,1,4,1,1,44,44,7.73228421790227
7474645,1,2,1,2,,,,1,1,1,1,44,44,8.80134625155868
7474646,1,1,1,2,,,,1,1,1,1,44,44,10.4874627195221
7474652,1,1,1,2,,,,1,4,2,1,44,44,5.23078108090455
7474654,1,1,4,,,,2,1,,1,1,44,44,10.3110318368618
7474656,1,1,5,,,,,1,3,1,1,44,44,5.62747517136047
7474659,3,4,5,,,,,1,3,1,1,44,44,13.9956608135463
7474663,1,1,4,,,,1,,,,1,44,44,9.89616099031571
7474666,1,2,5,,,,,1,3,1,1,44,44,3.40730596912461
7474670,1,1,3,,,1,,,,,1,44,44,5.22342472244614
7474676,1,2,3,,,1,,,,,1,44,44,6.89752745310015
7474681,1,1,1,2,,,,1,1,2,1,44,44,5.24373135976104
7474691,1,1,2,,3,,,1,3,1,1,44,44,9.72122032667604
7474691,1,2,8,,,,,,,,1,44,44,9.72122032667604
7474694,1,1,5,,,,,1,3,1,1,44,44,7.02842111377911
7474697,1,2,3,,,1,,,,,1,44,44,8.39590062571935
7474699,1,2,6,,,,,,,,1,44,44,6.33585692240749
7474700,1,1,2,,2,,,1,4,1,1,44,44,9.19301429496548
7474701,1,1,4,,,,1,,,,1,44,44,5.52645958001986
7474701,1,3,1,2,,,,1,3,2,1,44,44,5.52645958001986
7474701,1,5,4,,,,1,,,,1,44,44,5.52645958001986
7474702,1,1,3,,,1,,,,,1,44,44,9.19301429496548
7474703,1,1,3,,,1,,,,,1,44,44,9.54255749652271
7474704,1,1,2,,1,,,1,4,1,1,44,44,10.2144603277394
7474706,1,1,3,,,1,,,,,1,44,44,9.54298020995833
7474708,1,1,1,2,,,,1,4,1,1,44,44,7.7684909033497
7474710,1,1,3,,,1,,,,,1,44,44,8.44698919154254
7474712,1,3,6,,,,,,,,1,44,44,6.34646103777206
7474717,1,2,5,,,,,1,3,1,1,44,44,10.273454015471
7474724,1,1,3,,,1,,,,,1,44,44,11.5565247531785
7474724,1,2,3,,,1,,,,,1,44,44,11.5565247531785
7474726,1,1,5,,,,,1,3,1,1,44,44,10.1697523358678
7474727,1,1,5,,,,,1,3,1,1,44,44,12.8779942310214
7474728,1,1,2,,1,,,1,3,1,1,44,44,10.6033113443981
7474737,1,1,1,1,,,,1,1,1,1,47,47,22.9121031693499
7474738,1,1,2,,2,,,1,4,1,1,47,47,29.6289803564271
7474742,1,4,3,,,1,,,,,1,47,47,32.010737996152
7474744,1,1,6,,,,,,,,1,47,47,13.0535838012318
7474747,1,1,5,,,,,1,3,1,1,47,47,20.0144009417027
7474764,1,1,1,2,,,,1,6,1,1,47,47,16.5692752390804
7474768,1,1,1,2,,,,1,6,1,1,47,47,18.4584007813766
7474769,1,1,6,,,,,,,,1,47,47,15.6325859528741
7474772,1,2,5,,,,,1,3,1,1,47,47,20.144121880155
7474773,1,2,4,,,,1,,,,1,47,47,22.5483556869895
7474773,1,3,5,,,,,1,3,1,1,47,47,22.5483556869895
7474776,1,1,3,,,1,,,,,1,47,47,35.3563124040177
7474781,1,1,1,2,,,,1,6,1,1,47,47,30.9436839248041
7474794,1,1,1,1,,,,1,1,2,1,47,47,38.4973734982154
7474795,1,2,3,,,1,,,,,1,47,47,19.9143710345924
7474803,1,1,1,2,,,,1,3,1,1,47,47,9.06662664803169
7474804,1,2,1,2,,,,1,6,2,1,47,47,11.299822410888
7474807,1,5,3,,,1,,,,,1,47,47,21.0182474735587
7474808,1,2,3,,,1,,,,,1,47,47,14.1265492813414
7474811,1,1,1,2,,,,1,6,2,1,47,47,15.8953857577779
7474811,1,2,6,,,,,,,,1,47,47,15.8953857577779
