,Sector,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Costos financieros,Ingreso (gasto) por impuestos,Ganancia (pérdida),Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Activos corrientes totales,Propiedades planta y equipo,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
24188,C,9066760.0,7752579.0,1314181.0,542722.0,1236241.0,316835.0,77757.0,141689.0,123416.0,-39035.0,1614323.0,4282154.0,2140734.0,8037211.0,2839699.0,12324339.0,20361550.0,117797.0,117797.0,1551286.0,308828.0,150397.0,2128308.0,440422.0,2568730.0,1500000.0,655010.0,15637810.0,17792820.0,20361550.0
24256,C,55253798.0,34014711.0,21239087.0,1365087.0,8973720.0,4977554.0,212320.0,923158.0,2341499.0,5283625.0,2271875.0,10481481.0,9302331.0,29847775.0,16476963.0,18551090.0,48398865.0,766493.0,2681406.0,6647387.0,2030619.0,6561187.0,17953045.0,4195492.0,22148537.0,5300000.0,10393061.0,8335933.0,26250328.0,48398865.0
24276,C,20130480.0,15897324.0,4233156.0,55875.0,2679373.0,1739291.0,34728.0,597859.0,-18497.0,-441565.0,752569.0,4519089.0,6207701.0,13266108.0,1675200.0,2041723.0,15307831.0,198779.0,198779.0,3593337.0,310450.0,1965020.0,6112407.0,1796712.0,7909119.0,600000.0,398258.0,6400454.0,7398712.0,15307831.0
24312,C,161380265.0,92637870.0,68742395.0,2411575.0,47387917.0,11434659.0,2048807.0,657282.0,-518833.0,10309550.0,5945763.0,8026293.0,4754994.0,18758621.0,51689652.0,89985188.0,108743809.0,3183780.0,3183780.0,13467883.0,5030795.0,2045330.0,29723130.0,12551797.0,42274927.0,6710000.0,17201048.0,42557834.0,66468882.0,108743809.0
24364,C,29378109.0,14631649.0,14746460.0,358433.0,10116679.0,3240452.0,78459.0,1335759.0,221476.0,185477.0,999452.0,4965539.0,16605204.0,22883888.0,37125802.0,37730644.0,60614532.0,1673470.0,1673470.0,4156992.0,1485850.0,6695103.0,14011415.0,8263568.0,22274983.0,5000000.0,884855.0,32454694.0,38339549.0,60614532.0
24416,C,4766539.0,3228935.0,1537604.0,39686.0,456733.0,877890.0,56217.0,145932.0,21125.0,19393.0,122281.0,1130442.0,618699.0,1968292.0,4276063.0,6050977.0,8019269.0,84867.0,84867.0,905871.0,18106.0,91610.0,1100454.0,1205460.0,2305914.0,820000.0,410000.0,4483355.0,5713355.0,8019269.0
24420,C,12707366.0,9778446.0,2928920.0,110696.0,1409798.0,1437217.0,136681.0,352436.0,-322895.0,66562.0,188931.0,2402285.0,7268804.0,10549405.0,7428148.0,7919900.0,18469305.0,151237.0,151237.0,2118961.0,34775.0,583827.0,8117170.0,2128161.0,10245331.0,1247497.0,1249002.0,5727475.0,8223974.0,18469305.0
24464,C,55489389.0,40962345.0,14527044.0,91643.0,4993809.0,4901052.0,752108.0,882956.0,1272895.0,1820962.0,1299515.0,3413495.0,2982409.0,7695419.0,30635476.0,31398007.0,39093426.0,500582.0,500582.0,2085689.0,1646680.0,2978582.0,7211533.0,3165713.0,10377246.0,5090000.0,2762576.0,20863604.0,28716180.0,39093426.0
24628,C,25179959.0,16515944.0,8664015.0,398538.0,3804089.0,1956359.0,195325.0,1307309.0,497842.0,1346537.0,94611.0,13104918.0,7163639.0,20363168.0,20907323.0,27761832.0,48125000.0,284443.0,284443.0,2846665.0,1527191.0,2725192.0,7383491.0,9600000.0,16983491.0,450000.0,391313.0,24300196.0,31141509.0,48125000.0
24636,C,6742775.0,4549190.0,2193585.0,0.0,822104.0,1308565.0,0.0,917906.0,-179249.0,-99797.0,297466.0,1029528.0,2303754.0,3630748.0,3405846.0,4356397.0,7987145.0,125284.0,125284.0,575703.0,27337.0,681877.0,1410201.0,2001667.0,3411868.0,539197.0,0.0,3937532.0,4575277.0,7987145.0
24704,C,10248051.0,8104347.0,2143704.0,146419.0,880207.0,1054271.0,16747.0,160134.0,78212.0,115330.0,135707.0,3969683.0,3061108.0,7186211.0,6276935.0,8451591.0,15637802.0,157599.0,226633.0,1814612.0,627549.0,274026.0,3898809.0,946329.0,4845138.0,500000.0,250000.0,10042664.0,10792664.0,15637802.0
24712,C,7193644.0,5894126.0,1299518.0,0.0,0.0,446125.0,0.0,281153.0,188839.0,383401.0,1028.0,3898694.0,1989866.0,5889588.0,1029194.0,1029194.0,6918782.0,0.0,0.0,424712.0,17231.0,3159989.0,3601932.0,0.0,3601932.0,1050000.0,525000.0,383401.0,3316850.0,6918782.0
24720,C,35548661.0,29550929.0,5997732.0,82633.0,1019032.0,3405150.0,76017.0,483166.0,331224.0,765776.0,377413.0,9538068.0,7967730.0,19171544.0,6043717.0,6671703.0,25843247.0,279615.0,1446275.0,4327997.0,339388.0,6600322.0,12728069.0,2548936.0,15277005.0,3249350.0,1009003.0,5104531.0,10566242.0,25843247.0
24756,C,11807047.0,7858473.0,3948574.0,7632.0,1487453.0,1250295.0,226274.0,0.0,356773.0,648435.0,552941.0,2489538.0,898414.0,4484166.0,4290079.0,4982878.0,9467044.0,274193.0,274193.0,1247135.0,489694.0,474463.0,2654697.0,2656910.0,5311607.0,660000.0,330000.0,3150694.0,4155437.0,9467044.0
24768,C,5802055.0,4644848.0,1157207.0,15696.0,202093.0,818951.0,148672.0,385985.0,92217.0,-258173.0,460795.0,816572.0,4366876.0,5924301.0,3609509.0,3609509.0,9533810.0,0.0,0.0,3487898.0,353603.0,593527.0,4643933.0,1832344.0,6476277.0,300000.0,150000.0,-168736.0,3057533.0,9533810.0
24840,C,43803416.0,39182651.0,4620765.0,279547.0,2271202.0,2050175.0,52900.0,1129735.0,-39427.0,44818.0,89618.0,10164112.0,5058512.0,16423871.0,29594381.0,34154360.0,50578231.0,734224.0,734224.0,9511468.0,320146.0,1906354.0,12472192.0,8216734.0,20688926.0,582000.0,8997993.0,20309312.0,29889305.0,50578231.0
24872,C,7969353.0,4414973.0,3554380.0,127135.0,393840.0,2948522.0,101057.0,190492.0,259941.0,-212337.0,1055453.0,1291758.0,1442915.0,3793311.0,4048422.0,4056677.0,7849988.0,233359.0,233359.0,581132.0,189654.0,177069.0,1181214.0,1054408.0,2235622.0,1200000.0,335283.0,174674.0,5614366.0,7849988.0
24900,C,2759848.0,949419.0,1810429.0,196325.0,1354057.0,401848.0,8077.0,164060.0,48021.0,30691.0,102085.0,639390.0,1522210.0,3049546.0,877140.0,1121541.0,4171087.0,118685.0,123128.0,670154.0,1346798.0,224039.0,2364119.0,847346.0,3211465.0,3000000.0,286158.0,-3326536.0,959622.0,4171087.0
24940,C,16883827.0,8370107.0,8513720.0,0.0,7033859.0,1675826.0,0.0,554788.0,329740.0,1941944.0,1343918.0,320179.0,5181838.0,6846494.0,22854375.0,29960672.0,36807166.0,593981.0,648936.0,2186742.0,443737.0,1580743.0,4881099.0,2213809.0,7094908.0,900000.0,450000.0,7091752.0,29712258.0,36807166.0
24988,C,15065354.0,4992667.0,10072687.0,282887.0,5753160.0,1836200.0,881096.0,1163786.0,523376.0,392621.0,850873.0,4224038.0,9663241.0,15382943.0,16723075.0,16723075.0,32106018.0,407061.0,407061.0,2731528.0,275508.0,2673095.0,6907761.0,14916809.0,21824570.0,5250000.0,625000.0,4406448.0,10281448.0,32106018.0
25116,C,37922034.0,17293375.0,20628659.0,216565.0,17134651.0,3572419.0,108928.0,1458214.0,-70979.0,-1190502.0,634741.0,1372054.0,4199474.0,7259671.0,17373925.0,17373925.0,24633596.0,736162.0,1494197.0,6885501.0,1684145.0,234358.0,10298201.0,724284.0,11022485.0,720000.0,274755.0,12616356.0,13611111.0,24633596.0
25168,C,8045120.0,6342579.0,1702541.0,54300.0,398644.0,659119.0,23892.0,142329.0,200129.0,332728.0,693657.0,1223320.0,1180578.0,3371819.0,1334378.0,1338009.0,4709828.0,73573.0,84575.0,480714.0,119998.0,910315.0,1656002.0,0.0,1656002.0,1728000.0,436937.0,888889.0,3053826.0,4709828.0
25188,C,9172550.0,6536883.0,2635667.0,12350.0,983084.0,575394.0,7317.0,105601.0,371562.0,606105.0,572445.0,551085.0,799271.0,2094897.0,9953473.0,10015717.0,12110614.0,42406.0,42406.0,552903.0,436349.0,269205.0,1300863.0,427478.0,1728341.0,500000.0,126403.0,9755870.0,10382273.0,12110614.0
25240,C,19398533.0,12996104.0,6402429.0,267845.0,3353147.0,1124283.0,74131.0,1573941.0,440439.0,206918.0,212564.0,3109449.0,7413910.0,12129735.0,18461991.0,19008343.0,31138078.0,115823.0,115823.0,2449087.0,404214.0,985124.0,5472509.0,14999465.0,20471974.0,1260000.0,543497.0,8854297.0,10666104.0,31138078.0
25252,C,14949784.0,11060223.0,3889561.0,397608.0,1272733.0,664495.0,982319.0,0.0,782402.0,585220.0,835679.0,2540853.0,5982467.0,10010708.0,11092935.0,11149126.0,21159834.0,96927.0,96927.0,1795706.0,292405.0,0.0,2187323.0,4544991.0,6732314.0,2600000.0,1292083.0,10405437.0,14427520.0,21159834.0
25300,C,31926542.0,28354782.0,3571760.0,99420.0,1155494.0,1377192.0,105744.0,644287.0,131541.0,256922.0,2377062.0,6475357.0,5252204.0,14122091.0,36605597.0,38747860.0,52869951.0,24198.0,24198.0,5327647.0,785027.0,2856765.0,9004376.0,4368524.0,13372900.0,5692800.0,3275129.0,30529122.0,39497051.0,52869951.0
25360,C,19365729.0,10437244.0,8928485.0,0.0,3215421.0,6284482.0,0.0,1160501.0,193413.0,-1121611.0,2895033.0,9470994.0,3528751.0,17943886.0,17832551.0,19018401.0,36962287.0,497279.0,497279.0,3481169.0,93672.0,231614.0,4303734.0,2724923.0,7028657.0,2000000.0,1000000.0,21822555.0,29933630.0,36962287.0
25368,C,12017966.0,8897325.0,3120641.0,137204.0,2363155.0,508700.0,35320.0,237369.0,49673.0,100852.0,507294.0,5008368.0,1557351.0,7077921.0,1507168.0,4086275.0,11164196.0,354455.0,359439.0,1712241.0,479844.0,1379907.0,3931431.0,1900590.0,5832021.0,600000.0,338696.0,4393479.0,5332175.0,11164196.0
25404,C,65858011.0,22481907.0,43376104.0,0.0,29287786.0,7777114.0,0.0,3309425.0,2404058.0,2173063.0,1416501.0,18239970.0,10874380.0,31195170.0,17057906.0,17781702.0,48976872.0,1194298.0,1194298.0,7634572.0,3479807.0,3691496.0,16644871.0,0.0,16644871.0,2000000.0,1000000.0,27158939.0,32332001.0,48976872.0
25492,C,12197198.0,8431322.0,3765876.0,50163.0,819355.0,1697190.0,130388.0,465054.0,281621.0,422431.0,354658.0,1505627.0,3877619.0,6392150.0,5252242.0,5252242.0,11644392.0,180622.0,180622.0,2396592.0,288544.0,1328514.0,5485836.0,1875831.0,7361667.0,200000.0,100000.0,3982725.0,4282725.0,11644392.0
25532,C,9774043.0,7468662.0,2305381.0,38388.0,345398.0,1088785.0,53610.0,259779.0,351126.0,256095.0,815396.0,777795.0,1338245.0,3404272.0,1306141.0,3229852.0,6634124.0,0.0,0.0,653635.0,645198.0,68249.0,3461084.0,181480.0,3642564.0,1791000.0,562368.0,580764.0,2991560.0,6634124.0
25664,C,8476283.0,6378803.0,2097480.0,290470.0,289542.0,1636455.0,30230.0,290671.0,138482.0,112742.0,452333.0,2009791.0,2977217.0,5762484.0,3473037.0,15791864.0,21554348.0,79977.0,79977.0,3449882.0,137348.0,255441.0,3922648.0,2372435.0,6295083.0,165000.0,1501836.0,1448249.0,15259265.0,21554348.0
25700,C,8304796.0,6209807.0,2094989.0,2818.0,1736485.0,1631784.0,341367.0,774913.0,41760.0,-2408083.0,191686.0,3238080.0,2432434.0,6360317.0,1032699.0,1203541.0,7563858.0,782072.0,782072.0,308144.0,504392.0,1489877.0,3085666.0,3606701.0,6692367.0,2414301.0,354315.0,-2410226.0,871491.0,7563858.0
25756,C,6782868.0,4767202.0,2015666.0,24079.0,87188.0,1561896.0,11661.0,119812.0,276498.0,-1649.0,157063.0,1386520.0,5550397.0,8394427.0,9255363.0,9611832.0,18006259.0,133388.0,136639.0,3024834.0,318308.0,663462.0,4382457.0,1671.0,4384128.0,1712000.0,2006000.0,9904131.0,13622131.0,18006259.0
25768,C,24858457.0,19635319.0,5223138.0,172098.0,739208.0,1768871.0,245788.0,634530.0,833022.0,1185026.0,1566170.0,11922716.0,6646309.0,20593815.0,5947503.0,7521980.0,28115795.0,496009.0,496009.0,3504804.0,580128.0,1778650.0,6359591.0,8880262.0,15239853.0,500000.0,250000.0,12125942.0,12875942.0,28115795.0
25824,C,14007412.0,11256780.0,2750632.0,146529.0,737216.0,1367702.0,3737.0,522821.0,101310.0,182680.0,111044.0,2613064.0,524373.0,3725165.0,5239964.0,6815815.0,10540980.0,388752.0,388752.0,3104182.0,0.0,964808.0,4457742.0,1606479.0,6064221.0,2851014.0,595247.0,184841.0,4476759.0,10540980.0
25896,C,6421557.0,5320002.0,1101555.0,12413.0,256870.0,717591.0,5157.0,16065.0,62519.0,70425.0,294898.0,969579.0,4986318.0,6271257.0,9091508.0,9099683.0,15370940.0,425406.0,425406.0,3302829.0,95852.0,218251.0,4042338.0,2195368.0,6237706.0,800000.0,394406.0,1969882.0,9133234.0,15370940.0
25952,C,24898810.0,19554867.0,5343943.0,602859.0,2357300.0,1580309.0,153313.0,1352404.0,273858.0,966901.0,163691.0,12204519.0,6768986.0,19139993.0,563804.0,2714751.0,21854744.0,268377.0,754573.0,5348291.0,711931.0,1021674.0,8505777.0,8422281.0,16928058.0,300100.0,150050.0,3045522.0,4926686.0,21854744.0
25968,C,51384870.0,46300978.0,5083892.0,97216.0,818839.0,1783832.0,258597.0,663562.0,579309.0,1108308.0,1878560.0,1989903.0,15663005.0,19541119.0,7509915.0,7624204.0,27165323.0,177810.0,177810.0,887055.0,318023.0,12342956.0,13789697.0,1294049.0,15083746.0,4800000.0,3114595.0,3058673.0,12081577.0,27165323.0
25984,C,4962742.0,5844164.0,-881422.0,125907.0,5434.0,1373435.0,2783029.0,226935.0,277665.0,-5380671.0,15737.0,1281282.0,11917227.0,14058092.0,7772375.0,8608086.0,22666178.0,1229204.0,1229204.0,2927897.0,686383.0,424229.0,5267713.0,20541714.0,25809427.0,760000.0,1098212.0,-6016655.0,-3143249.0,22666178.0
25992,C,741910.0,703052.0,38858.0,1427992.0,52447.0,315016.0,308532.0,12696.0,169228.0,608931.0,14383.0,6752.0,152227.0,263116.0,5424705.0,24493918.0,24757034.0,58046.0,58046.0,504362.0,1730626.0,0.0,2293034.0,0.0,2293034.0,977631.0,0.0,21486369.0,22464000.0,24757034.0
26096,C,5534058.0,4266805.0,1267253.0,19404.0,617201.0,185909.0,218228.0,0.0,97215.0,168104.0,23530.0,1615646.0,967278.0,2671204.0,3136017.0,3136017.0,5807221.0,21322.0,21322.0,1276948.0,77985.0,180981.0,1557236.0,1828115.0,3385351.0,450000.0,62655.0,530824.0,2421870.0,5807221.0
26128,C,7313082.0,4405094.0,2907988.0,12931.0,453249.0,1072451.0,853959.0,76766.0,0.0,464494.0,219368.0,627619.0,543046.0,1806490.0,384298.0,384298.0,2190788.0,148001.0,148001.0,772293.0,232003.0,9668.0,1186033.0,147899.0,1333932.0,138000.0,81264.0,637592.0,856856.0,2190788.0
26132,C,17388289.0,11140497.0,6247792.0,156781.0,2976235.0,4149775.0,337586.0,2365791.0,75998.0,-3500431.0,81390.0,4275446.0,1130524.0,6246940.0,40629063.0,40705510.0,46952450.0,753019.0,753019.0,6411199.0,76314.0,5373518.0,12825643.0,19454478.0,32280121.0,2680000.0,3494676.0,-2962529.0,14672329.0,46952450.0
26136,C,34403969.0,26259006.0,8144963.0,161791.0,752600.0,3270738.0,118354.0,516393.0,103053.0,3598499.0,4009250.0,7140319.0,3809831.0,14959400.0,21338514.0,21406730.0,36366130.0,483739.0,483739.0,5756006.0,670134.0,4858620.0,11768499.0,1206470.0,12974969.0,8958634.0,4479317.0,9953210.0,23391161.0,36366130.0
26232,C,34703961.0,34002026.0,701935.0,0.0,121995.0,1286655.0,70874.0,2172833.0,-19219.0,-2931203.0,725008.0,998912.0,1030057.0,5957599.0,10680092.0,10830356.0,16787955.0,121865.0,121865.0,4206063.0,0.0,1347538.0,6087308.0,4625060.0,10712368.0,2000200.0,265964.0,-2432771.0,6075587.0,16787955.0
26344,C,16186369.0,10224060.0,5962309.0,30817.0,2422665.0,2038252.0,31652.0,407255.0,450831.0,847816.0,1875792.0,3530680.0,1481026.0,7375662.0,5510492.0,5510492.0,12886154.0,121787.0,121787.0,1964267.0,876160.0,753412.0,3760140.0,1602252.0,5362392.0,985600.0,357286.0,3424729.0,7523762.0,12886154.0
26420,C,9757128.0,7938328.0,1818800.0,393883.0,1075037.0,770129.0,21656.0,72127.0,107023.0,166711.0,235225.0,1303656.0,2748966.0,4921162.0,10927857.0,10940397.0,15861559.0,322453.0,322453.0,1652510.0,25542.0,2793.0,2051881.0,961557.0,3013438.0,300000.0,295704.0,12252417.0,12848121.0,15861559.0
26444,C,19607820.0,12350585.0,7257235.0,49755.0,2709676.0,1944932.0,293004.0,854533.0,647400.0,1027816.0,492177.0,2374090.0,3459562.0,6325877.0,18527617.0,19055140.0,25381017.0,0.0,0.0,2224910.0,0.0,3276632.0,5501542.0,3464433.0,8965975.0,500000.0,250002.0,15665040.0,16415042.0,25381017.0
26476,C,17424500.0,6733783.0,10690717.0,685425.0,4006123.0,3064964.0,352849.0,802663.0,1232696.0,2039934.0,195741.0,1745728.0,8171506.0,10285516.0,6525441.0,7479891.0,17765407.0,396358.0,396358.0,3490080.0,767969.0,258703.0,6724124.0,4628965.0,11353089.0,120000.0,60000.0,2426031.0,6412318.0,17765407.0
26500,C,5943068.0,5522813.0,420255.0,15188.0,923554.0,788988.0,984585.0,116872.0,9426.0,-2387657.0,23658.0,475211.0,653089.0,1610475.0,465461.0,468650.0,2079125.0,156449.0,156449.0,1044490.0,503295.0,1232586.0,3052482.0,125174.0,3177656.0,760000.0,287890.0,-2146421.0,-1098531.0,2079125.0
26520,C,23304232.0,16197696.0,7106536.0,269850.0,3855506.0,1521544.0,147408.0,1054981.0,373643.0,448849.0,323399.0,5694191.0,11811703.0,18794326.0,6470603.0,10871144.0,29665470.0,498854.0,498854.0,8713295.0,1795107.0,3886980.0,15741875.0,3373171.0,19115046.0,2812152.0,9282912.0,-1544640.0,10550424.0,29665470.0
26592,C,9405895.0,3288153.0,6117742.0,7333.0,2699172.0,756762.0,27643.0,774925.0,651772.0,1310158.0,1758166.0,3339807.0,2052301.0,7150274.0,138856.0,1234693.0,8384967.0,100145.0,100145.0,620810.0,450184.0,73793.0,1244932.0,421462.0,1666394.0,300000.0,162715.0,2885674.0,6718573.0,8384967.0
26628,C,4674046.0,3848031.0,826015.0,182219.0,1059665.0,674494.0,38665.0,0.0,94079.0,-858669.0,1140898.0,1337704.0,4230134.0,6708736.0,1337669.0,1337669.0,8046405.0,0.0,0.0,327388.0,202099.0,1241.0,623857.0,0.0,623857.0,1689314.0,225869.0,-211846.0,7422548.0,8046405.0
26660,C,24560319.0,19003026.0,5557293.0,67322.0,910141.0,2991331.0,307353.0,1824424.0,195773.0,262506.0,3932648.0,7355530.0,7882753.0,20089799.0,8926669.0,9077978.0,29167777.0,300940.0,300940.0,2887305.0,376586.0,8859619.0,12430548.0,2500295.0,14930843.0,3782981.0,1047389.0,9406564.0,14236934.0,29167777.0
26880,C,10492909.0,6260591.0,4232318.0,573357.0,1441331.0,2098560.0,83969.0,512356.0,276626.0,443733.0,1184009.0,89413.0,1748842.0,3452882.0,7944796.0,8123023.0,11575905.0,195221.0,195221.0,1233275.0,276626.0,0.0,1711135.0,3393386.0,5104521.0,156780.0,746553.0,5277731.0,6471384.0,11575905.0
26948,C,8938686.0,6584389.0,2354297.0,15003.0,1168550.0,698732.0,2362.0,223433.0,110254.0,165969.0,85224.0,696932.0,847370.0,1796529.0,4150383.0,4150383.0,5946912.0,126046.0,126046.0,494563.0,213404.0,230945.0,1064958.0,1723069.0,2788027.0,585000.0,29045.0,2544840.0,3158885.0,5946912.0
26980,C,11104241.0,11133635.0,-29394.0,410012.0,803638.0,1278032.0,267188.0,734818.0,20284.0,-2669286.0,19796.0,3700516.0,6639543.0,11989495.0,1270572.0,1270572.0,13260067.0,195039.0,467255.0,6034851.0,434916.0,2280431.0,9413557.0,5627454.0,15041011.0,1500000.0,750000.0,-4030944.0,-1780944.0,13260067.0
27048,C,20741842.0,16025264.0,4716578.0,285022.0,1833064.0,835019.0,275158.0,0.0,752828.0,1305531.0,1008548.0,4338695.0,2072099.0,8624841.0,2813328.0,2813328.0,11438169.0,284338.0,284338.0,3919977.0,1221092.0,29413.0,5454820.0,0.0,5454820.0,995417.0,710562.0,3748108.0,5983349.0,11438169.0
27064,C,6017381.0,4361839.0,1655542.0,8413.0,291395.0,882012.0,0.0,5534.0,234511.0,253925.0,375064.0,1910530.0,4843537.0,7129802.0,2266565.0,2604065.0,9733867.0,1709.0,1709.0,1177817.0,117387.0,96512.0,1395432.0,2456574.0,3852006.0,50000.0,25000.0,5806861.0,5881861.0,9733867.0
27120,C,14610573.0,6539213.0,8071360.0,85887.0,4899387.0,1475270.0,86858.0,234291.0,542144.0,919297.0,961609.0,3423479.0,1254173.0,5678369.0,7331801.0,7347003.0,13025372.0,413960.0,413960.0,3330470.0,776344.0,1860919.0,6381693.0,885115.0,7266808.0,700000.0,697471.0,4361093.0,5758564.0,13025372.0
27144,C,82359342.0,56405539.0,25953803.0,6100230.0,5048842.0,25249466.0,196389.0,4287488.0,225366.0,-2918000.0,4777450.0,27883298.0,15544004.0,51048082.0,3056449.0,14793830.0,65841912.0,276215.0,463587.0,10694334.0,3789050.0,10846886.0,25812961.0,30097701.0,55910662.0,2385050.0,488849.0,7057351.0,9931250.0,65841912.0
27224,C,158689105.0,130176534.0,28512571.0,136018.0,12508979.0,4653973.0,975014.0,3908303.0,4920031.0,1765114.0,1297439.0,29834391.0,8630529.0,39794496.0,47449867.0,48097070.0,87891566.0,0.0,0.0,21729863.0,202889.0,6547188.0,28995077.0,26692926.0,55688003.0,6715000.0,1055553.0,10259795.0,32203563.0,87891566.0
27260,C,10008533.0,8459302.0,1549231.0,104254.0,888967.0,917185.0,400651.0,93001.0,-638928.0,41858.0,517207.0,4589316.0,2926010.0,8304050.0,23138103.0,25098727.0,33402777.0,133837.0,133837.0,2442604.0,27122.0,183476.0,2787039.0,4416455.0,7203494.0,1400000.0,2602796.0,22196487.0,26199283.0,33402777.0
27344,C,17840307.0,12620592.0,5219715.0,47094.0,4089883.0,921007.0,158377.0,0.0,74877.0,22665.0,250172.0,1723987.0,828647.0,3052888.0,5889682.0,5921986.0,8974874.0,0.0,392.0,2601018.0,365560.0,104636.0,3071606.0,201389.0,3272995.0,350000.0,719758.0,4632121.0,5701879.0,8974874.0
27396,C,23157916.0,16197986.0,6959930.0,62438.0,3341299.0,1333328.0,170892.0,1169982.0,665355.0,1193812.0,570384.0,5673493.0,1542467.0,8716321.0,4467541.0,4724389.0,13440710.0,173056.0,173056.0,4283247.0,834664.0,1126986.0,6417953.0,582409.0,7000362.0,2397776.0,571013.0,3471559.0,6440348.0,13440710.0
27408,C,5189533.0,2769793.0,2419740.0,56886.0,692323.0,775591.0,119251.0,0.0,319085.0,570376.0,556442.0,2074877.0,227424.0,3008475.0,1958446.0,2581486.0,5589961.0,0.0,0.0,2302307.0,285717.0,0.0,2865679.0,308508.0,3174187.0,20000.0,11372.0,2384402.0,2415774.0,5589961.0
27492,C,6639072.0,3381612.0,3257460.0,101068.0,1871259.0,909862.0,65451.0,193544.0,15822.0,302590.0,179715.0,1944948.0,1419725.0,4209912.0,2358440.0,2377745.0,6587657.0,166614.0,226398.0,1255509.0,325002.0,29430.0,1838339.0,1001202.0,2839541.0,2223870.0,825041.0,-1712440.0,3748116.0,6587657.0
27620,C,17046038.0,15082523.0,1963515.0,91219.0,0.0,747464.0,358179.0,178079.0,627986.0,-421255.0,1294133.0,5344260.0,4028318.0,11788061.0,5084987.0,5084987.0,16873048.0,54303.0,54303.0,6277839.0,206753.0,0.0,6544614.0,1956582.0,8501196.0,3237200.0,1213928.0,3920724.0,8371852.0,16873048.0
27732,C,12947451.0,10020659.0,2926792.0,18663.0,266449.0,925366.0,55550.0,1075665.0,260129.0,406564.0,179047.0,5021320.0,4565961.0,12236951.0,7982594.0,16555870.0,28792821.0,330453.0,330453.0,4400537.0,274605.0,4592901.0,9626449.0,5277969.0,14904418.0,400000.0,400000.0,13088403.0,13888403.0,28792821.0
27736,C,7883659.0,3354067.0,4529592.0,89039.0,2111658.0,1449123.0,71713.0,292006.0,318716.0,693187.0,482571.0,2896493.0,426957.0,4055391.0,2000574.0,2045205.0,6100596.0,37756.0,37756.0,997863.0,365407.0,896759.0,2297785.0,794685.0,3092470.0,500000.0,216037.0,2292089.0,3008126.0,6100596.0
27828,C,14981207.0,9110392.0,5870815.0,175147.0,2414007.0,1783841.0,219682.0,1452198.0,91807.0,84427.0,21607.0,1893541.0,1760728.0,3997757.0,11673976.0,11673976.0,15671733.0,436706.0,436706.0,3302410.0,254711.0,315028.0,4320636.0,6950848.0,11271484.0,1200000.0,13218.0,3187031.0,4400249.0,15671733.0
27896,C,11012496.0,7218279.0,3794217.0,658818.0,1692219.0,1259661.0,121505.0,557366.0,305210.0,517074.0,1338508.0,3013047.0,5423099.0,9774654.0,13062886.0,15617000.0,25391654.0,138264.0,138264.0,259385.0,590353.0,126959.0,1229630.0,7993017.0,9222647.0,3274000.0,1597525.0,11297482.0,16169007.0,25391654.0
27992,C,11403012.0,5766416.0,5636596.0,156796.0,3897801.0,1319844.0,54249.0,442518.0,0.0,102881.0,442180.0,438395.0,3024377.0,3904952.0,6422360.0,6962588.0,10867540.0,0.0,0.0,2477193.0,183148.0,42874.0,2703215.0,1936487.0,4639702.0,3500000.0,132211.0,2595627.0,6227838.0,10867540.0
28008,C,66877306.0,31937272.0,34940034.0,1148986.0,21388484.0,8650217.0,714317.0,1104211.0,1930314.0,2301477.0,16898155.0,17648112.0,9270485.0,43816752.0,4922044.0,5129671.0,48946423.0,0.0,0.0,11487595.0,513098.0,134750.0,12927577.0,6963301.0,19890878.0,110064.0,252971.0,24966083.0,29055545.0,48946423.0
28016,C,6023642.0,2505281.0,3518361.0,23895.0,2204588.0,864563.0,301600.0,136131.0,30491.0,4912.0,48062.0,397003.0,147534.0,592599.0,1144184.0,1263047.0,1855646.0,151269.0,151269.0,444276.0,138157.0,333007.0,1068087.0,221596.0,1289683.0,438000.0,123051.0,4912.0,565963.0,1855646.0
28024,C,11511551.0,8667516.0,2844035.0,26250.0,936733.0,1062570.0,11877.0,803823.0,45168.0,28213.0,107633.0,2664164.0,3388562.0,6243477.0,11086709.0,11086709.0,17330186.0,0.0,0.0,7401672.0,0.0,0.0,7401672.0,1405281.0,8806953.0,2900000.0,202496.0,5420737.0,8523233.0,17330186.0
28140,C,18047700.0,12589154.0,5458546.0,18160.0,1500923.0,2169180.0,15204.0,494653.0,748272.0,836530.0,753498.0,3588128.0,3781589.0,8354091.0,2884411.0,2968281.0,11322372.0,192536.0,192536.0,2666585.0,898968.0,1240715.0,4998804.0,1225311.0,6224115.0,485000.0,242500.0,4370757.0,5098257.0,11322372.0
