Punto de Entrada,Nombre Formulario,NIT,Fecha de Corte,El Máximo Órgano Social aprobó distribuir utilidades del ejercicio inmediatamente anterior,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del Revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
Plenas-Individuales,Carátula,890805453,2020-12-31,SI,7868469.0,TECNOLOGIA EN CUBRIMIENTO S.A.,"ES LA PRODUCCION, TRANSFORMACION, DISTRIBUCION, EXPLOTACION Y COMERCIALIZACION A CUALQUIER TITULO Y EN CUALQUIER FORMA DE TODA CLASE DE MATERIALES Y/O MATERIAS PRIMAS Y/O BIENES, DE CUALQUEIR NATURALEZA QUE ELLOS FUEREN, PARA LA CONSTRUCCION, LA COMPRA, VENTA, PRODUCCION, TRANSFORMACION, COMERCIALIZACION A CUALQUIER TITULO DE MERCANCIAS, MATERIAS PRIMAS Y EN GENERAL DE TODA CLASE DE BIENES O MATERIALES DE O PARA LA CONSTRUCCION; LA ACTIVIDAD DE LA CONSTRUCCION, LA INVERSION A CUALQUIER TITULO, EN CUALQUIER FORMA EN TODA CLASE DE BIENES MUEBLES E INMUEBLES, TANGIBLES E INTANGIBLES, ASI COMO EN SOCIEDAD O EN CUALQUIER OTRA FORMA ASOCIATIVA CUYO OBJETO SOCIAL SEA EL EJERCICIO DE ACTIVIDADES MERCANTILES DE CUALQUIER INDOLE SEAN NACIONALES O EXTRANJEROS EN DESARROLLO DE SU OBJETO SOCIAL LA SOCIEDAD PODRA DESARROLLAR CUALQUIER CLASE DE ACTOS RELACIONADOS DIRECTA O INDIRECTAMENTE CON EL MISMO Y EN ESPECIAL LOS SIGUIENTES SIENDO LA ENUMERACION QUE SE MENCIONA A CONTINUACION SIMPLEMENTE Y ENUNCIATIVA Y NO LIMITATIVA. A. ADQUIRIR, ENAJENAR Y EN GENERAL NEGOCIAR A CUALQUEIR TITULO CUALQUIER CLASE DE BIENES MUEBLES E INMUEBLES, TANGIBLES E INTANGIBLES, ASI COMO DARLOS EN PRENDA O HIPOTECA Y/O EN CUALQUIER MODALIDAD DE GARANTIA NECESARIA OARA EL DESARROLLO DEL OBJETO SOCIAL. B. LA OBTENCION DE LICENCIAS, CONCESIONES, PATENTES, MODELOS INDUSTRIALES, MARCAS Y NOMBRES COMERCIALES; C. REALIZAR OPERACIONES FINANCIERAS DE TODO TIPO, BIEN DESDE EL PUNTO DE VISTA ACTIVO COMO PASIVO, CON CUALQUEIR CLASE DE ENTIDAD O PERSONA, SEAN ESTAS NATURALES O JURIDICAS, DE CARÁCTER FINANCIERO O DE CUALQUEIR OTRO CARÁCTER, Y ESPECIALMENTE TOMAR O DAR DINERO EN MUTUO, CON O SIN GARANTIAS DE CUALQUIER CLASE; D. GIRAR, ENDOSAR, ADQUIRIR, ACEPTAR, PROTESTAR, PAGAR, CANCELAR LETRAS DE CAMBIO, CHEQUES, PAGARES O CUALQUIER OTRA CLASE DE TITULOS VALORES O DOCUMENTOS ACEPTARLOS EN PAGO Y EN GENERAL REALIZAR CUALQUIER CLASE DE OPERACIONES CON ELLOS. E. CELEBRAR EN SU PROPIO NOMBRE O POR CUENTA DE TERCEROS O EN PARTICIPACION CON ESTOS TODA CLASE DE CONTRATOS Y OPERACIONES CIVILES , COMERCIALES, INDUSTRIALES, FINANCIERAS O DE CUALQUIER TIPO, NECESARIAS O CONVENIENTES PARA EL DESARROLLO DEL OBJETO SOCIAL.","C2395 - Fabricación de artículos de hormigón, cemento y yeso",01. ANUAL,1981-10-23,2072-01-25,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KM 9 VIA AL MAGDALENA,CALDAS,MANIZALES-CALDAS,KM 9 VIA AL MAGDALENA,CALDAS,MANIZALES-CALDAS,8782600,3104517373,gerencia@toptec.com.co,24317,,,SI,SI,ARCILA ASOCIADOS SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890806999,2020-12-31,SI,2130000.0,ARMETALES S.A,COMPRA Y VENTA DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUCCION,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",01. ANUAL,1985-01-10,2050-12-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 19 24 58,CALDAS,MANIZALES-CALDAS,CR 19 24 58,CALDAS,MANIZALES-CALDAS,8842227,3137330296,diana.marin@armetales.com,20-033125-3,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890807047,2020-12-31,NO,,CUATRO MILPAS SAS,COMERCIO AL POR MENOR DE ESTABLECIMIENTOS NO ESPECIALIZADOS,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",01. ANUAL,2007-03-10,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 6 7 12,CALDAS,CHINCHINA-CALDAS,CR 6 7 12,CALDAS,CHINCHINA-CALDAS,8507818,3147753750,contabilidadcuatromilpas@gmail.com,16106,,,SI,SI,BIEN HECHO CONSULTORIAS EMPRESARILA SA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890807976,2020-12-31,SI,5698977.0,BELLOTA COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA  COMERCIALIZADORA INTERNACIONAL,"COMERCIALIZACION Y VENTA DE PRODUCTOS COLOMBIANOS EN EL EXTERIOR, ADQUIRIDOS EN EL MERCADO INTERNO O FABRICADOS O PRODUCTORES SOCIAS DE LA MISMA. EFECTUAR OPERACIONES DE COMERCIO EXTERIOR Y PARTICULARMENTE ORIENTAR SUS ACTIVIDADES HACIA LA PROMOCION Y COMERCIALIZACION DE HERRAMIENTAS, MAQUINARIAS Y EQUIPOS AGRICOLAS GANADEROS E INDUSTRIALES COLOMBIANOS O DE OTROS PAISES EN MERCADOS EXTERNOS COMERCIALIZACION Y VENTA DE PRODUCTOS COLOMBIANOS EN EL EXTERIOR, ADQUIRIDOS EN EL MERCADO INTERNO O FABRICADOS O PRODUCTORES SOCIAS DE LA MISMA.","C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",01. ANUAL,1987-02-03,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,PARQUE INDUSTRIAL JUANCHITO TZ 8,CALDAS,MANIZALES-CALDAS,PARQUE INDUSTRIAL JUANCHITO TZ 8,CALDAS,MANIZALES-CALDAS,8748585,3206922145,impuestos@col.bellota.com,39762,,,SI,SI,CROWE CO S.A.S,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900066,2020-12-31,NO,,MERCANTIL AUTOMOVILIARIA S.A-MERCOVIL,Venta de maquinaria pesada,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. ANUAL,1954-03-01,2053-03-01,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Km 22 Aut Med-Bog Parque Industrial La Brizuela,ANTIOQUIA,GUARNE-ANTIOQUIA,Km 22 Aut Med-Bog Parque Industrial La Brizuela,ANTIOQUIA,GUARNE-ANTIOQUIA,4445587,3122457862,gineth.salazar@mercovil.com,116194,,,SI,SI,Becker y Associates S.A.S,SI,02. CON SALVEDAD,NO,,,NO
Plenas-Individuales,Carátula,890900071,2020-12-31,SI,214432.0,NOVEDADES PLASTICAS SA,"Producción, transformación, comercialización, importación, exportación, compra, venta y distribución de productos plasticos",C2229 - Fabricación de artículos de plástico n.c.p.,01. ANUAL,1979-02-06,2060-10-30,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 49 SUR 43 A 226,ANTIOQUIA,ENVIGADO-ANTIOQUIA,CALLE 52  73 24,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4481065,3108373432,CONTABILIDAD@NOVEDADESPLASTICAS.COM,21-007939-04,,,SI,SI,AIPSN SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900076,2020-12-31,NO,,CINE COLOMBIA S.A.S.,"LA ACTIVIDAD PRINCIPAL LA COMPRAVENTA, DISTRIBUCION, EXHIBICION Y PRODUCCION DE PELICULAS CINEMATOGRAFICAS",J5914 - Actividades de exhibición de películas cinematográficas y videos,01. ANUAL,1931-05-26,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 13 No. 38 -85,BOGOTA D.C.,BOGOTA D.C.,CARRERA 13 No. 38 -85,BOGOTA D.C.,BOGOTA D.C.,7569898,3102452664,notificacionesjudiciales@cinecolombia.com,344957,,,SI,SI,ERNST & YOUNG AUDIT S.A.S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900097,2020-12-31,SI,1127459.0,INDUSTRIAS DE ACERO SAS-IDEACE,FABRICACION Y COMERCIALIZACION AL POR MAYOR Y AL DETAL   DE TODA CLASE DE PRODUCTOS DE LA INDSTRIA METALMECANICA,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",01. ANUAL,1953-04-10,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 45 A 66A 154,ANTIOQUIA,ITAGUI-ANTIOQUIA,CR 45 A 66A 154,ANTIOQUIA,ITAGUI-ANTIOQUIA,4445514,3187346035,contador@ideace.com,3102,,,SI,SI,AYC INTERFINANCIEROS SA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900098,2020-12-31,SI,11653511.0,LANDERS Y CIA S.A.S,"MANUFACTURA, VENTA Y DISTRIBUCION DE PRODUCTOS DE METAL, PLÁSTICOS, MADERA O ELEMENTOS AFINES, ELECTRICOS O NO, PARA USO INDUSTRIAL, COMERCIAL, AGRICOLA O DOMESTICO",C2750 - Fabricación de aparatos de uso doméstico,01. ANUAL,1951-10-01,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 53 30 27,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 53 30 27,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3500060,3108317719,olga.ibarra@landers.com.co,21-001488-12,,,SI,SI,PWC CONTADORES Y AUDITORES LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900104,2020-12-31,NO,,INCAMETAL S.A.S,transformacion del acero o cualquier otro metal,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",01. ANUAL,1955-04-30,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,carrera 45 32D 135 INT 115,ANTIOQUIA,BELLO-ANTIOQUIA,carrera 45 32D 135 INT 115,ANTIOQUIA,BELLO-ANTIOQUIA,4500432,3108317719,olga.ibarra@landers.com.co,21-00237512,,,SI,SI,PWC CONTADORES Y AUDITORES LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900115,2020-12-31,SI,193000.0,A. LAUMAYER & CÍA. EXPORTADORES DE CAFÉ S.A.,EXPORTACIÓN DE CAFE,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,01. ANUAL,1938-04-13,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 64 D 103 FF 24,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 64 D 103 FF 24,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2671647,3128302557,contabilidad@alaumayer.com,21-005484-04,,,SI,SI,SUEMPRESA CONSULTORES INTEGRALES S.A.S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900265,2020-12-31,SI,5755427.0,COATS CADENA ANDINA S.A.,"Fabricación y Comercialización de Hilos, Hilazas y Aliados",C1311 - Preparación e hilatura de fibras textiles,01. ANUAL,1951-11-15,2050-11-14,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AVENIDA SANTANDER NO 5E-87,RISARALDA,PEREIRA-RISARALDA,AVENIDA SANTANDER NO 5E-87,RISARALDA,PEREIRA-RISARALDA,3398200,3113837775,sac@coats.com,16189204,,,SI,SI,DELOITTE & TOUCHE LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900307,2020-12-31,NO,,GROUPE SEB ANDEAN S.A,Fabricaciòn de aparatos de uso domèstico,C2750 - Fabricación de aparatos de uso doméstico,01. ANUAL,1934-08-09,2050-12-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KM 40 AUT MEDELLÌN BOGOTÀ VDA GALICIA,ANTIOQUIA,RIONEGRO-ANTIOQUIA,KM 40 AUT MEDELLÌN BOGOTÀ VDA GALICIA,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5698888,3174022165,asuntoslegales@groupeseb.com,110533,,,SI,SI,PwC Contadores y Auditores Ltda,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900317,2020-12-31,NO,,AUTOTECNICA COLOMBIANA SAS,ENSAMBLE DE MOTOCICLETAS,C3091 - Fabricación de motocicletas,01. ANUAL,1941-12-06,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 43 #44 60,ANTIOQUIA,ITAGUI-ANTIOQUIA,CRA 43 #44 60,ANTIOQUIA,ITAGUI-ANTIOQUIA,3068181,3137685608,notificaciones@auteco.com.co,1710,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900342,2020-12-31,NO,,FABRICA DE HILOS Y PRODUCTOS VARIOS S.A,PRODUCCION DE CINTAS TEXTILES,C1399 - Fabricación de otros artículos textiles n.c.p.,01. ANUAL,1958-05-07,2063-02-03,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 79 B SUR NRO 54 - 80,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,CL 79 B SUR NRO 54 - 80,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,4482120,3042439779,financiera@fahilos.com,63559,,,SI,SI,AUREN CONSULTORES MEDELLIN SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900395,2020-12-31,SI,3000000000.0,JUAN NEUSTADTEL,COMERCIO AL POR MAYOR Y POR MENOR NO ESPECIFICADO,G4690 - Comercio al por mayor no especializado,01. ANUAL,1953-02-18,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 48 48 SUR 75 OF 135,ANTIOQUIA,ENVIGADO-ANTIOQUIA,CARRERA 48 48 SUR 75 OF 135,ANTIOQUIA,ENVIGADO-ANTIOQUIA,5405380,3116054074,info@neust.com.co,46632,,,SI,SI,AUREN CONSULTORES MEDELLÍN S.A.S.,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,890900424,2020-12-31,SI,11586544.0,MICROPLAST - ANTONIO PALACIO CIA SAS,"SU OBJETO SOCIAL PRINCIPAL CONSISTE EN LA FABRICACIÓN DE PAPELES PARAFINADOS, PLÁSTICOS Y SUS DERIVADOS, ENVOLTURAS PARA ALIMENTOS DESTINADOS AL CONSUMO POPULAR, INDUSTRIAL O DOMÉSTICO Y, EN GENERAL, EMPAQUES FLEXIBLES; ADEMÁS PUEDE REALIZAR TODO TIPO DE INVERSIONES Y ESTÁ AUTORIZADO PARA CELEBRAR CUALQUIER CONTRATO TENDIENTE AL CUMPLIMIENTO DE SUS FINALIDADES.",C2229 - Fabricación de artículos de plástico n.c.p.,01. ANUAL,1956-03-16,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 50 E 8 SUR 63,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 50 E 8 SUR 63,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2856300,3165241680,mcastano@microplast.com.co,21-000814-12,,,SI,SI,DELOITTE & TOUCHE LTDA.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890900486,2020-12-31,NO,,LAMINACION DE COLOMBIA SAS,"INDUSTRIA METALMECANICA, FABRICACION DE PRODUCTOS PLANOS DE METALES NO FERROSOS, COBRE, ALEACIONES DE COBRE",C2429 - Industrias básicas de otros metales no ferrosos,01. ANUAL,1961-11-29,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 42 75 273,ANTIOQUIA,ITAGUI-ANTIOQUIA,CR 42 75-273,ANTIOQUIA,ITAGUI-ANTIOQUIA,4444002,3108304714,contabilidad@laminaco.com,66009,,,SI,SI,AUREN CONSULTORES SAS,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,890900535,2020-12-31,SI,30410048.0,KELLOGG DE COLOMBI SA,PRODUCCION Y DISTRIBUCION DE PRODUCTOS ALIMENTICIOS,C1089 - Elaboración de otros productos alimenticios n.c.p.,01. ANUAL,1959-11-10,2059-11-10,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 17 No. 68 95,BOGOTA D.C.,BOGOTA D.C.,CL 17 No. 68 95,BOGOTA D.C.,BOGOTA D.C.,4252543,3006538772,comunicaciones-klass.col@kellogg.com,23942,,,SI,SI,RSM COLOMBIA AUDITORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890901335,2020-12-31,NO,,ELECTROCONTROL S.A.S,"Fabricacion, ensamble, terminacion y coemrcializacion de elementos, partes y accesorios electricos,",C2740 - Fabricación de equipos eléctricos de iluminación,01. ANUAL,1965-07-31,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 59   59 194 AUTOPISTA NORTE,ANTIOQUIA,COPACABANA-ANTIOQUIA,CALLE 59   59 194 AUTOPISTA NORTE,ANTIOQUIA,COPACABANA-ANTIOQUIA,4005500,3218030485,correos@electrocontrol.com.co,21-001802-12,,,SI,SI,DELOITTE & TOUCHE LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890901446,2020-12-31,NO,,TROPICAL COFFEE COMPANY S.A.S,TOSTION Y MOLIENDA DE CAFE,"C1062 - Descafeinado, tostión y molienda del café",01. ANUAL,1950-03-31,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 52 # 2 - 38 GUAYABAL,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CARRERA 52 # 2 - 38 GUAYABAL,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3655600,3155095731,correspondenciasnch.domesa@serviciosnutresa.com,21-469900-12,,,SI,SI,PwC Contadores y Auditores S. A. S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890901672,2020-12-31,NO,,CRYSTAL S.A.S.,"LA FABRICACION, COMPRA, IMPORTACION Y COMERCIALIZACION DE VESTUARIO, DE ORIGEN NACIONAL O EXTRANJERO EN TODAS SUS MANIFESTACIONES, ENTRE OTRAS AQUELLAS IDENTIFICADAS CON LAS MARCAS PUNTO BLANCO, GALAX, BABY FRESH, GEF Y CASINO","C1410 - Confección de prendas de vestir, excepto prendas de piel",01. ANUAL,1967-07-13,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 48 N 52 SUR 81 ANTIOQUIA SABANETA-ANTIOQUIA CARRERA 48 N 52 SUR 81,ANTIOQUIA,SABANETA-ANTIOQUIA,CARRERA 48 N 52 SUR 81,ANTIOQUIA,SABANETA-ANTIOQUIA,3788333,3104638983,impuestos@crystal.com.co,70176,,,SI,SI,CROWE CO SAS,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,890901756,2020-12-31,NO,,HACIENDA VELABA S.A,EXPLOTACION DE LA INDUSTRIA AGROPECUARIA CON ENFASIS EN EL CULTIVO DE BANANO,A0122 - Cultivo de plátano y banano,01. ANUAL,1954-04-03,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 43 A 19-17 P 12,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CARRERA 43 A 19-17 P 12,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4440009,3116351974,CONTABILIDAD@BANAFRUT.COM,21-010083-04,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890901866,2020-12-31,SI,972230.0,BONEM S.A.,Fabricacion de partes y piezas para vehiculos y sus motores,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. ANUAL,1964-03-13,2063-03-02,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 6 SUR 50  C 104,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CALLE 6 SUR 50 C 104,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3604040,3113094143,bonem.legal@somosgrupo-a.com,21-004333-04,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890902168,2020-12-31,SI,1900333.0,LABORATORIOS ECAR S.A,Elaboración de medicamentos,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",01. ANUAL,1948-10-05,2056-12-30,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 44 27 50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 44 27 50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4483227,3216733912,contabilidad@ecar.com.co,2100095504,,,SI,SI,AUREN CONSULTORES MEDELLIN S.A.S,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890903253,2020-12-31,SI,2247178.0,TRIGUISAR DE COLOMBIAS S.A.,Elaboración de otros productos alimenticios ncp,C1089 - Elaboración de otros productos alimenticios n.c.p.,01. ANUAL,1965-02-27,2085-07-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE  32 41 56,ANTIOQUIA,ITAGUI-ANTIOQUIA,CALLE  32 41 56,ANTIOQUIA,ITAGUI-ANTIOQUIA,3774422,3212427650,sandra.orozco@triguisar.com.co,87663,,,SI,SI,OUTSOURCING ACCOUNTING AND QUALITY LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890903329,2020-12-31,NO,,BANANERAS DE URABA S.A,"CULTIVO, EXPLOTACION Y EXPORTACION DE BANANO",A0122 - Cultivo de plátano y banano,01. ANUAL,1963-05-07,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 4 SUR 43 A 195 OF 205,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CALLE 4 SUR 43 A 195 OF 205,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5608350,3216411429,contador@bananeras.com,2100346612,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890903471,2020-12-31,NO,,EMPRESA DE REFRACTARIOS COLOMBIANOS S.A.S,FABRICACION DE PRODUCTOS REFRACTARIOS,C2391 - Fabricación de productos refractarios,01. ANUAL,1953-03-17,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 48 NO 72 SUR 01 AV LAS VEGAS,ANTIOQUIA,SABANETA-ANTIOQUIA,CR 48 NO 72 SUR 01 AV LAS VEGAS,ANTIOQUIA,SABANETA-ANTIOQUIA,3058212,3103765302,ernotificaciones@corona.com.co,173877,,,SI,SI,AUDILIMITED CONTADORES PUBLICOS S.A.S.,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,890903711,2020-12-31,NO,,PROCESADORA DE LECHES S.A.,ELABORACION DE PRODUCTOS LACTEOS,C1040 - Elaboración de productos lácteos,01. ANUAL,1957-07-29,2050-12-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Diagonal 182 No. 20 - 84,BOGOTA D.C.,BOGOTA D.C.,Diagonal 182 No. 20 - 84,BOGOTA D.C.,BOGOTA D.C.,6799998,3102654742,impuestos@parmalat.com.co,982618,,,SI,SI,PWC CONTADORES Y AUDITORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,890903736,2020-12-31,NO,,PROMOTORA DE HOTELES MEDELLIN S.A.,"Comercialización, explotación y prestación de servicios de la industria hotelera y del turismo, en establecimiento propio o de tercero, asi como la operación y la administración de establecimientos hoteleros, restaurantes, bares, almacenes , tiendas y centros de spa, entre otros establecimientos relacionados con los servicios de hotelería y turismo",I5511 - Alojamiento en hoteles,01. ANUAL,1964-09-23,2064-09-23,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 26 102 20,BOGOTA D.C.,BOGOTA D.C.,CLL 16 28 51,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5408915,3137683272,notificaciones@movichhotels.com.co,2100274704,,,SI,SI,KPMG,SI,03. LIMPIO,NO,,,NO
