V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
1229298;4711-472;471-472;14;1999;0;641347;694038;556;0;42000;0;10256;5850;3860;3695;2396;925;611726;0;10586;0;0;2188;267467;104461;21490958;-52691;13;0;13;0;0;0;13;0;0;4;9;0;0;0;0;0;0;4;9;267467;60922;328389;37005,48;0;0;365394,48;734693;1218807;20849611;976750;20849611;20849611;0;21617290;0;22000876
1229300;4771-4751;476 - 477;14;2004;0;1536067;235286,5;0;22618;11734;12748;88612;2897;5362;32168;6820;2503;2804;21682;8141;1290;0;15907,5;280312;112316;3674196;1300780,5;12;0;3;9;0;0;12;0;0;3;0;5;4;0;0;0;0;8;4;120996;65837;149479;40249;0;159316;349044;656806;838229;2138129;747517,5;2138129;2138129;0;2412723;38816;2873185
1229301;464;464-465;14;1972;0;28740852;5011256,5;12877;0;773694;27710;12369;136236;198633;531070;271252;61515;1436538;104309;407273;0;0;307416,5;4482437;1715138;74678724;23729595,5;99;0;99;0;10;1;110;0;0;38;61;0;0;5;5;1;0;44;66;4469031;854654;5323685;724073,6;387169;0;6047758,6;34260011;34021622;45937872;34140816,5;45937872;45937872;0;51431583;1429123;59918635
1229302;464;464-465;14;1976;0;11615891;2877103;0;0;45961;31911;1038806;150420;48153;48816;33054;9900;1137827;42459;97557;0;0;106362;3519669;1438175;36734194;8738788;107;0;56;51;5;2;114;0;0;29;27;20;31;2;3;1;1;52;62;2747395;816827;3365483;524112,96;85877;754174;4643769,96;6599956;12298892;25118303;9449424;25118303;25118303;0;28140850;3875405;37472277
1229304;465;464-465;14;1982;0;23433267;6105065;506;12200;1338273;1327277;181874;103747;268741;91634;1368133;9472;994226;19907;224570;0;0;35426;4049853;1947534;51117577;17328202;123;0;51;72;6;5;134;0;0;25;26;23;49;3;3;4;1;55;79;1975371;1121020;2491408;736426,8;129079;2035507;5263341,8;24022962;35764469;27684310;29893715,5;27684310;27684310;0;34350223;3214510;44098000
1229307;464;464-465;5;2006;0;6728340;2878257;464;1243188;162520;403708;229332;8715;72449;51115;11652;14403;15204;240491;40750;0;7374;376892;1113847;531121;13793301,3;3850083;47;1;47;0;0;3;51;1;0;17;30;0;0;0;0;1;2;19;32;1089847;200789;1290636;301559,2;0;0;1592195,2;2709781;2168837;7044744;2439309;7044744;7044744;0;10329051;1224956;13222749
1229308;464;464-465;14;2006;0;949140;128204;0;6210;31517;0;0;12917;5978;5423;13515;3112;18143;0;13124;0;0;18265;255092;104722;2874710,43;820936;10;0;10;0;0;0;10;0;0;6;4;0;0;0;0;0;0;6;4;255092;56031;311123;42720,84;0;0;353843,84;1571671;1152652;1928258;1362161,5;1928258;1928258;0;2144579;244128;2760230
1229309;462;462-463;14;2019;0;898967709;240673869,5;0;238665,6667;22452678,67;55096;5868852;321658,3333;1091780;842863,3333;1198527,333;103560;156727020,3;17797585,33;974572,3333;0;590014;15313200,83;32666553,67;14370535,33;4322895369;658293839,5;802,3333333;0;795,3333333;7;79;18,66666667;900;0;0;399,3333333;396;2;5;37,66666667;41,33333333;12;6,666666667;451;449;32213594,33;7910114,333;40075801;5541656,253;2330576,667;175637,6667;45793094,92;192103281;177253210,3;3423927660;184678245,7;3423927660;3423927660;0;3680088202;74206936,67;3817813084
1229310;466;466-469;14;2006;0;704239;429617;865;15263;58800;0;279727;2509;7373;12922;15672;3403;667;5509;10026;0;0;16881;265543;149762;2056071;274622;21;0;21;0;0;1;22;0;0;13;8;0;0;0;0;0;1;13;9;258275;69176;327451;72119,36;0;0;399570,36;801218;1816218;1351832;1308718;1351832;1351832;0;1832256;124750;2391600
1229311;466;466-469;14;2007;666545;1405215;253134,5;0;0;42974;0;1464;18433;3810;7407;6195;7035;31556;5500;25129;0;0;103631,5;462708;197946;5046996,627;1152080,5;13;0;2;11;0;0;13;0;0;1;1;2;9;0;0;0;0;3;10;221516;114338;275004;72618;0;241192;588814;120000;129135;2965984,351;124567,5;2965979;3632524;0;4034685;287823;5178257
1229312;466;466-469;14;2007;0;16505425;3566356,5;1;163453;341990;0;414074;114217;12978;3010;32336;1963;1901771;0;12594;0;404019;163950,5;1220609;513759;126104869,6;12939068,5;12;0;12;0;0;0;12;0;0;6;6;0;0;0;0;0;0;6;6;1220609;245915;1466524;229144,08;0;0;1695668,08;8195425;9465160;109590148;8830292,5;109590148;109590148;0;113499306;727974;115965879
1229313;462;462-463;14;2007;0;1382935;519791;0;80249;10800;0;90000;0;0;54110;6848;5205;98433;0;74359;0;63336;36451;517754;144292;16697172;863144;38;0;28;10;0;0;38;0;0;23;5;7;3;0;0;0;0;30;8;371754;88511;423765;49872,44;0;146000;619637,44;2418280;2508589;15314237;2463434,5;15314237;15314237;0;15957712;0;16643090
1229314;466;466-469;4;2007;0;10760277;1789826;0;0;46361;32543;477632;17562;11300;36778;17840;15054;845569;14786;102543;0;0;171858;999490;427499;50682598,02;8970451;44;0;22;22;0;2;46;0;0;10;12;4;18;0;0;1;1;15;31;707710;236976;884359;167738,84;0;276347;1328444,84;2026234;4169690;39905522;3097962;39905522;39905522;0;42177923;622926;44388238
1229315;464;464-465;4;2017;0;31428484;5102495,5;0;2777;0;0;163503;13777;23981;7586;41128;484;135847;4662360;9577;0;41410;65,5;2773996;1304641;48622340,95;26325988,5;28;0;26;2;0;0;28;0;0;19;7;2;0;0;0;0;0;21;7;2665342;603912;3253156;566463,96;0;108654;3928273,96;962911;1687990;17223539;1325450,5;17223539;17223539;0;22578813;732973;27978189
1229316;464;464-465;14;2008;0;6343741;435081;0;13747;45845;1137;59280;39552;3613;4771;10074;3758;75608;8500;11246;0;0;2351;318312;162643;19252207,88;5908660;12;0;12;0;1;0;13;0;0;3;9;0;0;1;0;0;0;4;9;318312;60617;378929;91145,2;6669;0;470074,2;5513328;4359596;12905776;4936462;12905776;12905776;0;13468089;836099;14799303
1229317;464;464-465;14;2008;0;3185546;1891527;95;141947;207360;0;190800;27877;2543;7945;7111;2490;142845;0;780645;0;0;43489;377593;127932;12343479,85;1294019;15;0;15;0;0;0;15;0;0;6;9;0;0;0;0;0;0;6;9;377593;82410;460003;38971,12;0;0;498974,12;0;0;0;0;9160620;9160620;0;10853214;967411;12326150
1229318;462;462-463;14;2008;0;859279;748163,5;329;23560;18000;0;62000;20652;0;14664;9047;1103;161253;0;11779;0;0;38414,5;287407;148787;3205517,8;111115,5;14;1;14;0;18;0;33;1;0;13;1;0;0;12;6;0;0;26;7;287407;85190;372597;54796,6;387362;0;427393,6;45636;80805;2351970;63220,5;2351970;2351970;0;2765095;151125;3810848
1229319;4773;476 - 477;7;2010;0;35974498;31497537;0;190524;291258;24860848;754232;0;105181;29070;94251;6782;1174652;0;65804;64950;3449714;410271;990119;458213;59017645;4476961;16;0;16;0;0;0;16;0;0;10;6;0;0;0;0;0;0;10;6;990119;244911;1235030;181474,4;0;0;1416504,4;16661610;10603218;23043147;13632414;23043147;23043147;0;56155869;3418671;61312417
1229320;464;464-465;14;2009;0;2519925;1429173;0;26227;52882;257609;96037;54542;0;20337;23850;1872;380736;30874;45644;0;0;58563;519833;201803;10352391;1090752;17;3;4;13;19;0;39;1;2;1;3;6;7;12;7;0;0;20;19;309486;115917;376758;74241,92;380000;210347;661346,92;1415342;2013137;7832466;1714239,5;7832466;7832466;0;9095539;404709;10645924
1229321;466;466-469;14;2009;0;84114009;3967841,5;0;1321932;722920;0;140147;200381;118660;51834;79751;1728;58425;0;305233;0;71483;763200,5;1398047;565669;100292752;80146167,5;20;0;20;0;3;1;24;0;0;10;10;0;0;2;1;1;0;13;11;1391072;150538;1541610;332111,56;132147;0;1873721,56;24711951;27729757;16178743;26220854;16178743;16178743;0;21696568;13459812;38594301
1229322;464;464-465;14;2009;0;3240908;1424373;0;2170;131119;324332;100646;70430;550;7080;11654;3610;215519;0;12508;0;244109;51077;246074;100839;6182924;1816535;10;0;7;3;11;0;21;0;0;5;2;1;2;6;5;0;0;12;9;203157;47340;244974;46457;249569;42917;334348;1976421;1813467;2942016;1894944;2942016;2942016;0;4260486;645848;5512599
1229323;4711-472;471-472;14;2019;0;1512588;1008067,5;4233;0;0;0;303100;0;0;31172;5857;14620;0;0;0;0;0;1563,5;87847;36083;7690573;504520,5;6;0;6;0;29;0;35;0;0;2;4;0;0;16;13;0;0;18;17;87847;18370;106217;15752,44;647522;0;121969,44;612526;2574639;6177985;1593582,5;6177985;6177985;0;6593928;91533;7465265
1229324;465;464-465;2;2009;0;5883986;2087283,5;0;549277;120303;4013;143714;38886;45561;25818;14785;5188;462366;255818;79608;0;55785;148849,5;1594415;584038;20367058;3796702,5;34;0;25;9;1;1;36;0;0;11;14;4;5;1;0;1;0;17;19;924065;347160;1078557;207777,04;137312;664350;1950684,04;5942090;6598967;14483072;6270528,5;14483072;14483072;0;16804984;1054229;20211643
1229325;4759-4761;476 - 477;14;2009;0;2709119;526091,5;104;3204;21262;0;31447;43243;3718;8922;9043;647;53727;88738;36278;0;102661;42411,5;600949;243060;7014672,197;2183027,5;15;0;15;0;0;0;15;0;0;10;5;0;0;0;0;0;0;10;5;600949;113519;714468;114358,84;0;0;828826,84;2095901;1989197;4220577;2042549;4220577;4220577;0;4841868;343505;6055572
1229326;4741-4742;474 - 475;14;2009;0;1041541;240319;883;0;18449;0;16184;10877;9184;13325;4442;2665;6338;1777;79238;20805;0;56152;196690;82753;3884824;801222;16;0;16;0;0;1;17;0;0;9;7;0;0;0;0;0;1;9;8;192565;48349;240914;29853,44;0;0;270767,44;434919;553763;2843283;494341;2843283;2843283;0;3167447;53997;3527513
1229327;462;462-463;14;2010;0;623841;107033,5;0;0;21240;0;53185;0;0;6056;1118;832;2935;2580;4739;0;0;14348,5;260628;103271;6310924;516807,5;9;2;9;0;0;0;11;1;1;4;5;0;0;0;0;0;0;5;6;260628;55106;315734;41669;0;0;357403;445898;468833;5687083;457365,5;5687083;5687083;0;5847653;18017;6263253
1229328;462;462-463;14;2010;0;398077;149563;0;0;39421;0;30734;2816;0;15000;1500;1800;3860;0;3530;0;3860;47042;386636;173486;61200887,27;248514;17;10;0;17;0;0;27;4;6;0;0;3;14;0;0;0;0;7;20;0;108425;0;56155,32;0;386636;442791,32;117509;305934;60808527;211721,5;60808527;60808527;0;61013263;776315;62357560
1229329;4752;474 - 475;14;2012;0;1694688;866114,5;0;0;59828;0;233518;14233;2595;9010;13679;3314;295177;2795;17645;0;0;1193,5;540146;226600;5885625;828573,5;19;0;19;0;10;0;29;0;0;8;11;0;0;2;8;0;0;10;19;540146;131618;671764;82562,88;213127;0;754326,88;1200950;1818771;4190937;1509860,5;4190937;4190937;0;4872787;441885;6422808
1229330;462;462-463;14;2010;0;1989560;1320363,5;664;590000;165081;0;329552;91817;10289;33857;12763;7665;2356;0;69826;0;0;6493,5;1469400;576494;14694796;669196,5;75;0;75;0;0;2;77;0;0;20;55;0;0;0;0;1;1;21;56;1446300;307772;1754072;234219,28;0;0;1988291,28;573430;471631;12705236;522530,5;12705236;12705236;0;14101385;460944;16738163
1229331;466;466-469;14;2010;0;1451766;123074;0;154;3000;54829;21093;6978;0;7353;6310;1342;485;2793;7565;0;11172;0;417863;216808;11332984;1328692;20;0;20;0;0;0;20;0;0;5;15;0;0;0;0;0;0;5;15;417863;73642;491505;130673,52;0;0;622178,52;320550;382531;9881218;351540,5;9881218;9881218;0;10020271;0;10661166
1229332;465;464-465;14;2010;0;1620851;430968;490;4850;45265;0;108590;15263;3987;2578;9977;2213;123520;75263;19562;0;0;14413;510562;193266;7064392,425;1189883;13;5;13;0;0;0;18;3;2;4;9;0;0;0;0;0;0;7;11;510562;88523;599085;88747,72;0;0;687832,72;363767;553919;5448955;458843;5448955;5448955;0;5907198;263599;6896980
1229333;466;466-469;14;2010;0;3303359;1596561,5;0;1817;164706;0;252739;86050;18713;27352;25318;1049;717625;0;47729;0;7078;246385,5;673519;244400;23370220,53;1706797,5;13;0;13;0;0;0;13;0;0;9;4;0;0;0;0;0;0;9;4;673519;106657;780176;118890,04;0;0;899066,04;4777528;8944561;20076110;6861044,5;20076110;20076110;0;22217486;393986;23596099
1229334;464;464-465;14;2010;0;3090608;1078709,5;0;69330;43685;0;85655;12888;3701;5497;6969;1366;164394;32095;118094;0;0;283520,5;538369;237605;6526890;2011898,5;13;2;13;0;9;0;24;1;1;9;4;0;0;8;1;0;0;18;6;538369;127958;666327;94137,8;251515;0;760464,8;958714;2239857;3436282;1599285,5;3436282;3436282;0;4612959;628658;6296390
1229335;462;462-463;14;2010;0;9439505;4305809;0;0;474891;0;152609;95050;77847;349549;12933;2936;37090;0;1207203;0;0;1895701;7329976;2955645;50549369,61;5133696;247;0;247;0;0;7;254;0;0;148;99;0;0;0;0;5;2;153;101;7259260;1653427;8912687;1098197,68;0;0;10010884,68;610995;816556;41115584;713775,5;41115584;41115584;0;47355557;4623208;63096993
1229336;462;462-463;14;2021;0;437996;294320;540;142892;5900;0;0;6000;0;42000;2500;1600;0;0;76960;0;0;15928;141916;56550;5281153;143676;11;0;0;11;0;0;11;0;0;0;0;5;6;0;0;0;0;5;6;0;32214;0;21157,44;0;141916;163073,44;0;15000;4843157;7500;4843157;4843157;0;5155580;0;5355452
1229337;464;464-465;14;2011;0;28532599;9075139,5;0;83548;2756859;0;1205388;370569;9967;39634;181646;5553;1024312;1007931;99428;0;0;1724718,5;4765208;1764066;41677549,23;19457459,5;155;0;155;0;8;2;165;0;0;98;57;0;0;3;5;1;1;102;63;4739175;912793;5651968;733316,84;182846;0;6385284,84;8479555;9658232;13147632;9068893,5;13147632;13147632;0;24832131;1946026;34353283
1229338;465;464-465;14;2011;0;1685671;226977;0;0;96724;0;105176;3089;0;10000;0;5000;0;0;6988;0;0;0;330016;134509;4774451;1458694;11;0;11;0;0;0;11;0;0;7;4;0;0;0;0;0;0;7;4;330016;66221;396237;58210,8;0;0;454447,8;2064279;3780656;3088780;2922467,5;3088780;3088780;0;3352031;251105;4067661
1229339;462;462-463;14;2011;0;1659866;329798,5;0;0;84908;0;12127;19593;0;12529;2746;3036;0;224;20730;0;0;173905,5;251243;110602;9012682,249;1330067,5;9;0;9;0;0;0;9;0;0;3;6;0;0;0;0;0;0;3;6;251243;69045;320288;35921,72;0;0;356209,72;5601296;5258466;7347082;5429881;7347082;7347082;0;7916660;289731;8590033
1229340;4759-4761;476 - 477;14;2011;0;1920404;1845511,5;1082;0;7019;10645;622127;732;6415;24251;21404;3657;0;6000;10515;0;0;3457,5;233661;95324;4126009;74892,5;8;0;8;0;0;0;8;0;0;5;3;0;0;0;0;0;0;5;3;233661;55489;289150;34618,04;0;0;323768,04;8255770;7578215;2205605;7916992,5;2205605;2205605;0;2988339;21104;3362358
1229341;464;464-465;14;2011;0;3330376;1615755;113078;0;1501;0;63038;6234;22062;92963;11803;22062;1160429;0;119546;0;0;3039;237642;116458;11891476,78;1714621;14;2;2;12;0;0;16;0;2;1;1;2;10;0;0;0;0;3;13;80862;59827;99814;50620,52;0;156780;307214,52;1542044;2074099;8558411;1808071,5;8558411;8558411;0;10258696;0;10627353
1229342;466;466-469;14;2011;0;3399902;246522;1006;606;37729;28216;86526;10265;2529;6472;4031;4077;7797;8980;46812;0;0;1476;530101;239694;7971498;3153380;17;0;17;0;0;0;17;0;0;6;11;0;0;0;0;0;0;6;11;530101;114340;644441;114096,88;0;0;758537,88;752844;4571596;4571596;2662220;4571596;4571596;0;4873601;1864688;7520350
1229343;462;462-463;14;2011;0;13468102;2128600,5;0;434981;214766;0;266608;35499;3695;27742;40195;8875;900914;13235;98478;0;2782;80830,5;1568585;626436;23985257,99;11339501,5;101;0;101;0;0;2;103;0;0;57;44;0;0;0;0;1;1;58;45;1550585;348727;1899312;235421,72;0;0;2134733,72;266655;455813;10511418;361234;10511418;10511418;0;12826659;852771;15930424
1229344;466;466-469;14;2011;0;85563023;3698746;0;0;1195169;0;171118;39168;234237;15752;111533;322;702015;0;259646;0;0;561243;1967865;815947;1209539379;81864277;19;0;19;0;5;0;24;0;0;9;10;0;0;2;3;0;0;11;13;1967865;363634;2331499;372926,84;274962;0;2704425,84;6813196;154104342;1123985222;80458769;1123985222;1123985222;0;1128704093;214701584;1347560384
1229345;466;466-469;14;2012;0;5902297;1018990,5;97;0;21590;0;261668;40740;20242;13591;22196;5070;150875;1585;318890;0;0;162446,5;674300;244598;38199881,31;4883306,5;23;0;23;0;0;0;23;0;0;9;14;0;0;0;0;0;0;9;14;674300;123828;798128;105701,52;0;0;903829,52;3614317;5630602;32288316;4622459,5;32288316;32288316;0;33803542;1212601;35958682
1229346;466;466-469;14;2012;0;59627099;25045075;0;0;3279037;0;638195;64805;39396;1927;82261;10412;7969455;2046678;395350;0;7268596;487608;4113477;1618321;254297162;34582024;68;0;68;0;57;1;126;0;0;34;34;0;0;28;29;0;1;62;64;4105944;761385;4867329;712569,68;2737267;0;5579898,68;45345582;75044491;194679237;60195036,5;194679237;194679237;0;219819221;33234610;261632577
1229347;466;466-469;14;2012;0;4865046;1451999;0;0;202126;0;319232;23730;22023;4595;55004;2520;340069;194623;0;0;0;136662;873368;353307;29145759,39;3413047;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;873368;138630;1011998;186227,32;0;0;1198225,32;5822376;5014455;24271448;5418415,5;24271448;24271448;0;25846488;2316394;29445376
1229348;462;462-463;4;2011;0;9594855;5166982,5;0;0;105182;229983;286119;99441;13475;9901;23330;6037;1194666;0;690527;0;0;2508321,5;222188;95914;59500700;4427872,5;10;0;10;0;0;0;10;0;0;3;7;0;0;0;0;0;0;3;7;222188;52756;274944;38041,28;0;0;312985,28;2789129;108022;49905845;1448575,5;49905845;49905845;0;58112893;944603;59533848
1229349;462;462-463;14;2012;0;5875775;1324927;0;0;39436;4507;32353;108510;0;75600;28655;14040;437185;255464;0;0;0;329177;1647003;555290;10660478,66;4550848;46;0;45;1;0;2;48;0;0;30;15;1;0;0;0;1;1;32;16;1622969;227858;1848512;262399,2;0;11701;2122612,2;2329496;176272;4778969;1252884;4778969;4778969;0;6676608;662991;9667290
1229351;465;464-465;14;2012;0;7719104;201133,5;0;5946;28942;0;11428;12921;2150;2914;3259;6707;20405;79568;2899;0;0;23994,5;293753;148972;105877804,3;7517970,5;9;0;9;0;0;0;9;0;0;4;5;0;0;0;0;0;0;4;5;293753;74092;367845;62084;0;0;429929;4920607;4930456;98153248;4925531,5;98153248;98153248;0;99942087;257894;100646632
1229352;466;466-469;14;2021;0;27388399;3825626;0;0;0;0;437953;465480;0;14787;91250;8275;1773493;814280;220108;0;0;0;6486046;2030693;126207554,7;23562773;80;0;80;0;0;3;83;0;0;30;50;0;0;0;0;3;0;33;50;6457846;908250;7366096;972790,28;0;0;8338886,28;15723518;29049789;98828371;22386653,5;98828371;98828371;0;103485202;121211;112130229
1229353;462;462-463;14;2012;0;9023511;3919042,5;0;84359;0;430;2239015;0;2267;122122;16707;3009;794207;4171;99501;0;119523;225471,5;1340378;559346;84493086;5104468,5;20;0;0;20;10;1;31;0;0;0;0;10;10;3;7;0;1;13;18;0;257784;0;254703,44;208260;1334378;1589081,44;10254268;8035851;75469575;9145059,5;75469575;75469575;0;79725982;951163;82894802
1229354;465;464-465;14;2012;0;8329141;6838964;0;0;36306;0;21971;18444;5600;20000;15500;3600;5677477;2500;22834;0;1014732;0;687060;133852;45768141;1490177;45;1;45;0;0;3;49;0;1;15;30;0;0;0;0;2;1;17;32;656897;26210;683107;94810,72;0;0;777917,72;9271036;4586400;37439000;6928718;37439000;37439000;0;44296580;0;45179616
1229355;4772;476 - 477;14;2012;0;1625316;207894;0;0;104934;0;0;2292;850;814;3709;1200;93993;0;102;0;0;0;84000;34508;5537381;1417422;7;0;7;0;0;0;7;0;0;3;4;0;0;0;0;0;0;3;4;84000;20160;104160;12428,32;0;0;116588,32;250000;490445;3912065;370222,5;3912065;3912065;0;4121928;194718;4435154
1229356;464;464-465;14;2012;0;917227;79239;0;0;14397;0;20000;3729;1675;12915;9587;2889;5200;0;7423;0;0;1424;209807;78904;7903735;837988;15;0;15;0;0;1;16;0;0;8;7;0;0;0;0;1;0;9;7;199366;45023;244389;29771,72;0;0;274160,72;1473942;1751587;6986508;1612764,5;6986508;6986508;0;7143457;2848;7458376
1229357;466;466-469;14;2012;0;4506832;2012298;0;0;555117;42000;204930;91828;245728;2636;38262;1972;718000;0;111300;0;0;525;1487045;540970;16834106;2494534;29;0;29;0;0;3;32;0;0;15;14;0;0;0;0;3;0;18;14;1479045;245300;1724345;253663,84;0;0;1978008,84;3224726;360570;12327274;1792648;12327274;12327274;0;14432274;1019530;17507902
1229358;4711-472;471-472;14;2012;0;485159;58569,5;774;0;7601;0;27408;0;0;2722;755;2236;0;0;11774;0;0;5299,5;243831;99224;2869103;426589,5;17;0;0;17;0;0;17;0;0;0;0;12;5;0;0;0;0;12;5;0;56192;0;37525,52;0;243831;281356,52;110000;122000;2383944;116000;2383944;2383944;0;2466695;11381;2840836
1229359;465;464-465;14;2012;0;2142636;502040;0;7000;110000;0;54000;0;7200;55000;21040;6800;88000;0;23000;0;10000;0;662407;285570;9565400;1640596;23;0;23;0;6;1;30;0;0;9;14;0;0;3;3;1;0;13;17;656407;155000;811407;108170;120000;0;919577;100000;3500000;7422764;1800000;7422764;7422764;0;7914804;0;8982781
1229360;464;464-465;14;2012;0;13963264;7093649,5;28;128486;3000423;18131;233950;126753;76168;11662;154346;4363;1016539;1150778;75777;0;0;1082246,5;4697384;1512631;66165445,9;6869614,5;69;0;69;0;2;3;74;0;0;34;35;0;0;1;1;1;2;36;38;4663567;702190;5365757;682118,12;13999;0;6047875,12;30842690;35803154;52199484;33322922;52199484;52199484;0;60651906;15300225;83061665
1229361;462;462-463;13;2012;0;2412291;805537,5;0;67048;101622;0;42300;8203;6234;8896;3363;876;137257;1645;3409;0;0;424684,5;379493;147944;56949897,06;1606753,5;14;0;0;14;0;0;14;0;0;0;0;3;11;0;0;0;0;3;11;0;85990;0;53399,44;0;379493;432892,44;540236;1094973;55366695;817604,5;55366695;55366695;0;56837199;992924;58372429
1229362;466;466-469;14;2012;0;5438549;972268;0;0;74275;33562;506625;43806;11380;90570;31975;10305;41612;7347;31546;0;0;89265;1322917;629787;41131383;4466281;77;0;0;77;0;2;79;0;0;0;0;36;41;0;0;0;2;36;43;0;347654;0;243230,36;0;1310692;1553922,36;6047067;5402279;35692834;5724673;35692834;35692834;0;37042717;95148;39322383
1229364;4711-472;471-472;14;2013;0;368247;71359,5;125;16602;0;0;22200;7118;0;21600;785;1802;0;0;0;0;0;1127,5;190227;75124;876778;296887,5;14;2;14;0;0;0;16;1;1;4;10;0;0;0;0;0;0;5;11;190227;36960;227187;33899,04;0;0;261086,04;8255;3005;508531;5630;508531;508531;0;591648;17418;896309
1229365;4759-4761;476 - 477;14;2013;0;982730;155296;1040;0;41113;0;83400;2173;1306;5355;2814;1649;1594;8292;5603;0;0;957;258981;106121;4480895;827434;15;0;9;6;0;0;15;0;0;3;6;3;3;0;0;0;0;6;9;162388;61496;200887;38629,08;0;96593;336109,08;923137;760588;3498165;841862,5;3498165;3498165;0;3707151;72265;4163699
1229366;462;462-463;14;2013;0;1642245;481655,5;0;72832;30479;0;64508;0;1276;25451;7194;690;128377;0;2453;0;0;148395,5;123015;51899;9520473;1160589,5;8;0;0;8;0;0;8;0;0;0;0;2;6;0;0;0;0;2;6;0;30086;0;18970,44;0;123015;141985,44;371348;547435;7878228;459391,5;7878228;7878228;0;8699900;617910;9504703
1229367;465;464-465;14;2013;0;3752226;1330978,5;0;735016;93933;0;203600;1417;8589;12520;35404;7870;18071;161000;6592;0;0;46966,5;714146;298788;7615319,614;2421247,5;50;0;32;18;0;1;51;0;0;14;18;7;11;0;0;1;0;22;29;413739;161130;507532;110016,4;0;291407;908955,4;1271421;1954984;3868507;1613202,5;3868507;3868507;0;5255229;143823;6452761
1229368;462;462-463;14;2013;0;417276;135610;0;262;17619;0;48000;18495;2456;3963;6017;7195;10266;0;4259;0;0;17078;225856;85589;2332403,582;281666;18;0;0;18;0;0;18;0;0;0;0;8;10;0;0;0;0;8;10;0;47429;0;33100,96;0;225856;258956,96;257223;645958;1920859;451590,5;1920859;1920859;0;2083713;8364;2404345
1229369;464;464-465;14;2012;0;601412;485803;69;0;0;0;19211;0;0;22611;6518;166;14616;10112;0;412500;0;0;309212;119538;2071147,31;115609;11;2;11;0;0;0;13;1;1;8;3;0;0;0;0;0;0;9;4;309212;39112;348324;64627,28;0;0;412951,28;522249;79613;1472423;300931;1472423;1472423;0;2067826;18222;2531052
1229371;462;462-463;14;2014;0;2837595;1711327;0;902905;71899;0;230516;559;0;36642;9211;4423;370521;1481;79672;0;0;3498;577136;297608;8510918;1126268;32;0;32;0;0;1;33;0;0;21;11;0;0;0;0;1;0;22;11;568136;113840;681976;173212;0;0;855188;381717;0;5673323;190858,5;5673323;5673323;0;7389392;25006;8339862
1229372;4771-4751;476 - 477;14;2013;0;18289595;9348935;0;0;206040;254114;4428327;85559;135111;241270;101932;10204;241862;1865171;43547;0;194040;0;1712732;614257;38461042,19;8940660;73;0;71;2;0;2;75;0;0;38;33;1;1;0;0;1;1;40;35;1540257;416153;1917255;170636;0;162400;2250291;7265252;17774786;20128555;12520019;20128555;20128555;0;28360147;2626;30750443
1229373;473;473;14;2013;0;6662613;863874,5;0;0;296848;62978;27440;61340;0;3889;9792;431;0;0;305634;0;0;66541,5;892743;352001;51946980,71;5798738,5;26;1;26;0;0;1;28;0;1;11;15;0;0;0;0;1;0;12;16;887013;178996;1066009;147299,32;0;0;1213308,32;161003;612355;45221720;386679;45221720;45221720;0;46148148;2295372;49962966
1229374;462;462-463;14;2013;0;2787909;2046031,5;0;46675;20472;6804;68516;2092;3620;5341;3605;3000;1803159;0;4578;0;0;78169,5;177505;89623;5171446,291;741877,5;23;2;23;0;0;0;25;1;1;13;10;0;0;0;0;0;0;14;11;177505;45337;222842;44286;0;0;267128;2810;52000;2389268;27405;2389268;2389268;0;4537855;40754;4862680
1229375;466;466-469;14;2013;0;1115690;335071;0;0;56671;0;78720;5059;202;3437;17475;14893;72978;7420;12362;1430;0;26329;418096;164314;4860712;780619;20;0;4;16;0;1;21;0;0;1;3;7;9;0;0;1;0;9;12;174182;95637;212403;59162,04;0;241645;513210,04;2101968;2102516;3745022;2102242;3745022;3745022;0;4133152;1028027;5771006
1229376;4759-4761;476 - 477;14;2013;0;149119;134131,5;0;0;26810;0;1600;6273;13720;24054;11179;4764;1444;0;24865;0;0;19422,5;146072;58135;2860261;14987,5;9;0;9;0;0;0;9;0;0;3;6;0;0;0;0;0;0;3;6;146072;33535;179607;21522,8;0;0;201129,8;492803;53707;2711142;273255;2711142;2711142;0;2962293;652472;3831166
