id_lote,tipo_cultivo,departamento,region,fertilizante_kg_ha,proveedor_semilla,latitud,longitud,campaña,area_ha,produccion_ton
573,arroz,Casanare,Orinoquía,247.0,Bayer,5.747886,-71.5902,2024A,25.6,166.66
574,maíz,Magdalena,Caribe,227.9,Bayer,10.258955,-74.510983,2025A,30.9,170.88
575,arroz,Meta,Orinoquía,201.9,Local,3.62019,-73.116485,2025A,8.2,42.89
576,maíz,Santander,Andina,231.7,Syngenta,6.102326,-73.550788,2023B,15.1,78.22
577,maíz,Huila,Andina,151.2,Bayer,2.253016,-75.670582,2024A,39.9,190.72
578,arroz,Tolima,Andina,232.1,Corteva,4.046359,-75.251349,2025A,3.0,18.81
579,maíz,Nariño,Pacífica,223.3,Corteva,1.293657,-77.418963,2024A,22.6,119.78
580,maíz,Magdalena,Caribe,135.7,Agrosavia,10.086605,-74.836252,2024A,35.7,158.15
581,maíz,Tolima,Andina,217.4,Local,4.136458,-75.428303,2023B,23.1,122.89
582,maíz,Magdalena,Caribe,137.9,Agrosavia,10.301346,-74.314893,2023A,19.9,97.91
583,soya,Valle del Cauca,Pacífica,114.4,Syngenta,4.046823,-76.448115,2024B,25.3,102.46
584,arroz,Huila,Andina,213.8,Corteva,2.624638,-75.538053,2025A,20.5,146.16
585,maíz,Santander,Andina,229.9,Bayer,6.75565,-73.789883,2025A,24.3,164.02
586,soya,Casanare,Orinoquía,86.8,Local,5.748131,-71.483559,2025A,17.2,45.24
587,maíz,Córdoba,Caribe,199.8,Local,7.829506,-75.591484,2023B,35.1,139.35
588,arroz,Córdoba,Caribe,161.8,Corteva,8.426076,-75.846139,2023A,38.2,211.25
589,maíz,Nariño,Pacífica,209.0,Local,1.179411,-77.331785,2025A,22.7,107.37
590,soya,Sucre,Caribe,81.8,Agrosavia,9.267076,-75.180611,2024A,10.1,17.37
591,arroz,Santander,Andina,174.1,Syngenta,6.940661,-73.782926,2023B,18.8,101.52
592,arroz,Huila,Andina,214.3,Corteva,2.452275,-75.519715,2025A,22.2,134.31
593,maíz,Arauca,Orinoquía,133.0,Local,7.012649,-70.792114,2024B,29.1,110.58
594,arroz,Magdalena,Caribe,268.2,Corteva,10.597835,-74.512896,2023B,13.9,85.35
595,maíz,Valle del Cauca,Pacífica,230.5,Corteva,3.87688,-76.361061,2025A,16.3,119.48
596,soya,Huila,Andina,127.0,Syngenta,2.72042,-75.645402,2025A,29.1,119.6
597,soya,Huila,Andina,107.7,Syngenta,2.328228,-75.679823,2023A,33.4,83.5
598,arroz,Casanare,Orinoquía,234.1,Agrosavia,5.799766,-71.630732,2025A,17.8,118.9
599,maíz,Arauca,Orinoquía,230.7,Bayer,7.260792,-70.452387,2024A,10.7,74.26
600,soya,Meta,Orinoquía,46.7,Bayer,3.075418,-73.063339,2024A,56.8,182.33
601,maíz,Magdalena,Caribe,205.7,Syngenta,10.396773,-74.245721,2025A,31.8,157.09
602,maíz,Bolívar,Caribe,204.2,Bayer,8.54687,-74.287881,2025A,21.3,115.23
603,maíz,Caquetá,Amazonía,160.3,Local,1.784847,-75.857687,2023B,32.7,122.63
604,maíz,Nariño,Pacífica,240.1,Syngenta,1.376915,-77.164953,2023B,22.8,135.43
605,arroz,Cesar,Caribe,192.6,Local,9.25515,-73.720729,2023A,32.7,183.12
606,arroz,Meta,Orinoquía,297.9,Syngenta,3.319172,-73.438621,2024B,25.6,198.14
607,maíz,Meta,Orinoquía,129.3,Syngenta,3.49978,-73.266132,2023A,24.9,145.17
608,arroz,Córdoba,Caribe,244.8,Local,7.728691,-75.975484,2024A,22.9,122.29
609,maíz,Meta,Orinoquía,153.9,Local,2.987838,-73.12595,2023A,9.5,47.31
610,maíz,Córdoba,Caribe,235.3,Bayer,7.960206,-75.663563,2024A,43.4,280.36
611,arroz,Tolima,Andina,231.8,Corteva,4.271227,-74.957459,2023A,14.6,95.34
612,arroz,Huila,Andina,159.3,Local,2.687659,-75.318389,2025A,10.4,59.18
613,arroz,Tolima,Andina,240.6,Bayer,4.176339,-74.8184,2023B,21.9,140.38
614,maíz,Arauca,Orinoquía,211.5,Local,6.832991,-70.572,2023B,14.4,79.2
615,arroz,Nariño,Pacífica,225.3,Local,1.171502,-77.20239,2025A,23.5,116.79
616,arroz,Huila,Andina,216.9,Local,2.607076,-75.700062,2024B,30.9,169.64
617,arroz,Huila,Andina,266.6,Local,2.201206,-75.486454,2023B,34.0,194.48
618,soya,Córdoba,Caribe,96.6,Corteva,8.010768,-75.505707,2023A,32.1,99.51
619,soya,Atlántico,Caribe,89.0,Local,10.765055,-75.041126,2024B,20.9,40.34
620,arroz,Córdoba,Caribe,210.3,Syngenta,7.974163,-75.51207,2024A,24.5,132.55
621,maíz,Tolima,Andina,229.8,Bayer,4.167232,-74.9684,2024B,28.1,204.57
622,arroz,Huila,Andina,284.4,Corteva,2.62605,-75.685825,2024A,6.4,46.14
623,maíz,Magdalena,Caribe,152.3,Agrosavia,10.378559,-74.380826,2024A,29.7,143.75
624,maíz,Arauca,Orinoquía,177.5,Corteva,6.97642,-70.695062,2024A,9.4,43.8
625,arroz,Huila,Andina,253.8,Syngenta,2.363284,-75.370575,2024B,44.4,300.59
626,arroz,Sucre,Caribe,199.0,Corteva,9.422573,-75.590434,2025A,20.0,110.0
627,arroz,Santander,Andina,290.7,Bayer,6.520159,-73.805412,2023A,22.2,159.4
628,maíz,Magdalena,Caribe,228.6,Agrosavia,10.303946,-74.459553,2024A,16.3,86.72
629,maíz,Huila,Andina,185.4,Corteva,2.554661,-75.741339,2023A,17.7,95.93
630,maíz,Nariño,Pacífica,189.3,Syngenta,1.288128,-77.216779,2024A,46.7,212.95
631,maíz,Bolívar,Caribe,157.2,Local,8.422215,-74.065458,2025A,33.4,165.0
632,maíz,Santander,Andina,177.0,Corteva,6.71962,-73.417765,2024A,8.5,50.74
633,maíz,Atlántico,Caribe,153.1,Local,10.576035,-75.03173,2025A,39.0,144.3
634,arroz,Casanare,Orinoquía,260.2,Agrosavia,5.666673,-71.562344,2024B,35.9,260.27
635,soya,Casanare,Orinoquía,110.7,Bayer,6.059029,-71.646465,2025A,21.2,76.11
636,maíz,Huila,Andina,152.6,Local,2.612458,-75.805789,2024B,27.1,131.16
637,maíz,Atlántico,Caribe,152.1,Local,10.432955,-74.637433,2023A,23.9,95.6
638,maíz,Nariño,Pacífica,202.2,Local,1.539224,-77.243182,2023B,43.7,194.03
639,arroz,Casanare,Orinoquía,290.3,Corteva,5.824977,-71.596448,2024A,16.0,117.28
640,maíz,Santander,Andina,181.9,Corteva,6.49929,-73.386847,2023B,25.5,141.78
641,arroz,Huila,Andina,223.3,Corteva,2.636453,-75.999699,2024A,19.7,126.28
642,maíz,Meta,Orinoquía,206.8,Corteva,3.082081,-72.939599,2024A,9.7,63.15
643,maíz,Arauca,Orinoquía,141.1,Local,7.245558,-70.55826,2025A,45.9,184.06
644,arroz,Huila,Andina,178.6,Syngenta,2.579657,-75.356465,2024A,12.2,68.81
645,arroz,Tolima,Andina,227.5,Local,3.823217,-74.981801,2025A,26.2,155.37
646,maíz,Valle del Cauca,Pacífica,193.5,Local,3.713759,-76.469352,2025A,6.6,39.67
647,arroz,Caquetá,Amazonía,218.6,Agrosavia,1.712978,-75.504265,2025A,20.0,115.0
648,soya,Bolívar,Caribe,83.9,Agrosavia,8.883566,-73.899891,2023B,28.2,102.65
649,maíz,Magdalena,Caribe,188.2,Bayer,10.269121,-74.406043,2024A,15.8,99.54
650,maíz,Magdalena,Caribe,141.0,Local,10.496513,-74.353329,2024A,29.9,107.04
651,maíz,Tolima,Andina,226.9,Corteva,4.2308,-75.266892,2024A,21.3,127.8
652,maíz,Bolívar,Caribe,223.4,Local,8.474897,-74.186287,2024A,35.6,181.56
653,maíz,Valle del Cauca,Pacífica,183.4,Local,3.87142,-76.760255,2025A,37.6,191.76
654,soya,Meta,Orinoquía,98.0,Syngenta,3.392391,-72.96675,2024A,18.1,56.65
655,maíz,Tolima,Andina,207.3,Corteva,4.181926,-75.305877,2024A,24.8,139.62
656,arroz,Sucre,Caribe,234.7,Local,9.445473,-75.402162,2025A,25.8,113.0
657,soya,Casanare,Orinoquía,109.0,Local,5.740662,-71.949056,2023A,30.2,103.89
658,soya,Santander,Andina,44.2,Local,6.571722,-73.674235,2024A,24.1,47.96
659,arroz,Tolima,Andina,240.9,Syngenta,4.47942,-74.824473,2025A,25.9,174.05
660,soya,Córdoba,Caribe,67.1,Agrosavia,8.002006,-75.861261,2023B,21.6,42.98
661,soya,Sucre,Caribe,83.8,Local,9.512554,-75.647798,2024B,25.2,45.36
662,arroz,Sucre,Caribe,230.5,Agrosavia,9.260005,-75.160125,2023B,37.0,215.34
663,maíz,Córdoba,Caribe,170.6,Bayer,8.171739,-75.609793,2025A,30.5,137.56
664,soya,Santander,Andina,97.3,Local,6.755253,-73.997637,2023B,31.0,86.18
665,arroz,Tolima,Andina,236.7,Syngenta,4.056773,-75.313241,2023B,31.2,232.75
666,maíz,Caquetá,Amazonía,108.5,Local,1.700685,-76.078667,2024B,22.5,73.35
667,maíz,Cesar,Caribe,249.7,Local,9.215406,-73.578801,2023B,27.2,143.34
668,arroz,Bolívar,Caribe,199.9,Syngenta,8.36716,-73.995635,2023B,13.1,75.98
669,arroz,Meta,Orinoquía,227.5,Bayer,3.280029,-72.861426,2024A,36.7,259.47
670,soya,Casanare,Orinoquía,88.8,Bayer,5.836699,-71.695048,2024A,3.0,9.3
671,arroz,Tolima,Andina,253.1,Local,4.123372,-75.084131,2024A,23.1,147.61
672,arroz,Tolima,Andina,194.6,Local,4.206974,-75.302474,2024B,35.4,199.66
673,arroz,Valle del Cauca,Pacífica,187.8,Syngenta,4.018508,-76.760369,2024B,10.4,63.34
674,arroz,Arauca,Orinoquía,193.8,Syngenta,7.251084,-70.851076,2024B,28.0,176.4
675,soya,Meta,Orinoquía,91.9,Bayer,3.292278,-72.933514,2023B,17.2,51.08
676,arroz,Tolima,Andina,267.0,Local,4.147444,-75.048769,2023A,20.3,141.9
677,maíz,Tolima,Andina,219.0,Local,4.002119,-75.335805,2024B,33.5,166.5
678,arroz,Meta,Orinoquía,292.4,Corteva,3.36981,-73.087133,2025A,26.0,189.8
679,soya,Nariño,Pacífica,123.2,Syngenta,1.686195,-77.142019,2023B,3.7,11.91
680,soya,Cesar,Caribe,101.9,Corteva,9.562864,-73.511414,2024A,14.2,44.59
681,soya,Tolima,Andina,109.3,Local,3.88833,-75.181812,2024A,33.8,93.63
682,maíz,Valle del Cauca,Pacífica,175.9,Syngenta,4.002364,-76.694302,2024A,28.5,157.89
683,maíz,Casanare,Orinoquía,228.1,Syngenta,5.837932,-71.976476,2024B,41.5,245.68
684,soya,Arauca,Orinoquía,88.4,Corteva,7.057503,-70.660028,2023A,40.8,136.27
685,arroz,Cesar,Caribe,287.3,Local,9.216925,-73.694032,2024B,20.6,129.57
686,maíz,Tolima,Andina,177.0,Syngenta,4.652824,-75.009053,2023A,49.0,294.49
687,arroz,Tolima,Andina,196.4,Corteva,4.334477,-74.921713,2024A,24.2,146.17
688,maíz,Bolívar,Caribe,249.4,Bayer,8.627617,-74.01621,2025A,14.4,86.98
689,maíz,Caquetá,Amazonía,165.6,Local,1.529047,-75.572143,2024A,17.7,74.16
690,arroz,Casanare,Orinoquía,304.3,Corteva,5.679653,-71.340546,2023A,3.0,21.15
691,maíz,Magdalena,Caribe,185.4,Agrosavia,10.573569,-74.490164,2025A,40.1,199.3
692,soya,Huila,Andina,97.3,Local,2.625737,-75.832309,2025A,39.9,104.14
693,arroz,Meta,Orinoquía,200.7,Local,2.928871,-73.010448,2025A,13.8,75.9
694,maíz,Atlántico,Caribe,209.9,Agrosavia,10.494725,-74.746417,2024A,21.7,95.91
695,arroz,Meta,Orinoquía,205.1,Local,2.929627,-73.31268,2023B,25.0,141.25
696,maíz,Caquetá,Amazonía,178.1,Local,1.574859,-75.496485,2025A,14.4,55.15
697,maíz,Sucre,Caribe,138.3,Agrosavia,9.31997,-75.084172,2024A,6.4,31.55
698,arroz,Meta,Orinoquía,309.6,Corteva,3.268939,-72.996796,2025A,21.9,190.09
699,soya,Meta,Orinoquía,97.9,Local,3.054341,-73.17765,2024A,20.8,64.9
700,soya,Córdoba,Caribe,80.3,Local,8.234478,-75.483697,2024A,20.1,43.01
701,maíz,Cesar,Caribe,182.8,Local,9.152813,-73.60919,2025A,26.2,120.78
702,maíz,Casanare,Orinoquía,166.9,Bayer,5.734748,-71.478915,2024A,38.3,199.54
703,maíz,Valle del Cauca,Pacífica,165.0,Corteva,3.632219,-76.758357,2023A,21.0,121.17
704,soya,Meta,Orinoquía,120.1,Bayer,3.350481,-72.935809,2023B,25.7,103.83
705,maíz,Meta,Orinoquía,186.8,Local,3.190878,-73.16774,2024A,31.3,171.52
706,maíz,Huila,Andina,186.5,Syngenta,2.699333,-75.505474,2023A,29.5,151.93
707,arroz,Caquetá,Amazonía,252.9,Bayer,1.792591,-75.826192,2024A,17.9,112.05
708,maíz,Arauca,Orinoquía,204.4,Syngenta,7.108723,-70.236429,2024A,25.0,142.0
709,arroz,Tolima,Andina,320.0,Syngenta,4.34525,-75.333068,2025A,29.5,207.39
710,arroz,Santander,Andina,215.9,Syngenta,6.409414,-73.987143,2024A,12.7,88.52
711,arroz,Santander,Andina,249.5,Bayer,6.392716,-73.475085,2025A,36.6,229.85
712,maíz,Caquetá,Amazonía,196.9,Bayer,1.500026,-75.613633,2023B,38.3,233.63
713,maíz,Tolima,Andina,161.2,Corteva,4.204114,-75.259963,2024B,16.8,97.27
714,maíz,Huila,Andina,180.8,Local,2.744671,-75.618774,2023A,25.9,130.79
715,arroz,Casanare,Orinoquía,257.7,Bayer,5.687952,-71.711774,2024B,30.4,229.52
716,arroz,Meta,Orinoquía,237.3,Local,3.59326,-73.085279,2025A,18.5,104.16
717,arroz,Meta,Orinoquía,279.2,Syngenta,3.18681,-72.992032,2025A,28.8,216.58
718,maíz,Magdalena,Caribe,253.9,Bayer,10.159695,-74.189236,2024B,25.6,177.41
719,maíz,Caquetá,Amazonía,242.6,Bayer,1.876539,-75.660259,2024A,9.3,53.57
720,maíz,Valle del Cauca,Pacífica,197.2,Local,3.627059,-76.738243,2025A,28.6,160.16
721,arroz,Huila,Andina,201.1,Syngenta,2.225279,-75.883141,2025A,13.0,80.6
722,maíz,Sucre,Caribe,161.7,Local,9.501179,-75.496423,2025A,33.4,128.59
723,arroz,Huila,Andina,250.4,Bayer,2.245889,-75.147105,2024A,17.3,116.26
724,maíz,Huila,Andina,199.4,Syngenta,2.396243,-75.513486,2025A,22.4,109.98
725,arroz,Arauca,Orinoquía,229.8,Local,7.304389,-70.559947,2023B,37.7,231.86
726,maíz,Córdoba,Caribe,152.3,Local,8.287394,-75.604442,2023B,29.0,108.17
727,maíz,Caquetá,Amazonía,194.1,Local,1.660763,-75.754067,2023A,13.2,61.64
728,arroz,Valle del Cauca,Pacífica,224.4,Bayer,3.655983,-76.607374,2023B,13.9,105.78
729,arroz,Córdoba,Caribe,213.7,Agrosavia,7.872098,-75.655229,2024B,18.0,111.06
730,maíz,Santander,Andina,230.8,Bayer,6.642047,-73.746796,2025A,27.9,170.47
731,maíz,Nariño,Pacífica,192.6,Syngenta,1.509785,-77.390914,2025A,27.6,145.73
732,maíz,Santander,Andina,170.9,Syngenta,6.499425,-73.716094,2024B,15.6,78.16
733,maíz,Meta,Orinoquía,218.6,Corteva,3.451949,-73.24937,2024A,12.3,72.2
734,maíz,Casanare,Orinoquía,175.5,Bayer,5.765025,-71.461921,2024B,26.8,135.07
735,maíz,Caquetá,Amazonía,196.3,Agrosavia,1.649995,-75.75544,2024A,22.2,120.77
736,soya,Córdoba,Caribe,74.6,Corteva,8.060439,-75.74096,2025A,45.6,127.68
737,arroz,Meta,Orinoquía,140.0,Bayer,3.416766,-73.41868,2024B,24.4,154.21
738,maíz,Córdoba,Caribe,166.0,Bayer,8.126994,-75.440858,2024B,42.1,211.76
739,soya,Casanare,Orinoquía,84.5,Agrosavia,5.877646,-71.765572,2024A,12.3,40.47
740,maíz,Valle del Cauca,Pacífica,222.4,Bayer,3.528645,-76.880827,2025A,8.3,59.84
741,arroz,Santander,Andina,162.3,Syngenta,6.72587,-73.698701,2023B,12.8,62.85
742,arroz,Cesar,Caribe,153.8,Agrosavia,9.123502,-73.725118,2024A,35.9,183.45
743,maíz,Santander,Andina,198.9,Corteva,6.570265,-73.893749,2025A,41.6,251.26
744,maíz,Tolima,Andina,184.2,Syngenta,4.023659,-75.510173,2024A,16.2,98.17
745,maíz,Caquetá,Amazonía,165.2,Syngenta,1.754435,-75.636934,2025A,19.4,66.54
746,maíz,Atlántico,Caribe,120.2,Bayer,10.573111,-74.985198,2024A,12.3,44.03
747,soya,Meta,Orinoquía,117.5,Bayer,3.177417,-73.213271,2024A,5.9,16.58
748,arroz,Tolima,Andina,186.6,Agrosavia,4.41077,-75.096906,2025A,31.2,160.37
749,arroz,Cesar,Caribe,190.8,Corteva,9.083423,-73.458152,2024A,26.2,163.23
750,arroz,Meta,Orinoquía,234.7,Bayer,3.137343,-73.441819,2024A,24.1,182.2
751,maíz,Bolívar,Caribe,176.9,Local,8.574609,-73.960615,2024A,10.0,42.9
752,maíz,Huila,Andina,201.7,Bayer,2.532337,-75.614516,2023B,40.4,225.03
753,maíz,Santander,Andina,210.2,Local,6.738879,-73.674637,2024B,19.0,101.46
754,soya,Cesar,Caribe,104.9,Bayer,9.712179,-73.576045,2023A,29.3,86.44
755,arroz,Meta,Orinoquía,196.8,Corteva,3.36412,-72.976329,2025A,9.5,61.18
756,arroz,Meta,Orinoquía,220.1,Corteva,2.816282,-73.128579,2025A,22.1,141.22
757,maíz,Caquetá,Amazonía,171.2,Local,1.538752,-75.58627,2023B,26.9,123.47
758,maíz,Tolima,Andina,130.8,Local,3.973423,-75.018884,2024B,27.3,109.75
759,arroz,Huila,Andina,208.2,Corteva,2.496364,-75.643742,2024B,25.5,161.16
760,maíz,Sucre,Caribe,187.2,Local,9.240937,-75.619638,2023B,28.9,116.47
761,maíz,Santander,Andina,222.5,Corteva,6.949392,-74.070202,2023B,12.7,78.74
762,maíz,Magdalena,Caribe,170.3,Corteva,10.526262,-74.417143,2024A,26.0,130.0
763,maíz,Atlántico,Caribe,141.5,Agrosavia,10.134902,-74.836315,2024B,25.1,84.59
764,maíz,Huila,Andina,177.1,Agrosavia,2.660113,-75.331912,2024B,26.3,130.18
765,maíz,Tolima,Andina,210.4,Bayer,4.006487,-75.356593,2024A,24.7,153.14
766,maíz,Valle del Cauca,Pacífica,156.6,Bayer,3.98505,-76.345463,2024B,11.3,76.16
767,maíz,Córdoba,Caribe,201.9,Local,7.775652,-75.403345,2024B,10.8,49.68
768,arroz,Meta,Orinoquía,193.6,Agrosavia,3.474488,-73.401399,2024B,3.0,18.6
769,arroz,Bolívar,Caribe,185.6,Syngenta,8.611846,-73.738434,2025A,32.2,189.98
770,maíz,Caquetá,Amazonía,183.8,Syngenta,1.733116,-75.288228,2024A,32.3,162.79
771,arroz,Caquetá,Amazonía,209.8,Local,1.608541,-75.77476,2025A,32.4,155.2
772,soya,Caquetá,Amazonía,57.7,Local,1.923263,-75.623755,2024B,27.1,56.1
773,maíz,Atlántico,Caribe,184.7,Local,10.676618,-74.702488,2025A,3.0,13.47
774,soya,Huila,Andina,101.5,Local,2.677453,-75.628418,2024A,13.7,35.21
775,soya,Casanare,Orinoquía,142.4,Syngenta,5.538975,-71.379405,2023B,25.7,120.79
776,maíz,Meta,Orinoquía,222.1,Syngenta,3.453849,-73.095685,2024A,25.4,152.4
777,maíz,Valle del Cauca,Pacífica,204.4,Bayer,3.919487,-76.926966,2024A,21.8,132.98
778,maíz,Valle del Cauca,Pacífica,166.9,Local,4.250435,-76.633019,2024B,27.7,157.34
779,maíz,Santander,Andina,207.7,Corteva,6.665792,-73.680411,2024A,24.1,126.04
780,soya,Tolima,Andina,113.8,Bayer,4.318426,-75.244081,2025A,25.2,77.62
781,arroz,Casanare,Orinoquía,190.8,Syngenta,6.119383,-71.521028,2024B,17.6,121.97
782,maíz,Caquetá,Amazonía,198.8,Syngenta,1.595506,-75.495898,2024B,33.8,163.93
783,arroz,Meta,Orinoquía,164.6,Bayer,3.172632,-73.020409,2023B,19.7,145.58
784,maíz,Valle del Cauca,Pacífica,210.5,Agrosavia,3.614394,-76.487087,2025A,10.7,63.02
785,maíz,Tolima,Andina,187.6,Local,4.041194,-75.038935,2025A,16.3,84.76
786,arroz,Santander,Andina,227.1,Bayer,6.535009,-73.734233,2025A,20.5,124.64
787,soya,Casanare,Orinoquía,83.3,Syngenta,5.74881,-71.641267,2024A,33.9,124.41
788,maíz,Atlántico,Caribe,222.9,Bayer,10.714408,-74.813196,2024A,23.6,124.14
789,soya,Tolima,Andina,87.8,Corteva,4.180733,-75.018618,2023A,22.1,76.91
790,arroz,Meta,Orinoquía,223.0,Syngenta,3.027925,-73.122941,2024A,11.5,85.56
791,maíz,Huila,Andina,171.5,Bayer,2.193012,-75.481344,2023A,31.9,159.82
792,arroz,Valle del Cauca,Pacífica,223.8,Agrosavia,3.913658,-76.655684,2024B,17.5,109.72
793,maíz,Huila,Andina,186.4,Corteva,2.424906,-75.668969,2024B,23.0,118.68
794,soya,Santander,Andina,99.2,Local,6.421843,-73.776809,2024A,38.8,110.19
795,arroz,Meta,Orinoquía,256.1,Corteva,3.118063,-72.580823,2024A,29.1,230.47
796,soya,Huila,Andina,61.0,Corteva,2.484629,-75.546815,2025A,7.7,22.41
797,soya,Casanare,Orinoquía,118.7,Bayer,5.367622,-71.584589,2023A,6.3,30.05
798,maíz,Valle del Cauca,Pacífica,239.4,Corteva,3.840314,-76.792828,2025A,23.4,171.76
799,arroz,Tolima,Andina,276.3,Corteva,3.940777,-74.824344,2023B,11.9,84.61
800,arroz,Córdoba,Caribe,240.9,Agrosavia,7.747895,-75.593624,2023A,30.5,169.28
801,maíz,Bolívar,Caribe,199.9,Syngenta,8.791473,-73.711273,2023B,24.4,139.08
802,soya,Valle del Cauca,Pacífica,107.0,Bayer,3.418589,-76.511521,2024B,25.7,85.32
803,soya,Casanare,Orinoquía,90.8,Syngenta,5.595675,-71.289385,2024A,16.9,65.06
804,maíz,Valle del Cauca,Pacífica,184.2,Syngenta,4.021945,-76.701565,2025A,41.4,273.65
805,arroz,Tolima,Andina,168.3,Bayer,3.957527,-75.321359,2024A,52.4,328.55
806,maíz,Tolima,Andina,202.3,Bayer,3.916089,-75.445704,2023A,21.2,141.83
807,arroz,Cesar,Caribe,215.4,Local,9.513976,-73.604116,2024B,27.5,141.62
808,maíz,Nariño,Pacífica,169.9,Corteva,1.22606,-77.39889,2023A,25.0,96.25
809,soya,Valle del Cauca,Pacífica,108.5,Local,3.984941,-76.737318,2025A,21.4,80.89
810,maíz,Meta,Orinoquía,179.8,Corteva,3.462826,-73.248574,2023B,15.7,93.1
811,maíz,Valle del Cauca,Pacífica,180.7,Syngenta,3.819086,-76.556776,2024A,13.2,89.89
812,arroz,Arauca,Orinoquía,248.7,Corteva,6.886172,-70.536289,2024B,12.6,87.32
813,arroz,Tolima,Andina,237.0,Corteva,4.271719,-75.445206,2025A,28.1,199.51
814,maíz,Caquetá,Amazonía,220.4,Agrosavia,1.440394,-75.749492,2024A,18.8,99.45
815,arroz,Arauca,Orinoquía,320.0,Syngenta,7.32199,-70.517357,2025A,3.0,20.25
816,maíz,Santander,Andina,250.8,Syngenta,6.732419,-73.503551,2023B,28.4,152.22
817,soya,Arauca,Orinoquía,79.7,Corteva,6.967306,-70.635148,2025A,23.6,75.76
818,maíz,Magdalena,Caribe,178.5,Corteva,10.265042,-74.026746,2024B,37.5,228.38
819,soya,Tolima,Andina,123.8,Corteva,4.151188,-75.15405,2023B,27.7,94.18
820,maíz,Atlántico,Caribe,255.4,Bayer,10.777057,-74.989045,2023B,9.2,44.9
821,arroz,Meta,Orinoquía,249.3,Corteva,3.490226,-73.07073,2023A,3.0,22.8
822,maíz,Magdalena,Caribe,141.1,Local,10.489589,-74.476618,2024A,16.8,68.38
823,maíz,Sucre,Caribe,217.8,Bayer,9.08194,-75.449084,2023B,17.7,101.07
824,soya,Magdalena,Caribe,93.1,Local,10.241729,-74.504339,2024B,33.4,58.78
825,maíz,Caquetá,Amazonía,136.5,Syngenta,1.580432,-75.818153,2025A,23.9,118.78
826,maíz,Magdalena,Caribe,182.9,Local,10.456201,-74.333839,2023A,35.3,175.44
827,maíz,Casanare,Orinoquía,191.9,Syngenta,5.786561,-71.580235,2024A,10.8,61.88
828,soya,Córdoba,Caribe,101.7,Syngenta,7.792471,-75.561519,2024B,33.7,83.24
829,maíz,Córdoba,Caribe,219.0,Bayer,8.223762,-75.624199,2025A,31.2,187.2
830,arroz,Cesar,Caribe,283.9,Local,9.095197,-73.808589,2024A,3.8,25.35
831,maíz,Cesar,Caribe,220.5,Agrosavia,9.516561,-73.624871,2024A,37.2,184.51
832,soya,Casanare,Orinoquía,112.3,Corteva,6.188734,-71.539987,2024A,24.9,90.39
833,soya,Sucre,Caribe,99.5,Corteva,9.423861,-75.372365,2023B,27.9,87.33
834,maíz,Magdalena,Caribe,133.3,Local,10.651898,-74.126945,2023A,15.4,51.59
835,maíz,Santander,Andina,198.8,Bayer,6.505866,-73.670595,2024A,36.8,198.72
836,maíz,Nariño,Pacífica,192.9,Agrosavia,1.423365,-77.341066,2023A,12.1,57.23
837,maíz,Meta,Orinoquía,206.1,Agrosavia,3.568346,-72.630208,2024B,32.3,183.14
838,arroz,Tolima,Andina,215.8,Local,4.13401,-75.358516,2023B,32.2,176.78
839,soya,Sucre,Caribe,87.0,Local,9.148208,-75.206321,2024A,14.3,32.6
840,arroz,Magdalena,Caribe,198.6,Local,10.260644,-74.306346,2023A,43.8,241.34
841,soya,Atlántico,Caribe,78.9,Local,10.867646,-74.645226,2025A,26.3,37.87
842,soya,Cesar,Caribe,109.8,Corteva,9.343565,-73.797996,2025A,30.5,119.56
843,arroz,Córdoba,Caribe,192.0,Corteva,7.539483,-75.365273,2023B,8.7,49.76
844,maíz,Meta,Orinoquía,200.6,Bayer,3.23238,-73.076243,2024A,45.2,296.51
845,soya,Santander,Andina,107.3,Corteva,6.555681,-73.764433,2024B,11.8,43.07
846,arroz,Huila,Andina,260.1,Bayer,2.370657,-75.511072,2023A,34.2,225.04
847,maíz,Huila,Andina,138.1,Agrosavia,2.696102,-75.764335,2024A,14.1,50.76
848,maíz,Sucre,Caribe,131.8,Agrosavia,9.383514,-75.55692,2023B,17.8,72.62
849,arroz,Tolima,Andina,250.1,Bayer,3.924941,-74.879563,2025A,31.9,210.22
850,maíz,Atlántico,Caribe,170.7,Local,10.906682,-74.878249,2025A,34.3,151.95
851,arroz,Meta,Orinoquía,282.6,Syngenta,3.264754,-73.428209,2024B,11.3,86.44
852,soya,Valle del Cauca,Pacífica,98.9,Bayer,3.603414,-76.228756,2024A,34.9,128.78
853,maíz,Cesar,Caribe,246.0,Local,9.246609,-73.552683,2025A,34.4,150.67
854,soya,Valle del Cauca,Pacífica,100.1,Syngenta,4.047518,-76.425426,2025A,14.6,53.73
855,maíz,Magdalena,Caribe,197.2,Syngenta,10.280842,-74.563265,2025A,40.0,229.2
856,arroz,Arauca,Orinoquía,230.2,Agrosavia,7.050874,-71.209508,2023A,9.4,55.65
857,maíz,Atlántico,Caribe,194.0,Local,10.505036,-75.027597,2023B,17.8,94.16
858,maíz,Meta,Orinoquía,210.2,Bayer,3.368734,-72.972086,2024B,28.8,190.66
859,maíz,Santander,Andina,191.5,Syngenta,6.840462,-74.054782,2024A,15.5,72.23
860,maíz,Cesar,Caribe,178.9,Bayer,9.592254,-73.514417,2023A,26.6,136.46
