DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
68,Santander,2031,Cabecera,1936313
68,Santander,2031,Centros Poblados y Rural Disperso,527737
68,Santander,2031,Total,2464050
68,Santander,2032,Cabecera,1945877
68,Santander,2032,Centros Poblados y Rural Disperso,528183
68,Santander,2032,Total,2474060
68,Santander,2033,Cabecera,1954900
68,Santander,2033,Centros Poblados y Rural Disperso,528683
68,Santander,2033,Total,2483583
68,Santander,2034,Cabecera,1963534
68,Santander,2034,Centros Poblados y Rural Disperso,529074
68,Santander,2034,Total,2492608
68,Santander,2035,Cabecera,1971809
68,Santander,2035,Centros Poblados y Rural Disperso,529324
68,Santander,2035,Total,2501133
68,Santander,2036,Total,2509092
68,Santander,2037,Total,2516402
68,Santander,2038,Total,2523056
68,Santander,2039,Total,2529066
68,Santander,2040,Total,2534424
68,Santander,2041,Total,2539122
68,Santander,2042,Total,2543167
68,Santander,2043,Total,2546569
68,Santander,2044,Total,2549336
68,Santander,2045,Total,2551452
68,Santander,2046,Total,2552918
68,Santander,2047,Total,2553750
68,Santander,2048,Total,2553948
68,Santander,2049,Total,2553514
68,Santander,2050,Total,2552448
70,Sucre,2020,Cabecera,590920
70,Sucre,2020,Centros Poblados y Rural Disperso,359692
70,Sucre,2020,Total,950612
70,Sucre,2021,Cabecera,598031
70,Sucre,2021,Centros Poblados y Rural Disperso,368862
70,Sucre,2021,Total,966893
70,Sucre,2022,Cabecera,603687
70,Sucre,2022,Centros Poblados y Rural Disperso,377255
70,Sucre,2022,Total,980942
70,Sucre,2023,Cabecera,608774
70,Sucre,2023,Centros Poblados y Rural Disperso,385286
70,Sucre,2023,Total,994060
70,Sucre,2024,Cabecera,613634
70,Sucre,2024,Centros Poblados y Rural Disperso,392410
70,Sucre,2024,Total,1006044
70,Sucre,2025,Cabecera,618038
70,Sucre,2025,Centros Poblados y Rural Disperso,398788
70,Sucre,2025,Total,1016826
70,Sucre,2026,Cabecera,621988
70,Sucre,2026,Centros Poblados y Rural Disperso,404681
70,Sucre,2026,Total,1026669
70,Sucre,2027,Cabecera,625772
70,Sucre,2027,Centros Poblados y Rural Disperso,410128
70,Sucre,2027,Total,1035900
70,Sucre,2028,Cabecera,629424
70,Sucre,2028,Centros Poblados y Rural Disperso,415270
70,Sucre,2028,Total,1044694
70,Sucre,2029,Cabecera,633043
70,Sucre,2029,Centros Poblados y Rural Disperso,420136
70,Sucre,2029,Total,1053179
70,Sucre,2030,Cabecera,636694
70,Sucre,2030,Centros Poblados y Rural Disperso,424805
70,Sucre,2030,Total,1061499
70,Sucre,2031,Cabecera,640318
70,Sucre,2031,Centros Poblados y Rural Disperso,429347
70,Sucre,2031,Total,1069665
70,Sucre,2032,Cabecera,643789
70,Sucre,2032,Centros Poblados y Rural Disperso,433812
70,Sucre,2032,Total,1077601
70,Sucre,2033,Cabecera,647063
70,Sucre,2033,Centros Poblados y Rural Disperso,438238
70,Sucre,2033,Total,1085301
70,Sucre,2034,Cabecera,650176
70,Sucre,2034,Centros Poblados y Rural Disperso,442597
70,Sucre,2034,Total,1092773
70,Sucre,2035,Cabecera,653104
70,Sucre,2035,Centros Poblados y Rural Disperso,446914
70,Sucre,2035,Total,1100018
70,Sucre,2036,Total,1106999
70,Sucre,2037,Total,1113685
70,Sucre,2038,Total,1120085
70,Sucre,2039,Total,1126198
70,Sucre,2040,Total,1132015
70,Sucre,2041,Total,1137538
70,Sucre,2042,Total,1142783
70,Sucre,2043,Total,1147750
70,Sucre,2044,Total,1152426
70,Sucre,2045,Total,1156801
70,Sucre,2046,Total,1160884
70,Sucre,2047,Total,1164678
70,Sucre,2048,Total,1168177
70,Sucre,2049,Total,1171380
70,Sucre,2050,Total,1174282
73,Tolima,2020,Cabecera,924589
73,Tolima,2020,Centros Poblados y Rural Disperso,429749
73,Tolima,2020,Total,1354338
73,Tolima,2021,Cabecera,932382
73,Tolima,2021,Centros Poblados y Rural Disperso,429549
73,Tolima,2021,Total,1361931
73,Tolima,2022,Cabecera,938727
73,Tolima,2022,Centros Poblados y Rural Disperso,429075
73,Tolima,2022,Total,1367802
73,Tolima,2023,Cabecera,945672
73,Tolima,2023,Centros Poblados y Rural Disperso,428712
73,Tolima,2023,Total,1374384
73,Tolima,2024,Cabecera,951724
73,Tolima,2024,Centros Poblados y Rural Disperso,429224
73,Tolima,2024,Total,1380948
73,Tolima,2025,Cabecera,956963
73,Tolima,2025,Centros Poblados y Rural Disperso,429863
73,Tolima,2025,Total,1386826
73,Tolima,2026,Cabecera,961671
73,Tolima,2026,Centros Poblados y Rural Disperso,430448
73,Tolima,2026,Total,1392119
73,Tolima,2027,Cabecera,966011
73,Tolima,2027,Centros Poblados y Rural Disperso,431090
73,Tolima,2027,Total,1397101
73,Tolima,2028,Cabecera,969866
73,Tolima,2028,Centros Poblados y Rural Disperso,431935
73,Tolima,2028,Total,1401801
73,Tolima,2029,Cabecera,973418
73,Tolima,2029,Centros Poblados y Rural Disperso,432832
73,Tolima,2029,Total,1406250
73,Tolima,2030,Cabecera,976595
73,Tolima,2030,Centros Poblados y Rural Disperso,433889
73,Tolima,2030,Total,1410484
73,Tolima,2031,Cabecera,979514
73,Tolima,2031,Centros Poblados y Rural Disperso,434983
73,Tolima,2031,Total,1414497
73,Tolima,2032,Cabecera,982188
73,Tolima,2032,Centros Poblados y Rural Disperso,436076
73,Tolima,2032,Total,1418264
73,Tolima,2033,Cabecera,984672
73,Tolima,2033,Centros Poblados y Rural Disperso,437089
73,Tolima,2033,Total,1421761
73,Tolima,2034,Cabecera,986913
73,Tolima,2034,Centros Poblados y Rural Disperso,438061
73,Tolima,2034,Total,1424974
73,Tolima,2035,Cabecera,989016
73,Tolima,2035,Centros Poblados y Rural Disperso,438882
73,Tolima,2035,Total,1427898
73,Tolima,2036,Total,1430518
73,Tolima,2037,Total,1432810
73,Tolima,2038,Total,1434767
73,Tolima,2039,Total,1436410
73,Tolima,2040,Total,1437731
73,Tolima,2041,Total,1438733
73,Tolima,2042,Total,1439421
73,Tolima,2043,Total,1439790
73,Tolima,2044,Total,1439846
73,Tolima,2045,Total,1439590
73,Tolima,2046,Total,1439030
73,Tolima,2047,Total,1438161
73,Tolima,2048,Total,1436969
73,Tolima,2049,Total,1435469
73,Tolima,2050,Total,1433661
76,Valle del Cauca,2020,Cabecera,3906328
76,Valle del Cauca,2020,Centros Poblados y Rural Disperso,676049
76,Valle del Cauca,2020,Total,4582377
76,Valle del Cauca,2021,Cabecera,3937232
76,Valle del Cauca,2021,Centros Poblados y Rural Disperso,676532
76,Valle del Cauca,2021,Total,4613764
76,Valle del Cauca,2022,Cabecera,3954741
76,Valle del Cauca,2022,Centros Poblados y Rural Disperso,671323
76,Valle del Cauca,2022,Total,4626064
76,Valle del Cauca,2023,Cabecera,3972260
76,Valle del Cauca,2023,Centros Poblados y Rural Disperso,665769
76,Valle del Cauca,2023,Total,4638029
76,Valle del Cauca,2024,Cabecera,3986159
76,Valle del Cauca,2024,Centros Poblados y Rural Disperso,661208
76,Valle del Cauca,2024,Total,4647367
76,Valle del Cauca,2025,Cabecera,3995831
76,Valle del Cauca,2025,Centros Poblados y Rural Disperso,656681
76,Valle del Cauca,2025,Total,4652512
76,Valle del Cauca,2026,Cabecera,4002306
76,Valle del Cauca,2026,Centros Poblados y Rural Disperso,652129
76,Valle del Cauca,2026,Total,4654435
76,Valle del Cauca,2027,Cabecera,4006898
76,Valle del Cauca,2027,Centros Poblados y Rural Disperso,647599
76,Valle del Cauca,2027,Total,4654497
76,Valle del Cauca,2028,Cabecera,4009994
76,Valle del Cauca,2028,Centros Poblados y Rural Disperso,643230
76,Valle del Cauca,2028,Total,4653224
76,Valle del Cauca,2029,Cabecera,4012013
76,Valle del Cauca,2029,Centros Poblados y Rural Disperso,639026
76,Valle del Cauca,2029,Total,4651039
76,Valle del Cauca,2030,Cabecera,4013254
76,Valle del Cauca,2030,Centros Poblados y Rural Disperso,635090
76,Valle del Cauca,2030,Total,4648344
76,Valle del Cauca,2031,Cabecera,4013782
76,Valle del Cauca,2031,Centros Poblados y Rural Disperso,631270
76,Valle del Cauca,2031,Total,4645052
76,Valle del Cauca,2032,Cabecera,4013441
76,Valle del Cauca,2032,Centros Poblados y Rural Disperso,627386
76,Valle del Cauca,2032,Total,4640827
76,Valle del Cauca,2033,Cabecera,4012193
76,Valle del Cauca,2033,Centros Poblados y Rural Disperso,623430
76,Valle del Cauca,2033,Total,4635623
76,Valle del Cauca,2034,Cabecera,4010101
76,Valle del Cauca,2034,Centros Poblados y Rural Disperso,619356
76,Valle del Cauca,2034,Total,4629457
76,Valle del Cauca,2035,Cabecera,4007109
76,Valle del Cauca,2035,Centros Poblados y Rural Disperso,615225
76,Valle del Cauca,2035,Total,4622334
76,Valle del Cauca,2036,Total,4614095
76,Valle del Cauca,2037,Total,4604584
76,Valle del Cauca,2038,Total,4593796
76,Valle del Cauca,2039,Total,4581744
76,Valle del Cauca,2040,Total,4568409
76,Valle del Cauca,2041,Total,4553785
76,Valle del Cauca,2042,Total,4537908
76,Valle del Cauca,2043,Total,4520802
76,Valle del Cauca,2044,Total,4502469
76,Valle del Cauca,2045,Total,4482916
76,Valle del Cauca,2046,Total,4462183
76,Valle del Cauca,2047,Total,4440324
76,Valle del Cauca,2048,Total,4417360
76,Valle del Cauca,2049,Total,4393312
76,Valle del Cauca,2050,Total,4368211
81,Arauca,2020,Cabecera,189171
81,Arauca,2020,Centros Poblados y Rural Disperso,102081
81,Arauca,2020,Total,291252
81,Arauca,2021,Cabecera,194149
81,Arauca,2021,Centros Poblados y Rural Disperso,106488
81,Arauca,2021,Total,300637
81,Arauca,2022,Cabecera,198159
81,Arauca,2022,Centros Poblados y Rural Disperso,109469
81,Arauca,2022,Total,307628
81,Arauca,2023,Cabecera,201155
81,Arauca,2023,Centros Poblados y Rural Disperso,111942
81,Arauca,2023,Total,313097
81,Arauca,2024,Cabecera,203505
81,Arauca,2024,Centros Poblados y Rural Disperso,113893
81,Arauca,2024,Total,317398
81,Arauca,2025,Cabecera,205266
81,Arauca,2025,Centros Poblados y Rural Disperso,115457
81,Arauca,2025,Total,320723
81,Arauca,2026,Cabecera,206604
81,Arauca,2026,Centros Poblados y Rural Disperso,116742
81,Arauca,2026,Total,323346
81,Arauca,2027,Cabecera,207626
81,Arauca,2027,Centros Poblados y Rural Disperso,117901
81,Arauca,2027,Total,325527
81,Arauca,2028,Cabecera,208560
81,Arauca,2028,Centros Poblados y Rural Disperso,118880
81,Arauca,2028,Total,327440
81,Arauca,2029,Cabecera,209430
81,Arauca,2029,Centros Poblados y Rural Disperso,119807
81,Arauca,2029,Total,329237
81,Arauca,2030,Cabecera,210356
81,Arauca,2030,Centros Poblados y Rural Disperso,120681
81,Arauca,2030,Total,331037
81,Arauca,2031,Cabecera,211220
81,Arauca,2031,Centros Poblados y Rural Disperso,121621
81,Arauca,2031,Total,332841
81,Arauca,2032,Cabecera,212087
81,Arauca,2032,Centros Poblados y Rural Disperso,122502
81,Arauca,2032,Total,334589
81,Arauca,2033,Cabecera,212898
81,Arauca,2033,Centros Poblados y Rural Disperso,123371
81,Arauca,2033,Total,336269
81,Arauca,2034,Cabecera,213648
81,Arauca,2034,Centros Poblados y Rural Disperso,124245
81,Arauca,2034,Total,337893
81,Arauca,2035,Cabecera,214332
81,Arauca,2035,Centros Poblados y Rural Disperso,125133
81,Arauca,2035,Total,339465
81,Arauca,2036,Total,340958
81,Arauca,2037,Total,342354
81,Arauca,2038,Total,343655
81,Arauca,2039,Total,344859
81,Arauca,2040,Total,345971
81,Arauca,2041,Total,346993
81,Arauca,2042,Total,347927
81,Arauca,2043,Total,348780
81,Arauca,2044,Total,349545
81,Arauca,2045,Total,350213
81,Arauca,2046,Total,350787
81,Arauca,2047,Total,351278
81,Arauca,2048,Total,351679
81,Arauca,2049,Total,351986
81,Arauca,2050,Total,352194
85,Casanare,2020,Cabecera,315408
85,Casanare,2020,Centros Poblados y Rural Disperso,128124
85,Casanare,2020,Total,443532
85,Casanare,2021,Cabecera,323586
85,Casanare,2021,Centros Poblados y Rural Disperso,128512
85,Casanare,2021,Total,452098
85,Casanare,2022,Cabecera,330773
85,Casanare,2022,Centros Poblados y Rural Disperso,129200
85,Casanare,2022,Total,459973
85,Casanare,2023,Cabecera,337972
85,Casanare,2023,Centros Poblados y Rural Disperso,129803
85,Casanare,2023,Total,467775
85,Casanare,2024,Cabecera,344587
85,Casanare,2024,Centros Poblados y Rural Disperso,130557
85,Casanare,2024,Total,475144
85,Casanare,2025,Cabecera,350721
85,Casanare,2025,Centros Poblados y Rural Disperso,131217
85,Casanare,2025,Total,481938
85,Casanare,2026,Cabecera,356398
85,Casanare,2026,Centros Poblados y Rural Disperso,131860
85,Casanare,2026,Total,488258
85,Casanare,2027,Cabecera,361777
85,Casanare,2027,Centros Poblados y Rural Disperso,132474
85,Casanare,2027,Total,494251
85,Casanare,2028,Cabecera,366830
85,Casanare,2028,Centros Poblados y Rural Disperso,133149
85,Casanare,2028,Total,499979
85,Casanare,2029,Cabecera,371636
85,Casanare,2029,Centros Poblados y Rural Disperso,133868
85,Casanare,2029,Total,505504
85,Casanare,2030,Cabecera,376204
85,Casanare,2030,Centros Poblados y Rural Disperso,134686
85,Casanare,2030,Total,510890
85,Casanare,2031,Cabecera,380654
85,Casanare,2031,Centros Poblados y Rural Disperso,135489
85,Casanare,2031,Total,516143
85,Casanare,2032,Cabecera,384955
85,Casanare,2032,Centros Poblados y Rural Disperso,136285
85,Casanare,2032,Total,521240
85,Casanare,2033,Cabecera,389134
85,Casanare,2033,Centros Poblados y Rural Disperso,137036
85,Casanare,2033,Total,526170
85,Casanare,2034,Cabecera,393186
85,Casanare,2034,Centros Poblados y Rural Disperso,137751
85,Casanare,2034,Total,530937
85,Casanare,2035,Cabecera,397134
85,Casanare,2035,Centros Poblados y Rural Disperso,138413
85,Casanare,2035,Total,535547
85,Casanare,2036,Total,539985
85,Casanare,2037,Total,544245
85,Casanare,2038,Total,548338
85,Casanare,2039,Total,552256
85,Casanare,2040,Total,555990
85,Casanare,2041,Total,559548
85,Casanare,2042,Total,562931
85,Casanare,2043,Total,566149
85,Casanare,2044,Total,569194
85,Casanare,2045,Total,572059
85,Casanare,2046,Total,574747
85,Casanare,2047,Total,577256
85,Casanare,2048,Total,579591
85,Casanare,2049,Total,581753
85,Casanare,2050,Total,583735
86,Putumayo,2020,Cabecera,185589
86,Putumayo,2020,Centros Poblados y Rural Disperso,179294
86,Putumayo,2020,Total,364883
86,Putumayo,2021,Cabecera,190143
86,Putumayo,2021,Centros Poblados y Rural Disperso,181070
86,Putumayo,2021,Total,371213
86,Putumayo,2022,Cabecera,194348
86,Putumayo,2022,Centros Poblados y Rural Disperso,182747
86,Putumayo,2022,Total,377095
86,Putumayo,2023,Cabecera,198450
86,Putumayo,2023,Centros Poblados y Rural Disperso,184592
86,Putumayo,2023,Total,383042
86,Putumayo,2024,Cabecera,202466
86,Putumayo,2024,Centros Poblados y Rural Disperso,186250
86,Putumayo,2024,Total,388716
86,Putumayo,2025,Cabecera,206247
86,Putumayo,2025,Centros Poblados y Rural Disperso,187741
86,Putumayo,2025,Total,393988
86,Putumayo,2026,Cabecera,209786
86,Putumayo,2026,Centros Poblados y Rural Disperso,189147
86,Putumayo,2026,Total,398933
86,Putumayo,2027,Cabecera,213015
86,Putumayo,2027,Centros Poblados y Rural Disperso,190659
86,Putumayo,2027,Total,403674
86,Putumayo,2028,Cabecera,216301
86,Putumayo,2028,Centros Poblados y Rural Disperso,191947
86,Putumayo,2028,Total,408248
86,Putumayo,2029,Cabecera,219433
86,Putumayo,2029,Centros Poblados y Rural Disperso,193252
86,Putumayo,2029,Total,412685
86,Putumayo,2030,Cabecera,222475
86,Putumayo,2030,Centros Poblados y Rural Disperso,194545
86,Putumayo,2030,Total,417020
86,Putumayo,2031,Cabecera,225265
86,Putumayo,2031,Centros Poblados y Rural Disperso,195993
86,Putumayo,2031,Total,421258
86,Putumayo,2032,Cabecera,228180
86,Putumayo,2032,Centros Poblados y Rural Disperso,197201
86,Putumayo,2032,Total,425381
86,Putumayo,2033,Cabecera,231048
86,Putumayo,2033,Centros Poblados y Rural Disperso,198335
86,Putumayo,2033,Total,429383
86,Putumayo,2034,Cabecera,233905
86,Putumayo,2034,Centros Poblados y Rural Disperso,199367
86,Putumayo,2034,Total,433272
86,Putumayo,2035,Cabecera,236572
86,Putumayo,2035,Centros Poblados y Rural Disperso,200473
86,Putumayo,2035,Total,437045
86,Putumayo,2036,Total,440689
86,Putumayo,2037,Total,444205
86,Putumayo,2038,Total,447589
86,Putumayo,2039,Total,450833
86,Putumayo,2040,Total,453942
86,Putumayo,2041,Total,456919
86,Putumayo,2042,Total,459761
86,Putumayo,2043,Total,462465
86,Putumayo,2044,Total,465030
86,Putumayo,2045,Total,467462
86,Putumayo,2046,Total,469761
86,Putumayo,2047,Total,471925
86,Putumayo,2048,Total,473961
86,Putumayo,2049,Total,475860
86,Putumayo,2050,Total,477616
88,Archipiélago de San Andrés,2020,Cabecera,44308
88,Archipiélago de San Andrés,2020,Centros Poblados y Rural Disperso,17590
88,Archipiélago de San Andrés,2020,Total,61898
88,Archipiélago de San Andrés,2021,Cabecera,44196
88,Archipiélago de San Andrés,2021,Centros Poblados y Rural Disperso,17963
88,Archipiélago de San Andrés,2021,Total,62159
88,Archipiélago de San Andrés,2022,Cabecera,44284
88,Archipiélago de San Andrés,2022,Centros Poblados y Rural Disperso,17971
88,Archipiélago de San Andrés,2022,Total,62255
88,Archipiélago de San Andrés,2023,Cabecera,44409
88,Archipiélago de San Andrés,2023,Centros Poblados y Rural Disperso,17860
88,Archipiélago de San Andrés,2023,Total,62269
88,Archipiélago de San Andrés,2024,Cabecera,44563
88,Archipiélago de San Andrés,2024,Centros Poblados y Rural Disperso,17686
88,Archipiélago de San Andrés,2024,Total,62249
88,Archipiélago de San Andrés,2025,Cabecera,44723
88,Archipiélago de San Andrés,2025,Centros Poblados y Rural Disperso,17458
88,Archipiélago de San Andrés,2025,Total,62181
88,Archipiélago de San Andrés,2026,Cabecera,44869
88,Archipiélago de San Andrés,2026,Centros Poblados y Rural Disperso,17199
88,Archipiélago de San Andrés,2026,Total,62068
88,Archipiélago de San Andrés,2027,Cabecera,45047
88,Archipiélago de San Andrés,2027,Centros Poblados y Rural Disperso,16880
88,Archipiélago de San Andrés,2027,Total,61927
88,Archipiélago de San Andrés,2028,Cabecera,45228
88,Archipiélago de San Andrés,2028,Centros Poblados y Rural Disperso,16536
88,Archipiélago de San Andrés,2028,Total,61764
88,Archipiélago de San Andrés,2029,Cabecera,45427
88,Archipiélago de San Andrés,2029,Centros Poblados y Rural Disperso,16156
88,Archipiélago de San Andrés,2029,Total,61583
88,Archipiélago de San Andrés,2030,Cabecera,45633
88,Archipiélago de San Andrés,2030,Centros Poblados y Rural Disperso,15747
88,Archipiélago de San Andrés,2030,Total,61380
88,Archipiélago de San Andrés,2031,Cabecera,45840
88,Archipiélago de San Andrés,2031,Centros Poblados y Rural Disperso,15326
88,Archipiélago de San Andrés,2031,Total,61166
88,Archipiélago de San Andrés,2032,Cabecera,46037
88,Archipiélago de San Andrés,2032,Centros Poblados y Rural Disperso,14909
88,Archipiélago de San Andrés,2032,Total,60946
88,Archipiélago de San Andrés,2033,Cabecera,46214
88,Archipiélago de San Andrés,2033,Centros Poblados y Rural Disperso,14498
88,Archipiélago de San Andrés,2033,Total,60712
88,Archipiélago de San Andrés,2034,Cabecera,46372
88,Archipiélago de San Andrés,2034,Centros Poblados y Rural Disperso,14087
88,Archipiélago de San Andrés,2034,Total,60459
88,Archipiélago de San Andrés,2035,Cabecera,46505
88,Archipiélago de San Andrés,2035,Centros Poblados y Rural Disperso,13690
88,Archipiélago de San Andrés,2035,Total,60195
88,Archipiélago de San Andrés,2036,Total,59920
88,Archipiélago de San Andrés,2037,Total,59625
88,Archipiélago de San Andrés,2038,Total,59314
88,Archipiélago de San Andrés,2039,Total,58986
88,Archipiélago de San Andrés,2040,Total,58647
88,Archipiélago de San Andrés,2041,Total,58298
88,Archipiélago de San Andrés,2042,Total,57934
88,Archipiélago de San Andrés,2043,Total,57555
88,Archipiélago de San Andrés,2044,Total,57159
88,Archipiélago de San Andrés,2045,Total,56750
88,Archipiélago de San Andrés,2046,Total,56325
88,Archipiélago de San Andrés,2047,Total,55883
88,Archipiélago de San Andrés,2048,Total,55428
88,Archipiélago de San Andrés,2049,Total,54961
88,Archipiélago de San Andrés,2050,Total,54483
91,Amazonas,2020,Cabecera,39835
91,Amazonas,2020,Centros Poblados y Rural Disperso,40637
91,Amazonas,2020,Total,80472
91,Amazonas,2021,Cabecera,41089
91,Amazonas,2021,Centros Poblados y Rural Disperso,41082
91,Amazonas,2021,Total,82171
91,Amazonas,2022,Cabecera,42170
91,Amazonas,2022,Centros Poblados y Rural Disperso,41520
91,Amazonas,2022,Total,83690
91,Amazonas,2023,Cabecera,43220
91,Amazonas,2023,Centros Poblados y Rural Disperso,41836
91,Amazonas,2023,Total,85056
91,Amazonas,2024,Cabecera,44170
91,Amazonas,2024,Centros Poblados y Rural Disperso,42148
91,Amazonas,2024,Total,86318
91,Amazonas,2025,Cabecera,45049
91,Amazonas,2025,Centros Poblados y Rural Disperso,42431
91,Amazonas,2025,Total,87480
91,Amazonas,2026,Cabecera,45879
91,Amazonas,2026,Centros Poblados y Rural Disperso,42676
91,Amazonas,2026,Total,88555
91,Amazonas,2027,Cabecera,46662
91,Amazonas,2027,Centros Poblados y Rural Disperso,42919
91,Amazonas,2027,Total,89581
91,Amazonas,2028,Cabecera,47388
91,Amazonas,2028,Centros Poblados y Rural Disperso,43172
91,Amazonas,2028,Total,90560
91,Amazonas,2029,Cabecera,48076
91,Amazonas,2029,Centros Poblados y Rural Disperso,43429
91,Amazonas,2029,Total,91505
91,Amazonas,2030,Cabecera,48710
91,Amazonas,2030,Centros Poblados y Rural Disperso,43712
91,Amazonas,2030,Total,92422
91,Amazonas,2031,Cabecera,49374
91,Amazonas,2031,Centros Poblados y Rural Disperso,43942
91,Amazonas,2031,Total,93316
91,Amazonas,2032,Cabecera,49963
91,Amazonas,2032,Centros Poblados y Rural Disperso,44228
91,Amazonas,2032,Total,94191
91,Amazonas,2033,Cabecera,50551
91,Amazonas,2033,Centros Poblados y Rural Disperso,44488
91,Amazonas,2033,Total,95039
91,Amazonas,2034,Cabecera,51125
91,Amazonas,2034,Centros Poblados y Rural Disperso,44736
91,Amazonas,2034,Total,95861
91,Amazonas,2035,Cabecera,51688
91,Amazonas,2035,Centros Poblados y Rural Disperso,44975
91,Amazonas,2035,Total,96663
91,Amazonas,2036,Total,97436
91,Amazonas,2037,Total,98178
91,Amazonas,2038,Total,98889
91,Amazonas,2039,Total,99569
91,Amazonas,2040,Total,100219
91,Amazonas,2041,Total,100837
91,Amazonas,2042,Total,101424
91,Amazonas,2043,Total,101981
91,Amazonas,2044,Total,102509
91,Amazonas,2045,Total,103008
91,Amazonas,2046,Total,103474
91,Amazonas,2047,Total,103909
91,Amazonas,2048,Total,104315
91,Amazonas,2049,Total,104691
91,Amazonas,2050,Total,105037
94,Guainía,2020,Cabecera,23575
94,Guainía,2020,Centros Poblados y Rural Disperso,28431
94,Guainía,2020,Total,52006
94,Guainía,2021,Cabecera,24456
94,Guainía,2021,Centros Poblados y Rural Disperso,29127
94,Guainía,2021,Total,53583
94,Guainía,2022,Cabecera,25306
94,Guainía,2022,Centros Poblados y Rural Disperso,29785
94,Guainía,2022,Total,55091
94,Guainía,2023,Cabecera,26161
94,Guainía,2023,Centros Poblados y Rural Disperso,30390
94,Guainía,2023,Total,56551
94,Guainía,2024,Cabecera,26944
94,Guainía,2024,Centros Poblados y Rural Disperso,30990
94,Guainía,2024,Total,57934
94,Guainía,2025,Cabecera,27691
94,Guainía,2025,Centros Poblados y Rural Disperso,31549
94,Guainía,2025,Total,59240
94,Guainía,2026,Cabecera,28380
94,Guainía,2026,Centros Poblados y Rural Disperso,32113
94,Guainía,2026,Total,60493
94,Guainía,2027,Cabecera,29079
94,Guainía,2027,Centros Poblados y Rural Disperso,32646
94,Guainía,2027,Total,61725
94,Guainía,2028,Cabecera,29736
94,Guainía,2028,Centros Poblados y Rural Disperso,33206
94,Guainía,2028,Total,62942
94,Guainía,2029,Cabecera,30328
94,Guainía,2029,Centros Poblados y Rural Disperso,33819
94,Guainía,2029,Total,64147
94,Guainía,2030,Cabecera,30896
94,Guainía,2030,Centros Poblados y Rural Disperso,34459
94,Guainía,2030,Total,65355
94,Guainía,2031,Cabecera,31486
94,Guainía,2031,Centros Poblados y Rural Disperso,35082
94,Guainía,2031,Total,66568
94,Guainía,2032,Cabecera,32050
94,Guainía,2032,Centros Poblados y Rural Disperso,35725
94,Guainía,2032,Total,67775
94,Guainía,2033,Cabecera,32627
94,Guainía,2033,Centros Poblados y Rural Disperso,36346
94,Guainía,2033,Total,68973
94,Guainía,2034,Cabecera,33179
94,Guainía,2034,Centros Poblados y Rural Disperso,36982
94,Guainía,2034,Total,70161
94,Guainía,2035,Cabecera,33761
94,Guainía,2035,Centros Poblados y Rural Disperso,37578
94,Guainía,2035,Total,71339
94,Guainía,2036,Total,72505
94,Guainía,2037,Total,73655
94,Guainía,2038,Total,74789
94,Guainía,2039,Total,75909
94,Guainía,2040,Total,77012
94,Guainía,2041,Total,78094
94,Guainía,2042,Total,79158
94,Guainía,2043,Total,80207
94,Guainía,2044,Total,81239
94,Guainía,2045,Total,82254
94,Guainía,2046,Total,83251
94,Guainía,2047,Total,84238
94,Guainía,2048,Total,85214
94,Guainía,2049,Total,86173
94,Guainía,2050,Total,87114
95,Guaviare,2020,Cabecera,49591
95,Guaviare,2020,Centros Poblados y Rural Disperso,39459
95,Guaviare,2020,Total,89050
95,Guaviare,2021,Cabecera,51222
95,Guaviare,2021,Centros Poblados y Rural Disperso,40495
95,Guaviare,2021,Total,91717
95,Guaviare,2022,Cabecera,52990
95,Guaviare,2022,Centros Poblados y Rural Disperso,41635
95,Guaviare,2022,Total,94625
95,Guaviare,2023,Cabecera,54734
95,Guaviare,2023,Centros Poblados y Rural Disperso,42882
95,Guaviare,2023,Total,97616
95,Guaviare,2024,Cabecera,56402
95,Guaviare,2024,Centros Poblados y Rural Disperso,44095
95,Guaviare,2024,Total,100497
95,Guaviare,2025,Cabecera,57976
95,Guaviare,2025,Centros Poblados y Rural Disperso,45261
95,Guaviare,2025,Total,103237
95,Guaviare,2026,Cabecera,59449
95,Guaviare,2026,Centros Poblados y Rural Disperso,46406
95,Guaviare,2026,Total,105855
95,Guaviare,2027,Cabecera,60815
95,Guaviare,2027,Centros Poblados y Rural Disperso,47592
95,Guaviare,2027,Total,108407
95,Guaviare,2028,Cabecera,62141
95,Guaviare,2028,Centros Poblados y Rural Disperso,48758
95,Guaviare,2028,Total,110899
95,Guaviare,2029,Cabecera,63393
95,Guaviare,2029,Centros Poblados y Rural Disperso,49942
95,Guaviare,2029,Total,113335
95,Guaviare,2030,Cabecera,64574
95,Guaviare,2030,Centros Poblados y Rural Disperso,51161
95,Guaviare,2030,Total,115735
95,Guaviare,2031,Cabecera,65696
95,Guaviare,2031,Centros Poblados y Rural Disperso,52404
95,Guaviare,2031,Total,118100
95,Guaviare,2032,Cabecera,66803
95,Guaviare,2032,Centros Poblados y Rural Disperso,53623
95,Guaviare,2032,Total,120426
95,Guaviare,2033,Cabecera,67879
95,Guaviare,2033,Centros Poblados y Rural Disperso,54825
95,Guaviare,2033,Total,122704
95,Guaviare,2034,Cabecera,68912
95,Guaviare,2034,Centros Poblados y Rural Disperso,56030
95,Guaviare,2034,Total,124942
95,Guaviare,2035,Cabecera,69898
