order_id,branch,driver_id,received_datetime,assigned_datetime,completed_datetime
ORD031425,Salitre,SAL_D02,2026-03-20 17:40:47,2026-03-20 17:43:18,2026-03-20 18:14:19
ORD031426,Salitre,SAL_D07,2026-03-20 17:53:26,2026-03-20 17:54:38,2026-03-20 18:16:45
ORD031427,Salitre,SAL_D05,2026-03-20 18:03:12,2026-03-20 18:05:10,2026-03-20 18:31:37
ORD031428,Salitre,SAL_D01,2026-03-20 18:12:53,2026-03-20 18:15:41,2026-03-20 18:38:47
ORD031429,Salitre,SAL_D04,2026-03-20 18:16:05,2026-03-20 18:20:02,2026-03-20 18:51:10
ORD031430,Salitre,SAL_D06,2026-03-20 18:16:49,2026-03-20 18:19:33,2026-03-20 18:49:55
ORD031431,Salitre,SAL_D08,2026-03-20 18:20:31,2026-03-20 18:22:39,2026-03-20 18:41:49
ORD031432,Salitre,SAL_D03,2026-03-20 18:25:16,2026-03-20 18:29:02,2026-03-20 18:51:52
ORD031433,Salitre,SAL_D02,2026-03-20 18:25:25,2026-03-20 18:27:55,2026-03-20 18:50:03
ORD031434,Salitre,SAL_D07,2026-03-20 18:42:05,2026-03-20 18:43:19,2026-03-20 19:15:21
ORD031435,Salitre,SAL_D05,2026-03-20 19:03:18,2026-03-20 19:07:10,2026-03-20 19:32:09
ORD031436,Salitre,SAL_D01,2026-03-20 19:19:09,2026-03-20 19:20:47,2026-03-20 19:50:46
ORD031437,Salitre,SAL_D08,2026-03-20 19:19:27,2026-03-20 19:21:55,2026-03-20 19:59:10
ORD031438,Salitre,SAL_D06,2026-03-20 19:31:57,2026-03-20 19:35:50,2026-03-20 19:55:27
ORD031439,Salitre,SAL_D02,2026-03-20 19:32:58,2026-03-20 19:36:22,2026-03-20 20:02:08
ORD031440,Salitre,SAL_D04,2026-03-20 19:36:26,2026-03-20 19:40:20,2026-03-20 20:01:37
ORD031441,Salitre,SAL_D03,2026-03-20 19:37:54,2026-03-20 19:40:40,2026-03-20 19:55:48
ORD031442,Salitre,SAL_D07,2026-03-20 19:47:45,2026-03-20 19:50:50,2026-03-20 20:22:58
ORD031443,Salitre,SAL_D05,2026-03-20 19:55:42,2026-03-20 19:57:45,2026-03-20 20:29:32
ORD031444,Salitre,SAL_D01,2026-03-20 20:09:33,2026-03-20 20:12:04,2026-03-20 20:29:45
ORD031445,Salitre,SAL_D06,2026-03-20 20:17:07,2026-03-20 20:18:25,2026-03-20 20:37:38
ORD031446,Salitre,SAL_D03,2026-03-20 20:33:12,2026-03-20 20:35:26,2026-03-20 20:58:02
ORD031447,Salitre,SAL_D08,2026-03-20 20:33:32,2026-03-20 20:37:29,2026-03-20 21:07:47
ORD031448,Salitre,SAL_D04,2026-03-20 20:35:46,2026-03-20 20:38:08,2026-03-20 21:00:37
ORD031449,Salitre,SAL_D02,2026-03-20 20:41:05,2026-03-20 20:43:26,2026-03-20 21:04:04
ORD031450,Salitre,SAL_D07,2026-03-20 20:41:27,2026-03-20 20:43:02,2026-03-20 21:15:40
ORD031451,Salitre,SAL_D05,2026-03-20 20:52:30,2026-03-20 20:55:56,2026-03-20 21:16:03
ORD031452,Salitre,SAL_D01,2026-03-20 20:55:13,2026-03-20 20:59:02,2026-03-20 21:28:17
ORD031453,Salitre,SAL_D06,2026-03-20 20:57:34,2026-03-20 20:59:31,2026-03-20 21:17:48
ORD031454,Salitre,SAL_D03,2026-03-20 21:07:11,2026-03-20 21:09:17,2026-03-20 21:34:16
ORD031455,Salitre,SAL_D04,2026-03-20 21:19:21,2026-03-20 21:21:53,2026-03-20 21:52:50
ORD031456,Salitre,SAL_D02,2026-03-20 21:29:26,2026-03-20 21:32:04,2026-03-20 21:58:44
ORD031457,Salitre,SAL_D08,2026-03-20 21:33:33,2026-03-20 21:35:06,2026-03-20 22:13:25
ORD031458,Salitre,SAL_D07,2026-03-20 21:34:14,2026-03-20 21:37:14,2026-03-20 22:03:00
ORD031459,Salitre,SAL_D05,2026-03-20 21:37:20,2026-03-20 21:39:26,2026-03-20 22:07:38
ORD031460,Salitre,SAL_D06,2026-03-20 21:56:07,2026-03-20 21:59:45,2026-03-20 22:29:41
ORD031461,Salitre,SAL_D01,2026-03-21 11:00:02,2026-03-21 11:04:02,2026-03-21 11:32:23
ORD031462,Salitre,SAL_D03,2026-03-21 11:02:18,2026-03-21 11:06:17,2026-03-21 11:54:47
ORD031463,Salitre,SAL_D04,2026-03-21 11:03:36,2026-03-21 11:04:52,2026-03-21 11:26:09
ORD031464,Salitre,SAL_D02,2026-03-21 11:23:19,2026-03-21 11:27:11,2026-03-21 11:53:33
ORD031465,Salitre,SAL_D07,2026-03-21 11:24:52,2026-03-21 11:28:52,2026-03-21 12:04:27
ORD031466,Salitre,SAL_D05,2026-03-21 11:26:26,2026-03-21 11:29:59,2026-03-21 12:04:32
ORD031467,Salitre,SAL_D08,2026-03-21 11:28:09,2026-03-21 11:31:50,2026-03-21 12:01:20
ORD031468,Salitre,SAL_D06,2026-03-21 11:42:06,2026-03-21 11:45:40,2026-03-21 12:01:46
ORD031469,Salitre,SAL_D04,2026-03-21 11:42:50,2026-03-21 11:46:21,2026-03-21 12:10:04
ORD031470,Salitre,SAL_D01,2026-03-21 11:56:07,2026-03-21 11:58:29,2026-03-21 12:21:27
ORD031471,Salitre,SAL_D02,2026-03-21 12:01:51,2026-03-21 12:05:33,2026-03-21 12:30:10
ORD031472,Salitre,SAL_D03,2026-03-21 12:07:26,2026-03-21 12:10:30,2026-03-21 12:27:52
ORD031473,Salitre,SAL_D08,2026-03-21 12:11:38,2026-03-21 12:15:11,2026-03-21 12:33:56
ORD031474,Salitre,SAL_D06,2026-03-21 12:21:02,2026-03-21 12:25:00,2026-03-21 12:56:46
ORD031475,Salitre,SAL_D07,2026-03-21 12:27:47,2026-03-21 12:28:50,2026-03-21 12:49:12
ORD031476,Salitre,SAL_D05,2026-03-21 12:30:04,2026-03-21 12:31:48,2026-03-21 12:50:38
ORD031477,Salitre,SAL_D04,2026-03-21 12:37:40,2026-03-21 12:38:51,2026-03-21 13:04:35
ORD031478,Salitre,SAL_D01,2026-03-21 12:41:09,2026-03-21 12:44:47,2026-03-21 13:11:38
ORD031479,Salitre,SAL_D03,2026-03-21 12:45:44,2026-03-21 12:47:01,2026-03-21 13:03:56
ORD031480,Salitre,SAL_D02,2026-03-21 12:54:18,2026-03-21 12:58:13,2026-03-21 13:12:32
ORD031481,Salitre,SAL_D08,2026-03-21 12:56:07,2026-03-21 12:59:07,2026-03-21 13:30:26
ORD031482,Salitre,SAL_D07,2026-03-21 13:02:22,2026-03-21 13:03:39,2026-03-21 13:24:52
ORD031483,Salitre,SAL_D05,2026-03-21 13:04:29,2026-03-21 13:07:59,2026-03-21 13:31:13
ORD031484,Salitre,SAL_D06,2026-03-21 13:23:18,2026-03-21 13:26:49,2026-03-21 13:59:07
ORD031485,Salitre,SAL_D03,2026-03-21 13:25:05,2026-03-21 13:26:33,2026-03-21 13:45:46
ORD031486,Salitre,SAL_D04,2026-03-21 13:30:44,2026-03-21 13:33:54,2026-03-21 13:51:49
ORD031487,Salitre,SAL_D01,2026-03-21 13:32:39,2026-03-21 13:35:52,2026-03-21 13:58:20
ORD031488,Salitre,SAL_D02,2026-03-21 13:34:47,2026-03-21 13:37:38,2026-03-21 14:00:36
ORD031489,Salitre,SAL_D07,2026-03-21 13:36:41,2026-03-21 13:40:19,2026-03-21 14:05:16
ORD031490,Salitre,SAL_D08,2026-03-21 13:39:53,2026-03-21 13:41:53,2026-03-21 13:56:01
ORD031491,Salitre,SAL_D05,2026-03-21 13:42:33,2026-03-21 13:45:28,2026-03-21 14:19:06
ORD031492,Salitre,SAL_D03,2026-03-21 13:49:19,2026-03-21 13:53:05,2026-03-21 14:23:56
ORD031493,Salitre,SAL_D04,2026-03-21 13:52:21,2026-03-21 13:54:52,2026-03-21 14:18:57
ORD031494,Salitre,SAL_D08,2026-03-21 13:54:56,2026-03-21 13:57:31,2026-03-21 14:22:54
ORD031495,Salitre,SAL_D01,2026-03-21 13:57:29,2026-03-21 13:59:10,2026-03-21 14:29:03
ORD031496,Salitre,SAL_D06,2026-03-21 14:24:26,2026-03-21 14:27:30,2026-03-21 14:57:32
ORD031497,Salitre,SAL_D02,2026-03-21 14:24:58,2026-03-21 14:28:23,2026-03-21 14:53:02
ORD031498,Salitre,SAL_D07,2026-03-21 14:34:31,2026-03-21 14:36:27,2026-03-21 15:10:49
ORD031499,Salitre,SAL_D04,2026-03-21 14:35:53,2026-03-21 14:38:50,2026-03-21 15:03:53
ORD031500,Salitre,SAL_D05,2026-03-21 14:36:48,2026-03-21 14:38:11,2026-03-21 15:08:00
ORD031501,Salitre,SAL_D08,2026-03-21 14:45:33,2026-03-21 14:48:34,2026-03-21 15:30:22
ORD031502,Salitre,SAL_D03,2026-03-21 14:55:41,2026-03-21 14:57:10,2026-03-21 15:25:26
ORD031503,Salitre,SAL_D01,2026-03-21 15:05:34,2026-03-21 15:08:04,2026-03-21 15:31:43
ORD031504,Salitre,SAL_D02,2026-03-21 15:09:33,2026-03-21 15:11:27,2026-03-21 15:33:36
ORD031505,Salitre,SAL_D06,2026-03-21 15:09:53,2026-03-21 15:13:28,2026-03-21 15:36:30
ORD031506,Salitre,SAL_D04,2026-03-21 15:12:48,2026-03-21 15:16:34,2026-03-21 15:56:08
ORD031507,Salitre,SAL_D05,2026-03-21 15:13:06,2026-03-21 15:16:25,2026-03-21 16:01:43
ORD031508,Salitre,SAL_D07,2026-03-21 15:44:14,2026-03-21 15:48:12,2026-03-21 16:14:09
ORD031509,Salitre,SAL_D03,2026-03-21 15:54:47,2026-03-21 15:57:27,2026-03-21 16:14:23
ORD031510,Salitre,SAL_D08,2026-03-21 15:59:49,2026-03-21 16:01:33,2026-03-21 16:36:57
ORD031511,Salitre,SAL_D01,2026-03-21 16:00:32,2026-03-21 16:04:14,2026-03-21 16:31:43
ORD031512,Salitre,SAL_D02,2026-03-21 16:35:06,2026-03-21 16:37:53,2026-03-21 17:15:25
ORD031513,Salitre,SAL_D06,2026-03-21 16:40:31,2026-03-21 16:42:59,2026-03-21 17:11:28
ORD031514,Salitre,SAL_D04,2026-03-21 16:48:28,2026-03-21 16:50:50,2026-03-21 17:08:56
ORD031515,Salitre,SAL_D05,2026-03-21 16:58:50,2026-03-21 17:01:53,2026-03-21 17:46:18
ORD031516,Salitre,SAL_D07,2026-03-21 17:18:02,2026-03-21 17:19:43,2026-03-21 17:48:53
ORD031517,Salitre,SAL_D03,2026-03-21 17:30:24,2026-03-21 17:32:32,2026-03-21 18:17:21
ORD031518,Salitre,SAL_D01,2026-03-21 17:34:08,2026-03-21 17:35:34,2026-03-21 17:57:51
ORD031519,Salitre,SAL_D08,2026-03-21 17:58:21,2026-03-21 18:02:21,2026-03-21 18:30:13
ORD031520,Salitre,SAL_D04,2026-03-21 18:05:20,2026-03-21 18:06:31,2026-03-21 18:32:17
ORD031521,Salitre,SAL_D06,2026-03-21 18:09:52,2026-03-21 18:13:11,2026-03-21 18:42:25
ORD031522,Salitre,SAL_D02,2026-03-21 18:22:14,2026-03-21 18:25:35,2026-03-21 18:37:35
ORD031523,Salitre,SAL_D05,2026-03-21 18:23:33,2026-03-21 18:24:50,2026-03-21 18:49:52
ORD031524,Salitre,SAL_D07,2026-03-21 18:29:49,2026-03-21 18:32:49,2026-03-21 19:03:53
ORD031525,Salitre,SAL_D01,2026-03-21 18:45:32,2026-03-21 18:48:26,2026-03-21 19:28:02
ORD031526,Salitre,SAL_D03,2026-03-21 18:47:57,2026-03-21 18:50:29,2026-03-21 19:24:26
ORD031527,Salitre,SAL_D08,2026-03-21 18:52:01,2026-03-21 18:54:49,2026-03-21 19:20:11
ORD031528,Salitre,SAL_D04,2026-03-21 18:52:44,2026-03-21 18:55:56,2026-03-21 19:19:53
ORD031529,Salitre,SAL_D02,2026-03-21 19:00:37,2026-03-21 19:04:20,2026-03-21 19:35:14
ORD031530,Salitre,SAL_D06,2026-03-21 19:05:44,2026-03-21 19:08:45,2026-03-21 19:28:43
ORD031531,Salitre,SAL_D05,2026-03-21 19:10:38,2026-03-21 19:13:32,2026-03-21 19:39:02
ORD031532,Salitre,SAL_D07,2026-03-21 19:18:15,2026-03-21 19:20:33,2026-03-21 19:39:06
ORD031533,Salitre,SAL_D04,2026-03-21 19:18:28,2026-03-21 19:21:26,2026-03-21 19:40:59
ORD031534,Salitre,SAL_D08,2026-03-21 19:24:31,2026-03-21 19:28:27,2026-03-21 19:52:23
ORD031535,Salitre,SAL_D03,2026-03-21 19:46:57,2026-03-21 19:49:27,2026-03-21 20:05:43
ORD031536,Salitre,SAL_D01,2026-03-21 19:50:15,2026-03-21 19:52:25,2026-03-21 20:11:40
ORD031537,Salitre,SAL_D06,2026-03-21 20:00:16,2026-03-21 20:02:11,2026-03-21 20:23:41
ORD031538,Salitre,SAL_D02,2026-03-21 20:02:46,2026-03-21 20:04:42,2026-03-21 20:27:42
ORD031539,Salitre,SAL_D05,2026-03-21 20:04:21,2026-03-21 20:06:01,2026-03-21 20:30:52
ORD031540,Salitre,SAL_D07,2026-03-21 20:09:09,2026-03-21 20:11:11,2026-03-21 20:28:46
ORD031541,Salitre,SAL_D04,2026-03-21 20:20:00,2026-03-21 20:22:17,2026-03-21 20:48:14
ORD031542,Salitre,SAL_D08,2026-03-21 20:23:31,2026-03-21 20:24:47,2026-03-21 20:48:21
ORD031543,Salitre,SAL_D03,2026-03-21 20:24:24,2026-03-21 20:26:27,2026-03-21 20:53:31
ORD031544,Salitre,SAL_D01,2026-03-21 20:29:03,2026-03-21 20:31:10,2026-03-21 20:48:13
ORD031545,Salitre,SAL_D06,2026-03-21 20:32:32,2026-03-21 20:34:44,2026-03-21 21:02:01
ORD031546,Salitre,SAL_D02,2026-03-21 20:33:37,2026-03-21 20:35:06,2026-03-21 20:58:30
ORD031547,Salitre,SAL_D07,2026-03-21 20:40:22,2026-03-21 20:42:22,2026-03-21 21:21:35
ORD031548,Salitre,SAL_D05,2026-03-21 20:40:59,2026-03-21 20:44:28,2026-03-21 21:17:58
ORD031549,Salitre,SAL_D01,2026-03-21 20:41:30,2026-03-21 20:48:51,2026-03-21 21:13:49
ORD031550,Salitre,SAL_D04,2026-03-21 20:43:41,2026-03-21 20:48:57,2026-03-21 21:10:50
ORD031551,Salitre,SAL_D08,2026-03-21 20:48:36,2026-03-21 20:50:41,2026-03-21 21:13:27
ORD031552,Salitre,SAL_D03,2026-03-21 20:50:37,2026-03-21 20:54:19,2026-03-21 21:29:37
ORD031553,Salitre,SAL_D02,2026-03-21 20:52:21,2026-03-21 21:00:10,2026-03-21 21:31:40
ORD031554,Salitre,SAL_D06,2026-03-21 21:32:08,2026-03-21 21:34:03,2026-03-21 21:59:39
ORD031555,Salitre,SAL_D04,2026-03-21 21:33:58,2026-03-21 21:36:56,2026-03-21 22:00:38
ORD031556,Salitre,SAL_D08,2026-03-21 21:46:06,2026-03-21 21:48:54,2026-03-21 22:20:56
ORD031557,Salitre,SAL_D01,2026-03-21 21:48:51,2026-03-21 21:51:45,2026-03-21 22:25:34
ORD031558,Salitre,SAL_D05,2026-03-21 21:50:07,2026-03-21 21:54:03,2026-03-21 22:09:51
ORD031559,Salitre,SAL_D07,2026-03-21 21:50:48,2026-03-21 21:52:13,2026-03-21 22:22:15
ORD031560,Salitre,SAL_D03,2026-03-22 11:03:57,2026-03-22 11:05:50,2026-03-22 11:35:01
ORD031561,Salitre,SAL_D02,2026-03-22 11:14:28,2026-03-22 11:15:33,2026-03-22 11:35:44
ORD031562,Salitre,SAL_D06,2026-03-22 11:18:12,2026-03-22 11:20:10,2026-03-22 11:47:39
ORD031563,Salitre,SAL_D04,2026-03-22 11:28:17,2026-03-22 11:32:04,2026-03-22 11:58:07
ORD031564,Salitre,SAL_D05,2026-03-22 11:30:30,2026-03-22 11:32:55,2026-03-22 12:02:48
ORD031565,Salitre,SAL_D08,2026-03-22 11:34:50,2026-03-22 11:37:21,2026-03-22 12:05:40
ORD031566,Salitre,SAL_D07,2026-03-22 11:38:26,2026-03-22 11:39:44,2026-03-22 12:13:59
ORD031567,Salitre,SAL_D01,2026-03-22 11:40:02,2026-03-22 11:43:33,2026-03-22 12:08:44
ORD031568,Salitre,SAL_D03,2026-03-22 11:43:56,2026-03-22 11:47:12,2026-03-22 12:10:11
ORD031569,Salitre,SAL_D02,2026-03-22 11:45:47,2026-03-22 11:48:54,2026-03-22 12:10:57
ORD031570,Salitre,SAL_D06,2026-03-22 11:47:28,2026-03-22 11:48:32,2026-03-22 12:20:27
ORD031571,Salitre,SAL_D04,2026-03-22 11:57:18,2026-03-22 12:00:06,2026-03-22 12:32:16
ORD031572,Salitre,SAL_D05,2026-03-22 12:04:22,2026-03-22 12:06:59,2026-03-22 12:39:47
ORD031573,Salitre,SAL_D08,2026-03-22 12:19:41,2026-03-22 12:22:46,2026-03-22 12:46:38
ORD031574,Salitre,SAL_D01,2026-03-22 12:23:20,2026-03-22 12:25:43,2026-03-22 12:44:23
ORD031575,Salitre,SAL_D03,2026-03-22 12:27:23,2026-03-22 12:29:37,2026-03-22 12:53:40
ORD031576,Salitre,SAL_D02,2026-03-22 12:39:21,2026-03-22 12:42:28,2026-03-22 13:07:09
ORD031577,Salitre,SAL_D07,2026-03-22 13:05:35,2026-03-22 13:08:35,2026-03-22 13:29:53
ORD031578,Salitre,SAL_D06,2026-03-22 13:09:39,2026-03-22 13:10:52,2026-03-22 13:30:36
ORD031579,Salitre,SAL_D04,2026-03-22 13:14:10,2026-03-22 13:17:04,2026-03-22 13:51:42
ORD031580,Salitre,SAL_D05,2026-03-22 13:29:38,2026-03-22 13:33:22,2026-03-22 13:55:06
ORD031581,Salitre,SAL_D01,2026-03-22 13:31:56,2026-03-22 13:34:33,2026-03-22 13:53:56
ORD031582,Salitre,SAL_D08,2026-03-22 13:36:27,2026-03-22 13:39:34,2026-03-22 14:05:19
ORD031583,Salitre,SAL_D03,2026-03-22 13:39:57,2026-03-22 13:43:30,2026-03-22 14:15:14
ORD031584,Salitre,SAL_D02,2026-03-22 13:42:58,2026-03-22 13:45:33,2026-03-22 14:03:32
ORD031585,Salitre,SAL_D07,2026-03-22 13:47:08,2026-03-22 13:51:07,2026-03-22 14:20:57
ORD031586,Salitre,SAL_D06,2026-03-22 13:52:10,2026-03-22 13:56:05,2026-03-22 14:28:48
ORD031587,Salitre,SAL_D04,2026-03-22 13:53:01,2026-03-22 13:54:24,2026-03-22 14:13:35
ORD031588,Salitre,SAL_D01,2026-03-22 14:26:42,2026-03-22 14:28:20,2026-03-22 15:12:19
ORD031589,Salitre,SAL_D05,2026-03-22 14:28:27,2026-03-22 14:30:11,2026-03-22 14:53:05
ORD031590,Salitre,SAL_D02,2026-03-22 14:38:46,2026-03-22 14:42:26,2026-03-22 15:08:01
ORD031591,Salitre,SAL_D08,2026-03-22 14:44:07,2026-03-22 14:45:39,2026-03-22 15:07:40
ORD031592,Salitre,SAL_D04,2026-03-22 14:48:07,2026-03-22 14:50:24,2026-03-22 15:15:31
ORD031593,Salitre,SAL_D03,2026-03-22 14:53:06,2026-03-22 14:55:40,2026-03-22 15:12:52
ORD031594,Salitre,SAL_D07,2026-03-22 14:56:42,2026-03-22 14:58:57,2026-03-22 15:23:56
ORD031595,Salitre,SAL_D06,2026-03-22 15:00:18,2026-03-22 15:03:01,2026-03-22 15:30:08
ORD031596,Salitre,SAL_D05,2026-03-22 15:09:34,2026-03-22 15:13:00,2026-03-22 15:36:47
ORD031597,Salitre,SAL_D08,2026-03-22 15:12:28,2026-03-22 15:15:42,2026-03-22 15:36:10
ORD031598,Salitre,SAL_D02,2026-03-22 15:14:38,2026-03-22 15:16:33,2026-03-22 15:46:42
ORD031599,Salitre,SAL_D01,2026-03-22 15:15:07,2026-03-22 15:18:15,2026-03-22 15:48:14
ORD031600,Salitre,SAL_D03,2026-03-22 15:15:28,2026-03-22 15:17:45,2026-03-22 15:34:30
ORD031601,Salitre,SAL_D04,2026-03-22 15:26:22,2026-03-22 15:27:58,2026-03-22 15:50:12
ORD031602,Salitre,SAL_D07,2026-03-22 15:34:23,2026-03-22 15:35:46,2026-03-22 15:57:34
ORD031603,Salitre,SAL_D06,2026-03-22 16:00:20,2026-03-22 16:02:39,2026-03-22 16:37:32
ORD031604,Salitre,SAL_D03,2026-03-22 16:01:46,2026-03-22 16:05:35,2026-03-22 16:24:31
ORD031605,Salitre,SAL_D08,2026-03-22 16:04:18,2026-03-22 16:06:31,2026-03-22 16:33:21
ORD031606,Salitre,SAL_D05,2026-03-22 16:15:23,2026-03-22 16:17:01,2026-03-22 16:40:07
ORD031607,Salitre,SAL_D02,2026-03-22 16:26:32,2026-03-22 16:28:08,2026-03-22 16:59:33
ORD031608,Salitre,SAL_D01,2026-03-22 16:27:26,2026-03-22 16:30:32,2026-03-22 16:56:32
ORD031609,Salitre,SAL_D04,2026-03-22 16:28:10,2026-03-22 16:29:15,2026-03-22 16:59:53
ORD031610,Salitre,SAL_D07,2026-03-22 16:31:43,2026-03-22 16:34:34,2026-03-22 16:53:45
ORD031611,Salitre,SAL_D03,2026-03-22 16:31:50,2026-03-22 16:33:25,2026-03-22 16:54:59
ORD031612,Salitre,SAL_D08,2026-03-22 16:32:19,2026-03-22 16:33:54,2026-03-22 16:51:46
ORD031613,Salitre,SAL_D06,2026-03-22 16:32:29,2026-03-22 16:38:57,2026-03-22 17:02:16
ORD031614,Salitre,SAL_D05,2026-03-22 16:41:55,2026-03-22 16:43:21,2026-03-22 17:13:56
ORD031615,Salitre,SAL_D08,2026-03-22 16:50:19,2026-03-22 16:53:30,2026-03-22 17:34:57
ORD031616,Salitre,SAL_D07,2026-03-22 16:52:52,2026-03-22 16:55:02,2026-03-22 17:20:32
ORD031617,Salitre,SAL_D03,2026-03-22 17:22:13,2026-03-22 17:25:11,2026-03-22 17:54:36
ORD031618,Salitre,SAL_D01,2026-03-22 17:25:25,2026-03-22 17:27:50,2026-03-22 17:47:58
ORD031619,Salitre,SAL_D02,2026-03-22 17:29:53,2026-03-22 17:31:00,2026-03-22 17:50:44
ORD031620,Salitre,SAL_D04,2026-03-22 17:34:46,2026-03-22 17:38:17,2026-03-22 18:00:41
ORD031621,Salitre,SAL_D06,2026-03-22 17:39:54,2026-03-22 17:43:42,2026-03-22 18:07:36
ORD031622,Salitre,SAL_D05,2026-03-22 17:46:24,2026-03-22 17:49:34,2026-03-22 18:05:11
ORD031623,Salitre,SAL_D07,2026-03-22 17:48:08,2026-03-22 17:52:06,2026-03-22 18:18:12
ORD031624,Salitre,SAL_D08,2026-03-22 17:52:02,2026-03-22 17:53:31,2026-03-22 18:18:19
ORD031625,Salitre,SAL_D01,2026-03-22 18:06:43,2026-03-22 18:10:37,2026-03-22 18:39:46
ORD031626,Salitre,SAL_D02,2026-03-22 18:07:16,2026-03-22 18:09:09,2026-03-22 18:33:24
ORD031627,Salitre,SAL_D03,2026-03-22 18:18:06,2026-03-22 18:19:07,2026-03-22 18:40:05
ORD031628,Salitre,SAL_D04,2026-03-22 18:23:10,2026-03-22 18:24:11,2026-03-22 18:55:56
ORD031629,Salitre,SAL_D05,2026-03-22 18:27:08,2026-03-22 18:28:14,2026-03-22 19:00:06
ORD031630,Salitre,SAL_D06,2026-03-22 18:37:31,2026-03-22 18:40:57,2026-03-22 19:00:35
ORD031631,Salitre,SAL_D07,2026-03-22 18:39:59,2026-03-22 18:41:58,2026-03-22 19:08:20
ORD031632,Salitre,SAL_D08,2026-03-22 18:50:47,2026-03-22 18:52:41,2026-03-22 19:13:48
ORD031633,Salitre,SAL_D02,2026-03-22 19:01:21,2026-03-22 19:02:35,2026-03-22 19:26:11
ORD031634,Salitre,SAL_D01,2026-03-22 19:03:02,2026-03-22 19:04:31,2026-03-22 19:20:41
ORD031635,Salitre,SAL_D03,2026-03-22 19:13:07,2026-03-22 19:16:21,2026-03-22 19:38:26
ORD031636,Salitre,SAL_D04,2026-03-22 19:14:59,2026-03-22 19:16:21,2026-03-22 19:46:22
ORD031637,Salitre,SAL_D05,2026-03-22 19:18:11,2026-03-22 19:21:17,2026-03-22 19:41:39
ORD031638,Salitre,SAL_D06,2026-03-22 19:18:30,2026-03-22 19:20:22,2026-03-22 19:40:05
ORD031639,Salitre,SAL_D07,2026-03-22 19:18:33,2026-03-22 19:21:42,2026-03-22 19:48:52
ORD031640,Salitre,SAL_D08,2026-03-22 19:19:56,2026-03-22 19:21:10,2026-03-22 19:42:17
ORD031641,Salitre,SAL_D01,2026-03-22 19:21:58,2026-03-22 19:23:36,2026-03-22 19:50:20
ORD031642,Salitre,SAL_D02,2026-03-22 19:23:12,2026-03-22 19:26:46,2026-03-22 19:44:39
ORD031643,Salitre,SAL_D03,2026-03-22 19:30:10,2026-03-22 19:39:17,2026-03-22 20:06:56
ORD031644,Salitre,SAL_D06,2026-03-22 19:30:11,2026-03-22 19:41:51,2026-03-22 20:02:14
ORD031645,Salitre,SAL_D05,2026-03-22 19:30:25,2026-03-22 19:42:28,2026-03-22 20:05:40
ORD031646,Salitre,SAL_D08,2026-03-22 19:32:52,2026-03-22 19:43:13,2026-03-22 20:13:44
ORD031647,Salitre,SAL_D02,2026-03-22 19:35:06,2026-03-22 19:45:12,2026-03-22 20:04:45
ORD031648,Salitre,SAL_D04,2026-03-22 19:35:38,2026-03-22 19:48:02,2026-03-22 20:14:05
ORD031649,Salitre,SAL_D07,2026-03-22 19:43:42,2026-03-22 19:50:03,2026-03-22 20:10:10
ORD031650,Salitre,SAL_D01,2026-03-22 19:50:46,2026-03-22 19:52:17,2026-03-22 20:16:15
ORD031651,Salitre,SAL_D06,2026-03-22 19:51:18,2026-03-22 20:02:48,2026-03-22 20:22:37
ORD031652,Salitre,SAL_D02,2026-03-22 19:54:16,2026-03-22 20:06:18,2026-03-22 20:36:11
ORD031653,Salitre,SAL_D05,2026-03-22 19:55:55,2026-03-22 20:06:34,2026-03-22 20:29:39
ORD031654,Salitre,SAL_D03,2026-03-22 20:00:18,2026-03-22 20:07:37,2026-03-22 20:30:13
ORD031655,Salitre,SAL_D07,2026-03-22 20:08:49,2026-03-22 20:11:38,2026-03-22 20:32:27
ORD031656,Salitre,SAL_D08,2026-03-22 20:17:43,2026-03-22 20:21:41,2026-03-22 20:46:25
ORD031657,Salitre,SAL_D04,2026-03-22 20:19:30,2026-03-22 20:22:06,2026-03-22 20:52:19
ORD031658,Salitre,SAL_D01,2026-03-22 20:21:13,2026-03-22 20:25:09,2026-03-22 20:51:28
ORD031659,Salitre,SAL_D06,2026-03-22 20:23:03,2026-03-22 20:27:00,2026-03-22 20:59:53
ORD031660,Salitre,SAL_D05,2026-03-22 20:24:16,2026-03-22 20:30:17,2026-03-22 20:53:39
ORD031661,Salitre,SAL_D03,2026-03-22 20:39:58,2026-03-22 20:43:01,2026-03-22 21:16:58
ORD031662,Salitre,SAL_D07,2026-03-22 20:41:59,2026-03-22 20:43:38,2026-03-22 21:11:26
ORD031663,Salitre,SAL_D02,2026-03-22 20:45:25,2026-03-22 20:48:08,2026-03-22 21:27:55
ORD031664,Salitre,SAL_D08,2026-03-22 20:45:47,2026-03-22 20:46:57,2026-03-22 21:25:44
ORD031665,Salitre,SAL_D01,2026-03-22 20:46:26,2026-03-22 20:52:29,2026-03-22 21:12:40
ORD031666,Salitre,SAL_D04,2026-03-22 20:50:07,2026-03-22 20:53:34,2026-03-22 21:20:37
ORD031667,Salitre,SAL_D05,2026-03-22 20:50:29,2026-03-22 20:54:43,2026-03-22 21:37:09
ORD031668,Salitre,SAL_D06,2026-03-22 20:52:16,2026-03-22 21:01:07,2026-03-22 21:26:04
ORD031669,Salitre,SAL_D07,2026-03-22 20:58:31,2026-03-22 21:12:48,2026-03-22 21:32:46
